token,count,category,proposed_modern_form,confidence,notes
magcaganyan,1,A,magkaganyan,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
magcacaganyan,1,A,magkakaganyan,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Ipagcacait,1,C,,High,Proper Noun (Contains c)
maipagcacait,1,A,maipagkakait,Medium,Archaic intervocalic c
macapagwawalang,1,A,makapagwawalang,Medium,Archaic intervocalic c
pagkapacasama,1,A,pagkapakasama,Medium,Archaic intervocalic c
nacapapapatawad,1,A,nakapapapatawad,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
eexcomulgahin,1,E,,Medium,Uncertain
macalawa'y,1,A,makalawa'y,Medium,Archaic intervocalic c
mangagcacagulang,1,A,mangagkakagulang,Medium,Archaic intervocalic c
capagalang,1,A,kapagalang,Medium,Archaic ca/co/cu start
cahinatnan,1,A,kahinatnan,Medium,Archaic ca/co/cu start
sisicaping,1,A,sisikaping,Medium,Archaic intervocalic c
magcacariton,1,A,magkakariton,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
carretonero'y,1,A,karretonero'y,Medium,Archaic ca/co/cu start
nagcamot,1,A,nagkamot,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
ispichoso,1,B,,Medium,Spanish/Foreign (ch)
icapit,1,A,ikapit,Medium,Archaic intervocalic c
cailaan,1,A,kailaan,Medium,Archaic ca/co/cu start
nacapagdadali,1,A,nakapagdadali,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
kinacalagan,1,A,kinakalagan,Medium,Archaic intervocalic c
cacalagan,1,A,kakalagan,Medium,Archaic ca/co/cu start
mapapacasama,1,A,mapapakasama,Medium,Archaic intervocalic c
casacunaang,1,A,kasakunaang,Medium,Archaic ca/co/cu start
patoc,1,A,patok,Medium,Archaic ending -c
macasipi,1,A,makasipi,Medium,Archaic intervocalic c
azucenang,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
Macacawangis,1,C,,High,Proper Noun (Contains c)
nacalalatag,1,A,nakalalatag,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cumipot,1,A,kumipot,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacahalang,1,A,nakahalang,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cumulo,1,A,kumulo,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macapananalangin,1,A,makapananalangin,Medium,Archaic intervocalic c
ipagcacait,1,A,ipagkakait,Medium,Archaic intervocalic c
calinislinisang,1,A,kalinislinisang,Medium,Archaic ca/co/cu start
pacacantahin,1,A,pakakantahin,Medium,Archaic intervocalic c
nangagsilacad,1,A,nangagsilakad,Medium,Archaic intervocalic c
pagsasacdal,1,E,,Medium,Uncertain
nacagalit,1,A,nakagalit,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pabalicbalic,1,A,pabalikbalik,Medium,Archaic ending -c
nagcacalupon,1,A,nagkakalupon,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macaaalam,1,A,makaaalam,Medium,Archaic intervocalic c
nangagsiyucod,1,A,nangagsiyukod,Medium,Archaic intervocalic c
nacatataas,1,A,nakatataas,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pinagcaugaliang,1,E,,Medium,Uncertain
catataas,1,A,katataas,Medium,Archaic ca/co/cu start
Nacahiga,1,A,Nakahiga,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macumusta,1,A,makumusta,Medium,Archaic intervocalic c
cagalangalang,1,A,kagalangalang,Medium,Archaic ca/co/cu start
Ciara,1,C,,High,Proper/Spanish
macahacbang,1,A,makahakbang,Medium,Archaic intervocalic c
Justicia'y,1,C,,High,Proper/Spanish
coma,1,A,koma,Medium,Archaic ca/co/cu start
macapagpapasaya,1,A,makapagpapasaya,Medium,Archaic intervocalic c
caramdaman,1,A,karamdaman,Medium,Archaic ca/co/cu start
nagpacaing,1,A,nagpakaing,Medium,Archaic intervocalic c
nacapagsalitaan,1,A,nakapagsalitaan,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Humacbang,1,C,,High,Proper Noun (Contains c)
pakikicamay,1,A,pakikikamay,Medium,Archaic intervocalic c
Nacasusugat,1,A,Nakasusugat,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
napacaliit,1,A,napakaliit,Medium,Archaic intervocalic c
macapagtatawa,1,A,makapagtatawa,Medium,Archaic intervocalic c
cayamana'y,1,A,kayamana'y,Medium,Archaic ca/co/cu start
caaalis,1,A,kaaalis,Medium,Archaic ca/co/cu start
sinusucat,1,A,sinusukat,Medium,Archaic intervocalic c
kinacaliangang,1,A,kinakaliangang,Medium,Archaic intervocalic c
Gobernacion,1,C,,High,Proper/Spanish
Gracia,1,C,,High,Proper/Spanish
nacapipisil,1,A,nakapipisil,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
magcagulo,1,A,magkagulo,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
icahihinto,1,A,ikahihinto,Medium,Archaic intervocalic c
macasasapat,1,A,makasasapat,Medium,Archaic intervocalic c
macapagpahamac,1,A,makapagpahamak,Medium,Archaic ending -c
macapagsacdal,1,A,makapagsakdal,Medium,Archaic intervocalic c
nacausap,1,A,nakausap,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macagagaling,1,A,makagagaling,Medium,Archaic intervocalic c
Nagagalac,1,A,Nagagalak,Medium,Archaic ending -c
tinatapictapic,1,A,tinatapiktapik,Medium,Archaic ending -c
talicdan,1,E,,Medium,Uncertain
caracaraca,1,A,karakaraka,Medium,Archaic ca/co/cu start
icapagcacapuri,1,A,ikapagkakapuri,Medium,Archaic intervocalic c
cagulumihanan,1,A,kagulumihanan,Medium,Archaic ca/co/cu start
cailang,1,A,kailang,Medium,Archaic ca/co/cu start
casalang,1,A,kasalang,Medium,Archaic ca/co/cu start
Nacaringig,1,A,Nakaringig,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macapapasoc,1,A,makapapasok,Medium,Archaic ending -c
nangacaguantes,1,A,nangakaguantes,Medium,Archaic intervocalic c
nagmumunacala,1,A,nagmumunakala,Medium,Archaic intervocalic c
macapanghingi,1,A,makapanghingi,Medium,Archaic intervocalic c
magcawatac,1,A,magkawatak,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
watac,1,A,watak,Medium,Archaic ending -c
magcabunton,1,A,magkabunton,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
procecion,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
icababanal,1,A,ikababanal,Medium,Archaic intervocalic c
nacapagtataca,1,A,nakapagtataka,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
prosecion,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
Cortona,1,C,,High,Proper Noun (Capitalized ca/co/cu)
Cesario,1,C,,High,Proper/Spanish
nacahabitong,1,A,nakahabitong,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cahihintay,1,A,kahihintay,Medium,Archaic ca/co/cu start
patingcayad,1,E,,Medium,Uncertain
aguacil,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
sacristia'y,1,E,,Medium,Uncertain
Pacana,1,C,,High,Proper Noun (Contains c)
capuchon,1,B,,Medium,Spanish/Foreign (ch)
cahuad,1,A,kahuad,Medium,Archaic ca/co/cu start
nagcacadaidaiti,1,A,nagkakadaidaiti,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cortina,1,A,kortina,Medium,Archaic ca/co/cu start
cinturon,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
macacapangagaw,1,A,makakapangagaw,Medium,Archaic intervocalic c
Arcangel,1,C,,High,Proper Noun (Contains c)
nagmamacaawa,1,A,nagmamakaawa,Medium,Archaic intervocalic c
Nagpacapipi,1,C,,High,Proper Noun (Contains c)
pinagcacadahilanan,1,A,pinagkakadahilanan,Medium,Archaic intervocalic c
francia,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
nacasususot,1,A,nakasususot,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
udiyoc,1,A,udiyok,Medium,Archaic ending -c
nagcacatuwa,1,A,nagkakatuwa,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cahusayang,1,A,kahusayang,Medium,Archaic ca/co/cu start
tungcos,1,E,,Medium,Uncertain
ibinubucas,1,A,ibinubukas,Medium,Archaic intervocalic c
Cañamaque,1,C,,High,Proper (ñ)
dilicaya'y,1,A,dilikaya'y,Medium,Archaic intervocalic c
mangcuculam,1,A,mangkukulam,Medium,Archaic intervocalic c
caniya'y,1,A,kaniya'y,Medium,Archaic ca/co/cu start
itatahimic,1,A,itatahimik,Medium,Archaic ending -c
macaakit,1,A,makaakit,Medium,Archaic intervocalic c
magpabalicbalic,1,A,magpabalikbalik,Medium,Archaic ending -c
nagbabalacbalac,1,A,nagbabalakbalak,Medium,Archaic ending -c
inaacmaang,1,E,,Medium,Uncertain
cadulingasan,1,A,kadulingasan,Medium,Archaic ca/co/cu start
napacaimbing,1,A,napakaimbing,Medium,Archaic intervocalic c
Nangagsisiyucod,1,C,,High,Proper Noun (Contains c)
catayugang,1,A,katayugang,Medium,Archaic ca/co/cu start
caayawan,1,A,kaayawan,Medium,Archaic ca/co/cu start
caawaang,1,A,kaawaang,Medium,Archaic ca/co/cu start
cumacanta'y,1,A,kumakanta'y,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacacahuwad,1,A,nakakahuwad,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Ipinanhic,1,A,Ipinanhik,Medium,Archaic ending -c
magcantar,1,A,magkantar,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
magpacasumicap,1,A,magpakasumikap,Medium,Archaic intervocalic c
nagpapacunwaring,1,A,nagpapakunwaring,Medium,Archaic intervocalic c
pinagcahirapang,1,E,,Medium,Uncertain
Champollion,1,C,,High,Proper/Foreign (ch)
tinuctucan,1,A,tinuktukan,Medium,Archaic intervocalic c
nacalalapitlapit,1,A,nakalalapitlapit,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pagtuctoc,1,A,pagtuktok,Medium,Archaic ending -c
wicaing,1,A,wikaing,Medium,Archaic intervocalic c
cacapuwa,1,A,kakapuwa,Medium,Archaic ca/co/cu start
macapagsisinungaling,1,A,makapagsisinungaling,Medium,Archaic intervocalic c
nagcapaapaano,1,A,nagkapaapaano,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cumpol,1,A,kumpol,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
franchute,1,B,,Medium,Spanish/Foreign (ch)
frances,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
magcasunod,1,A,magkasunod,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
enritacion,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
embitacion,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
Consola,1,C,,High,Proper Noun (Capitalized ca/co/cu)
nacagaganap,1,A,nakagaganap,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
napacap,1,A,napakap,Medium,Archaic intervocalic c
Consolasion,1,C,,High,Proper Noun (Capitalized ca/co/cu)
kinawacasan,1,A,kinawakasan,Medium,Archaic intervocalic c
suntucan,1,A,suntukan,Medium,Archaic intervocalic c
calmusan,1,A,kalmusan,Medium,Archaic ca/co/cu start
Binuhucan,1,C,,High,Proper Noun (Contains c)
macapangagat,1,A,makapangagat,Medium,Archaic intervocalic c
capulahan,1,A,kapulahan,Medium,Archaic ca/co/cu start
Binabalac,1,A,Binabalak,Medium,Archaic ending -c
icasal,1,A,ikasal,Medium,Archaic intervocalic c
pacumpas,1,A,pakumpas,Medium,Archaic intervocalic c
cumpas,1,A,kumpas,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nagmunacala,1,A,nagmunakala,Medium,Archaic intervocalic c
lumungcot,1,E,,Medium,Uncertain
canta'y,1,A,kanta'y,Medium,Archaic ca/co/cu start
nacatungangang,1,A,nakatungangang,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
ipinagcanulo,1,E,,Medium,Uncertain
marchang,1,B,,Medium,Spanish/Foreign (ch)
calaguim,1,A,kalaguim,Medium,Archaic ca/co/cu start
magcangiwingiwi,1,A,magkangiwingiwi,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
vivace,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
Nagpacalugmoc,1,A,Nagpakalugmok,Medium,Archaic ending -c
nacatiric,1,A,nakatirik,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Nacapagpapagalac,1,A,Nakapagpapagalak,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nagpasilacbo,1,E,,Medium,Uncertain
Mapacasama,1,C,,High,Proper Noun (Contains c)
nagpacubot,1,A,nagpakubot,Medium,Archaic intervocalic c
tadyac,1,A,tadyak,Medium,Archaic ending -c
ibinulusoc,1,A,ibinulusok,Medium,Archaic ending -c
pagpapacamairuguin,1,A,pagpapakamairuguin,Medium,Archaic intervocalic c
caiba,1,A,kaiba,Medium,Archaic ca/co/cu start
macapangangahas,1,A,makapangangahas,Medium,Archaic intervocalic c
mangcoc,1,A,mangkok,Medium,Archaic ending -c
caliksihan,1,A,kaliksihan,Medium,Archaic ca/co/cu start
humahagoc,1,A,humahagok,Medium,Archaic ending -c
kinacalabog,1,A,kinakalabog,Medium,Archaic intervocalic c
magpalacadlacad,1,A,magpalakadlakad,Medium,Archaic intervocalic c
nacatapos,1,A,nakatapos,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
capalibhasaang,1,A,kapalibhasaang,Medium,Archaic ca/co/cu start
nacapagtiis,1,A,nakapagtiis,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
ilinalacas,1,A,ilinalakas,Medium,Archaic intervocalic c
coetes,1,A,koetes,Medium,Archaic ca/co/cu start
cahalimbawa,1,A,kahalimbawa,Medium,Archaic ca/co/cu start
volcang,1,E,,Medium,Uncertain
cadakilaa'y,1,A,kadakilaa'y,Medium,Archaic ca/co/cu start
cucutapcutap,1,A,kukutapkutap,Medium,Archaic ca/co/cu start
nacalalaganap,1,A,nakalalaganap,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
buscapie,1,E,,Medium,Uncertain
magpacawalawalang,1,A,magpakawalawalang,Medium,Archaic intervocalic c
umalacbay,1,E,,Medium,Uncertain
Crispino,1,C,,High,Proper Noun (Contains c)
comare,1,A,komare,Medium,Archaic ca/co/cu start
cahapisa'y,1,A,kahapisa'y,Medium,Archaic ca/co/cu start
cahapisang,1,A,kahapisang,Medium,Archaic ca/co/cu start
acto,1,E,,Medium,Uncertain
tacutin,1,A,takutin,Medium,Archaic intervocalic c
macapagsaya,1,A,makapagsaya,Medium,Archaic intervocalic c
macalagay,1,A,makalagay,Medium,Archaic intervocalic c
macapagpapalayas,1,A,makapagpapalayas,Medium,Archaic intervocalic c
catipan,1,A,katipan,Medium,Archaic ca/co/cu start
Calandria,1,C,,High,Proper Noun (Capitalized ca/co/cu)
babalic,1,A,babalik,Medium,Archaic ending -c
chula,1,B,,Medium,Spanish/Foreign (ch)
Ipinagcacaloob,1,C,,High,Proper Noun (Contains c)
nagsuntucan,1,A,nagsuntukan,Medium,Archaic intervocalic c
escudo,1,E,,Medium,Uncertain
nagtatacbuhan,1,E,,Medium,Uncertain
banco,1,E,,Medium,Uncertain
Nangagsicapit,1,C,,High,Proper Noun (Contains c)
pagbalicang,1,A,pagbalikang,Medium,Archaic intervocalic c
nagyayacag,1,A,nagyayakag,Medium,Archaic intervocalic c
Nagpapacabicabila,1,C,,High,Proper Noun (Contains c)
caguluhang,1,A,kaguluhang,Medium,Archaic ca/co/cu start
Tinacbo,1,C,,High,Proper Noun (Contains c)
magcacapulutong,1,A,magkakapulutong,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacatuon,1,A,nakatuon,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pinatatacas,1,A,pinatatakas,Medium,Archaic intervocalic c
napacadilim,1,A,napakadilim,Medium,Archaic intervocalic c
Pinucaw,1,C,,High,Proper Noun (Contains c)
nangasisisiticas,1,A,nangasisisitikas,Medium,Archaic intervocalic c
nacacaalaala,1,A,nakakaalaala,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nangagcacasaguian,1,A,nangagkakasaguian,Medium,Archaic intervocalic c
nagcacaibigan,1,A,nagkakaibigan,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
calong,1,A,kalong,Medium,Archaic ca/co/cu start
Lumulucsong,1,C,,High,Proper Noun (Contains c)
nacahinga,1,A,nakahinga,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
caibig,1,A,kaibig,Medium,Archaic ca/co/cu start
calantican,1,A,kalantikan,Medium,Archaic ca/co/cu start
macapaglilipat,1,A,makapaglilipat,Medium,Archaic intervocalic c
periodico,1,A,periodiko,Medium,Archaic intervocalic c
winacasan,1,A,winakasan,Medium,Archaic intervocalic c
masicap,1,A,masikap,Medium,Archaic intervocalic c
kinatacutan,1,A,kinatakutan,Medium,Archaic intervocalic c
mapanghicayat,1,A,mapanghikayat,Medium,Archaic intervocalic c
capucaputol,1,A,kapukaputol,Medium,Archaic ca/co/cu start
ipinapasoc,1,A,ipinapasok,Medium,Archaic ending -c
frascong,1,E,,Medium,Uncertain
icalawa'y,1,A,ikalawa'y,Medium,Archaic intervocalic c
macapagtanong,1,A,makapagtanong,Medium,Archaic intervocalic c
cahahanggana'y,1,A,kahahanggana'y,Medium,Archaic ca/co/cu start
tinatacan,1,A,tinatakan,Medium,Archaic intervocalic c
ducha'y,1,B,,Medium,Spanish/Foreign (ch)
magcatoto,1,A,magkatoto,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nangagcapagod,1,E,,Medium,Uncertain
nangacapagsaya,1,A,nangakapagsaya,Medium,Archaic intervocalic c
nangagcamit,1,E,,Medium,Uncertain
nanganganac,1,A,nanganganak,Medium,Archaic ending -c
macapasa,1,A,makapasa,Medium,Archaic intervocalic c
nagtutumacbo,1,E,,Medium,Uncertain
nangagcacahalong,1,A,nangagkakahalong,Medium,Archaic intervocalic c
saco,1,A,sako,Medium,Archaic intervocalic c
pangacong,1,A,pangakong,Medium,Archaic intervocalic c
nunca,1,E,,Medium,Uncertain
felicidad,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
completa,1,A,kompleta,Medium,Archaic ca/co/cu start
macapaglagalag,1,A,makapaglagalag,Medium,Archaic intervocalic c
napacalihis,1,A,napakalihis,Medium,Archaic intervocalic c
icapipintas,1,A,ikapipintas,Medium,Archaic intervocalic c
macabigat,1,A,makabigat,Medium,Archaic intervocalic c
caguipitan,1,A,kaguipitan,Medium,Archaic ca/co/cu start
nacawangis,1,A,nakawangis,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cahulihuliha'y,1,A,kahulihuliha'y,Medium,Archaic ca/co/cu start
macatipon,1,A,makatipon,Medium,Archaic intervocalic c
macaoowi,1,A,makaoowi,Medium,Archaic intervocalic c
magpacatalino,1,A,magpakatalino,Medium,Archaic intervocalic c
capilas,1,A,kapilas,Medium,Archaic ca/co/cu start
Victorina't,1,C,,High,Proper Noun (Contains c)
nacacasinlaki,1,A,nakakasinlaki,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Nangagcaunawaan,1,C,,High,Proper Noun (Contains c)
napacapilay,1,A,napakapilay,Medium,Archaic intervocalic c
mapacalabis,1,A,mapakalabis,Medium,Archaic intervocalic c
licsi,1,E,,Medium,Uncertain
ocasion,1,A,okasion,Medium,Archaic intervocalic c
calva,1,A,kalva,Medium,Archaic ca/co/cu start
icatatlompo't,1,A,ikatatlompo't,Medium,Archaic intervocalic c
nacasisintahing,1,A,nakasisintahing,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cagagawa,1,A,kagagawa,Medium,Archaic ca/co/cu start
gazpacho,1,B,,Medium,Spanish/Foreign (ch)
macapagdala,1,A,makapagdala,Medium,Archaic intervocalic c
macakikita,1,A,makakikita,Medium,Archaic intervocalic c
caganapan,1,A,kaganapan,Medium,Archaic ca/co/cu start
capasiyahan,1,A,kapasiyahan,Medium,Archaic ca/co/cu start
Negociado,1,C,,High,Proper/Spanish
catugculan,1,A,katugkulan,Medium,Archaic ca/co/cu start
nacapanagumpay,1,A,nakapanagumpay,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cahalagahang,1,A,kahalagahang,Medium,Archaic ca/co/cu start
nacasusumpong,1,A,nakasusumpong,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
acalaang,1,A,akalaang,Medium,Archaic intervocalic c
napacasal,1,A,napakasal,Medium,Archaic intervocalic c
catimyasan,1,A,katimyasan,Medium,Archaic ca/co/cu start
cauntia'y,1,A,kauntia'y,Medium,Archaic ca/co/cu start
Tiburciong,1,C,,High,Proper/Spanish
tacbuhang,1,E,,Medium,Uncertain
capilayan,1,A,kapilayan,Medium,Archaic ca/co/cu start
chulo,1,B,,Medium,Spanish/Foreign (ch)
Nagpacunwari,1,C,,High,Proper Noun (Contains c)
nacabata,1,A,nakabata,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nililibac,1,A,nililibak,Medium,Archaic ending -c
napasuco,1,A,napasuko,Medium,Archaic intervocalic c
cahalimbawang,1,A,kahalimbawang,Medium,Archaic ca/co/cu start
macapagpasial,1,A,makapagpasial,Medium,Archaic intervocalic c
Cirugia,1,C,,High,Proper/Spanish
ESPECIALISTA,1,C,,High,Proper/Spanish
CLASE,1,C,,High,Proper Noun (Contains c)
cumapal,1,A,kumapal,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
encaje,1,E,,Medium,Uncertain
calahi,1,A,kalahi,Medium,Archaic ca/co/cu start
gumagayac,1,A,gumagayak,Medium,Archaic ending -c
pinacamatalas,1,A,pinakamatalas,Medium,Archaic intervocalic c
magcacamag,1,A,magkakamag,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
catabilan,1,A,katabilan,Medium,Archaic ca/co/cu start
nacatagpo,1,A,nakatagpo,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
conde,1,A,konde,Medium,Archaic ca/co/cu start
Campanario,1,C,,High,Proper Noun (Capitalized ca/co/cu)
nacalapat,1,A,nakalapat,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nakatiric,1,A,nakatirik,Medium,Archaic ending -c
ticlop,1,E,,Medium,Uncertain
catreng,1,A,katreng,Medium,Archaic ca/co/cu start
camagong,1,A,kamagong,Medium,Archaic ca/co/cu start
Lacsan,1,C,,High,Proper Noun (Contains c)
caguiliwguiliw,1,A,kaguiliwguiliw,Medium,Archaic ca/co/cu start
nacapanatili,1,A,nakapanatili,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
natatahimic,1,A,natatahimik,Medium,Archaic ending -c
halica't,1,A,halika't,Medium,Archaic intervocalic c
ipinanganganac,1,A,ipinanganganak,Medium,Archaic ending -c
pinacahihigpit,1,A,pinakahihigpit,Medium,Archaic intervocalic c
Catungculan,1,C,,High,Proper Noun (Capitalized ca/co/cu)
picapleitos,1,A,pikapleitos,Medium,Archaic intervocalic c
capaparoo't,1,A,kapaparoo't,Medium,Archaic ca/co/cu start
nacapasa,1,A,nakapasa,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
caawang,1,A,kaawang,Medium,Archaic ca/co/cu start
nagtumacbo,1,E,,Medium,Uncertain
pagpapacunwari,1,A,pagpapakunwari,Medium,Archaic intervocalic c
catatalac,1,A,katatalak,Medium,Archaic ca/co/cu start
macapagcumpisal,1,A,makapagkumpisal,Medium,Archaic intervocalic c
pinacaaalagaan,1,A,pinakaaalagaan,Medium,Archaic intervocalic c
cabisaan,1,A,kabisaan,Medium,Archaic ca/co/cu start
natapacan,1,A,natapakan,Medium,Archaic intervocalic c
tatapacan,1,A,tatapakan,Medium,Archaic intervocalic c
cabahalaan,1,A,kabahalaan,Medium,Archaic ca/co/cu start
nacapagligtas,1,A,nakapagligtas,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
concienciang,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
pacaunawaing,1,A,pakaunawaing,Medium,Archaic intervocalic c
cirugia,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
conciencia'y,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
macapaglalayo,1,A,makapaglalayo,Medium,Archaic intervocalic c
Napacawalang,1,C,,High,Proper Noun (Contains c)
capararacan,1,A,kapararakan,Medium,Archaic ca/co/cu start
magcacapol,1,A,magkakapol,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
caltab,1,A,kaltab,Medium,Archaic ca/co/cu start
nangagcacaroon,1,A,nangagkakaroon,Medium,Archaic intervocalic c
Cumain,1,A,Kumain,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacaramdam,1,A,nakaramdam,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macapito,1,A,makapito,Medium,Archaic intervocalic c
macapaggunamgunam,1,A,makapaggunamgunam,Medium,Archaic intervocalic c
ipinagcacasala,1,A,ipinagkakasala,Medium,Archaic intervocalic c
magpahamac,1,A,magpahamak,Medium,Archaic ending -c
icatlo,1,A,ikatlo,Medium,Archaic intervocalic c
pinagcacasalanan,1,A,pinagkakasalanan,Medium,Archaic intervocalic c
cuakero,1,A,kuakero,Medium,Archaic ca/co/cu start
mapaiyac,1,A,mapaiyak,Medium,Archaic ending -c
contricion,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
Pagdagucan,1,C,,High,Proper Noun (Contains c)
calalacasan,1,A,kalalakasan,Medium,Archaic ca/co/cu start
antoc,1,A,antok,Medium,Archaic ending -c
nacapaghicab,1,A,nakapaghikab,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacabahagui,1,A,nakabahagui,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacariringig,1,A,nakariringig,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cumpisal,1,A,kumpisal,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacaharap,1,A,nakaharap,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nagcumpisal,1,A,nagkumpisal,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macatataroc,1,A,makatatarok,Medium,Archaic ending -c
Manacanaca,1,C,,High,Proper Noun (Contains c)
nalalacaran,1,A,nalalakaran,Medium,Archaic intervocalic c
nacababacod,1,A,nakababakod,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nababacurang,1,A,nababakurang,Medium,Archaic intervocalic c
nacapupuno,1,A,nakapupuno,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
kinucumutan,1,A,kinukumutan,Medium,Archaic intervocalic c
pacaposcapos,1,A,pakaposkapos,Medium,Archaic intervocalic c
halicayo,1,A,halikayo,Medium,Archaic intervocalic c
nacapulupot,1,A,nakapulupot,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nangagsitahimic,1,A,nangagsitahimik,Medium,Archaic ending -c
nacapagpipitagang,1,A,nakapagpipitagang,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Icao,1,C,,High,Proper Noun (Contains c)
sinucat,1,A,sinukat,Medium,Archaic intervocalic c
bicas,1,A,bikas,Medium,Archaic intervocalic c
nagpacabicabila,1,A,nagpakabikabila,Medium,Archaic intervocalic c
caliitliitang,1,A,kaliitliitang,Medium,Archaic ca/co/cu start
nagpacumbaba,1,A,nagpakumbaba,Medium,Archaic intervocalic c
catiwasayang,1,A,katiwasayang,Medium,Archaic ca/co/cu start
catiwasiya'y,1,A,katiwasiya'y,Medium,Archaic ca/co/cu start
magpapacatira,1,A,magpapakatira,Medium,Archaic intervocalic c
