dataset,chapter_number,sentence_number,source_form,target_form,context_snippet
noli,42,78,pagcacataon,pagkakataon,"Hindi miminsang canyang naringig na ""la ocasion la pintan calva"" (ilinalarawang walang buhoc sa ulo ang magaling na pagcacataon), at inacala niya ng taimtim sa loob na si don Tiburcio'y siyang tunay na magaling na pagcacataon, sa pagka't salamat sa mga gabing lubhang mapighating canyang dinaanan, maagang nangyayari sa kanya ang pagcapanot ng ulo."
noli,42,78,pagcapanot,pagkapanot,"Hindi miminsang canyang naringig na ""la ocasion la pintan calva"" (ilinalarawang walang buhoc sa ulo ang magaling na pagkakataon), at inacala niya ng taimtim sa loob na si don Tiburcio'y siyang tunay na magaling na pagkakataon, sa pagka't salamat sa mga gabing lubhang mapighating canyang dinaanan, maagang nangyayari sa kanya ang pagcapanot ng ulo."
noli,42,80,boong,buong,"Nagdamdam naman si don Tiburcio, sa ganang kanya, ng hindi mawatasang pamamanglaw ng canyang dilidilihin ang mga unang buwan ng canyang pag-aasawa na ang caraniwa'y nagtatamasa ng boong catamisan."
noli,42,84,pagcacasal,pagkakasal,"Pagkatapos, ng maragdagan ang mga sama ng loob at mga casalatan, nagdaan ang mga taon at hindi dumating ang calugodlugod na larawan, ang inisip na lamang niya'y ang isang mabait na babae, masipag, mabuting mamahay, na macapagdala sa kanya ng caunting salapi sa pagcacasal, macapagbigay aliw sa kanya sa mga pagal ng paggawa at manacanacang siya'y cagalitan."
noli,42,87,boong,buong,"Dumating sa Filipinas at ang boong acala niya'y nasunduan na niya ang caganapan ng canyang panag-inip, sa pagka't tinititigan siya ng may halong pagtataca ng mga dalagang nacasacay sa mga cocheng plateadoong nagpapasial sa Luneta at Malecon."
noli,42,88,boong,buong,"Datapwat ng siya'y bawian ng catungculan, nawala sa canyang panimdim ang mestiza o ang india, at linikha naman niya ng boong hirap ang larawan ng isang bao, ngunit isang baong calugodlugod."
noli,42,91,pagcamatimyas,pagkamatimyas,"kung macasal na sila'y ipag-uutos na niyang huwag gumamit; na marami ng culubot ang balat, ngunit ang levita niya'y lalo ng maraming guisi at mga sursi, na yao'y isang matandang babaeng mapagyabang, mapagpasuco at asal lalaki, datapwat ang gutom ay lalo ng asal lalaki, lalo ng mapagpasuco at lalo pa manding mapagyabang, at bucod sa roo'y kaya nga naman catutubo na niya ang pagcamatimyas na ugali, at ¿sino ang nacacaalam?"
noli,42,95,pagcacasakit,pagkakasakit,Lalong minamagaling pa ni don Tiburcio ang siya'y mag alaga kay sa siya'y alagaan sa pagcacasakit sa gutom.
noli,42,96,pagcain,pagkain,"Pagka linilibac siya ng alin mang kaibigan niya, ito ang canyang isinasagot: ""Bigyan mo ako ng pagcain at tawaguin mo akong tanga""."
noli,42,99,pagcabuhay,pagkabuhay,"Hindi nagcasiya kailan man sa canyang puso ang magtanim ng galit; hindi pa siya nacasusumpong ng isa man lamang na ""filibustero""; wala siyang nakikita kung hindi mga haling na isip na kinakailangang agawan ng pagcabuhay, sacali't aayaw na maguing haling pa kay sa kanila."
noli,42,101,pagcatunaw,pagkatunaw,"Sila nga'y napacasal o nagsiluan ang isa't isa, at na pa sa Santa Ana sila at ng doon nila lasapin ang catimyasan ng unang buwan ng bagong casal; ngunit ng gabi ng sa kanila'y pagcacasal, nagcasakit si doña Victorina, dahil sa catacottacot na hindi pagcatunaw ng kinain; si don Tiburcio'y napasalamat sa Dios, nagpakitang siya'y mairog at maiguing mag-alaga."
noli,42,101,pagcacasal,pagkakasal,"Sila nga'y napacasal o nagsiluan ang isa't isa, at na pa sa Santa Ana sila at ng doon nila lasapin ang catimyasan ng unang buwan ng bagong casal; ngunit ng gabi ng sa kanila'y pagcacasal, nagcasakit si doña Victorina, dahil sa catacottacot na hindi pagkatunaw ng kinain; si don Tiburcio'y napasalamat sa Dios, nagpakitang siya'y mairog at maiguing mag-alaga."
noli,42,102,boong,buong,"Gayon man, ng icalawang gabi'y ipinakilala niyang siya'y lalaking marunong magmahal sa capurihan, at ng manalamin siya ng kinabucasan, ngumiti ng boong calungcutan hanggang sa ipakita niya ang canyang mga ngidngid na walang ngipin: ang cauntia'y may sampong taon ang canyang itinanda."
noli,42,103,pagcalugod,pagkalugod,"Sa lubhang malaking pagcalugod ni doña Victorina sa canyang asawa, ipinagpagawa niya siya ng magagaling na mga ngiping nailalagay at naaalis, ipinag-utos sa lalong magagaling na mga sastre sa ciudad na igawa ang canyang asawa ng lalong magagaling na mga casuutan; bumili ng mga araña at mga calesa; nagbilin sa Batangan at sa Albay ng lalong magagaling na mga ""pareja"" ng mga kabayo, at hanggang sa pinilit niya si don Tiburciong magcaroon ng dalawang cabayong handa sa mga tacbuhang darating."
noli,42,104,pagcabagay,pagkabagay,"Samantalang binabago niya ang kalagayan ng canyang asawa'y hindi niya nililimot ang canyang sariling katawan: canyang iniwan ang sayang sutla at ang barong pinya at ang guinamit niya'y ang pananamit europea; inihalili niya sa madaling gawing puyod ng mga filipina ang magdarayang mga ""flequillo"", at sa pamamag-itan ng canyang mga pananamit na cagulatgulat ang sa kanya'y hindi pagcabagay, binigyang niyang ligalig ang capayapaan ng tahimic at walang guinagawang mga mamamayan."
noli,42,114,boong,buong,"Walang licat ang canyang pamamalita ng ginagawa niyang mga paghahanda sa paglalacbay, pinagsicapan niyang isaulo ang mga pangalan ng mga duongang dinaraanan ng mga sasacyang patungo sa España, at nacalulugod na pakinggan siya sa pananalita:—""Aking makikita ang ismo ng canal ni Suez; sinasabi ni De Espadañang siya raw lalong maganda, at nalibot ni De Espadaña ang boong daigdig."
noli,42,122,pagcagabi,pagkagabi,"Siya'y ngumiti baga man hindi niya nauunawa kung ano ang ""espiritu fuerte"" at pagcagabi, sa oras ng pagtulog, itinanong kung ano ang cahulugan niyon sa canyang asawa."
noli,42,170,pagcacataon,pagkakataon,"may dala akong sulat na ucol sa kanya,—ang biglang sinabi ng binata,—at kung hindi lamang sa ganitong maligayang pagcacataon ng pagparito kong ito, nagsadya disin pa ako ng pagparito upang siya'y aking dalawin."
noli,42,171,pagcacataon,pagkakataon,"Samantala'y naguising ang ""maligayang"" pagcacataon."
noli,42,173,pagcain,pagkain,"—ani doña Victorina ng matapus ang pagcain,—ating titingnan na si Clarita?"
noli,42,184,boong,buong,Minasdan ni doña Victorina ng boong calakhan ng loob ang mga nalilimpi.
noli,42,190,pagcawili,pagkawili,"—Ginoong Linares—ang sa kanya'y sinabi ng cura, na ano pa't pinucaw siya sa canyang pagcawili sa panonood;—narito na si pari Damaso."
noli,43,8,Pagcalakilaki,Pagkalakilaki,—¡Pagcalakilaki ng canyang pag-ibig sa canyang inaanac!
noli,43,21,pagcainis,pagkainis,"At pinacahihigpit ng canyang matatabang mga bisig ang binata, na namumula, ayawan kung sa cahihiyan o sa pagcainis."
noli,43,51,boong,buong,"Isang tinig na sa kanya'y nagbibigay ng magandang araw ang siyang nagpahinto ng canyang capaparoo't parito: tumunghay at ang nakita niya'y si Lucas, na sa kanya'y bumati ng boong capacumbabaan."
noli,43,65,boong,buong,"Ng una'y pinakikinggan siya ng cura na nagtataca at inuulinig ang canyang pananalita, saka untiunting nasnaw sa canyang mga labi ang isang lubhang malaking nagpapawalang halaga at pag-alipusta, sa pagcamasid ng gayong daya at paglambang, na kung nakita sana ni Lucas, marahil siya'y tumacas at nagtumacbo ng boong tulin."
noli,43,65,pagcamasid,pagkamasid,"Ng una'y pinakikinggan siya ng cura na nagtataca at inuulinig ang canyang pananalita, saka untiunting nasnaw sa canyang mga labi ang isang lubhang malaking nagpapawalang halaga at pag-alipusta, sa pagcamasid ng gayong daya at paglambang, na kung nakita sana ni Lucas, marahil siya'y tumacas at nagtumacbo ng buong tulin."
noli,43,72,boong,buong,—¡Nakikilala ang among sa boong lalawigan!
noli,44,1,boong,buong,"Mahabang araw at malulungcot na mga gabi ang guinawang pagtatanod sa ulunan ng hihigan; nabinat si Maria Clara caracaracang matapos macapagcumpisal, at wala siyang sinasalita, sa boong canyang pagcahibang, cun di ang pangalan ng canyang ina, na hindi niya nakikilala."
noli,44,1,pagcahibang,pagkahibang,"Mahabang araw at malulungcot na mga gabi ang guinawang pagtatanod sa ulunan ng hihigan; nabinat si Maria Clara caracaracang matapos macapagcumpisal, at wala siyang sinasalita, sa buong canyang pagcahibang, cun di ang pangalan ng canyang ina, na hindi niya nakikilala."
noli,44,2,boong,buong,"Datapwat siya'y pinacaaalagaan ng canyang mga caibigang babae, ng canyang ama at ng canyang tia; nagpapadala ng mga pamisa at ng mga limos sa lahat ng mga larawang mapaghimala; nangaco si capitan Tiagong maghahandog ng isang bastong guinto sa Virgen sa Antipolo, at sa cawacasa'y nagpasimula ng untiunting paghibas ng lagnat ng boong cahusayan."
noli,44,4,pagcatuwa,pagkatuwa,"Sa laking pagcatuwa ni doña Victorina sa canyang asawa, isang araw na natapacan nito ang cola ng canyang bata, hindi niya nilapatan ng caugaliang parusang bawian ng panglagay na ngipin, cun di nagcasiya na lamang na sa kanya'y sabihin:"
noli,44,21,pagcapangumpisal,pagkapangumpisal,"—Aking inaacala, at ipinagpapatuloy ko ang aking sinabi,—ang isinalabat naman sa kanya ng cura,—na ang pagcapangumpisal ni Maria Clara ang siyang pinagbuhatan niyong magaling na pagbabago ng canyang kalagayan, na siyang sa kanya'y nacapagligtas ng buhay."
noli,44,86,Pagcagalinggaling,Pagkagalinggaling,—¡Pagcagalinggaling na kaluluwa!
noli,44,89,pagcahumal,pagkahumal,"At pinasimulan niya ang icalimang utos, na lalong mahahaba ang paghinto at lalong ganap ang pagcahumal ng pananalita, kay sa ng una, sacali't maari pa, na sa pagsusumicap niyang mainam sa gayong gawa'y hindi niya naringig ang paghagulhol na iniinis ng canyang pamangkin."
noli,44,90,pagcanilaynilay,pagkanilaynilay,"Sa isa lamang pagtiguil na canyang ginawa, pagkatapos ng mga pagcanilaynilay tungkol sa pagpatay sa capuwa tao sa pamamag-itan ng sandata, naringig niya ang mga daing ng macasalanan."
noli,44,93,pagcadali,pagkadali,"—ang canyang sinabi, at siya'y lumapit sa higaan:—kung gaano calaki ang iyong pagtangis ay gayon din ang pagcadali ng pagpapatawad sa iyo ng Dios."
noli,44,105,pagcagagandang,pagkagagandang,"Mahabang totoo ang cumpisal, at nahiwatigan ng tiang mula sa malayo'y binabantayan ang pamangkin, na hindi ikinikiling ng cura ang canyang tainga sa mga salita ng may sakit, kung di nacaharap sa mukha ni Maria Clara, at tila mandin wari ibig niyang basahin o hulaan sa pagcagagandang mga mata ng dalaga ang mga pag-iisip."
noli,45,34,boong,buong,"Sa pagka't hindi ako nacasumpong, kahi't aking pinaghanap, ang bahagyang labi man lamang ng mag-anak na may cagagawan ng casawiang palad naming mag-anak, minagaling ko ang iwan ang lalawigang aking tinatahanan upang tumungo sa dakong timugan at makisama sa mga pulutong ng mga hindi binyagan at nabubuhay ng boong kalayaan: ¿ibig po ba ninyong lisanin ang bagong pinasisimul-an ninyong pamumuhay at sumama sa akin?"
noli,45,38,boong,buong,"Isang taong gaya ko, na guinamit ang canyang kabataan at ang canyang cagulangan sa pagpapagal at ng camtan ang sariling guinhawa at ang sa mga anak sa panahong hinaharap; isang taong nagpacumbaba sa lahat ng mga naging calooban ng canyang mga puno, na tumupad ng boong pagtatapat sa mabibigat na catungculan, na nagtiis ng lahat upang mamuhay sa catahimican at sa isang catiwasayang mangyayaring camtan; pagka tinalicdan ng ganitong taong pinalamig na ang dugo ng panahon, ang lahat ng canyang pinagdaanan at ang boong pagdaraanan pa, at sumasa mga pampangin na ng libingan, ay sa pagka't canyang napagkilalang lubos na walang capayapaang masusumpungan at ang catiwasiya'y hindi siyang calakilakihang cagalingan!"
noli,45,38,boong,buong,"Isang taong gaya ko, na guinamit ang canyang kabataan at ang canyang cagulangan sa pagpapagal at ng camtan ang sariling guinhawa at ang sa mga anak sa panahong hinaharap; isang taong nagpacumbaba sa lahat ng mga naging calooban ng canyang mga puno, na tumupad ng boong pagtatapat sa mabibigat na catungculan, na nagtiis ng lahat upang mamuhay sa catahimican at sa isang catiwasayang mangyayaring camtan; pagka tinalicdan ng ganitong taong pinalamig na ang dugo ng panahon, ang lahat ng canyang pinagdaanan at ang boong pagdaraanan pa, at sumasa mga pampangin na ng libingan, ay sa pagka't canyang napagkilalang lubos na walang capayapaang masusumpungan at ang catiwasiya'y hindi siyang calakilakihang cagalingan!"
noli,45,52,pagcamatay,pagkamatay,"¡Ang isa, ang nalalabi sa akin, ay hindi duwag na gaya ng canyang ama; at sa catacutan ng tacsil na nagpahirap na ipanghiganti sa kanya ang pagcamatay ng canyang kapatid, guinamit na dahilan ang cawal-an ng ""cedula personal"" na nalimutang sandali, piniit ng Guardia Civil, pinahirapan, guinalit at pinasamang totoo ang loob sa casalimura hanggang sa siya'y mapilitang magpacamatay!"
noli,45,69,pagcacagayo'y,pagkakagayo'y,"Kung gaganapin ng inyong sariling mga kamay ang inyong panghihiganti, gaganti ng catacot tacot ang inyong mga kaaway, hindi laban sa inyo at hindi rin laban sa mga taong sandatahan, kung di laban sa bayan, na ang caraniwa'y siyang isinusumbong, at pagcacagayo'y ¿gaano caraming mga paglabag sa catuwiran ang mangyayari!"
noli,46,2,boong,buong,"Ang pagsasabong ng manoc, hilig na masamang dito'y dinala ng mga taga ibang lupain at mahiguit ng isang daang taong guinagawang panghuli ng salapi, ay isa riyan sa mga pangit na pinagcaratiban ng bayan, na lalong malaki ang casam-an kay sa opio sa mga insic; diya'y napaparian ang dukha't inilalagay sa panganib ang canyang boong pagcabuhay, sa pagmimithing siya'y magcasalaping hindi nagpapagal; napaparian diyan ang mayaman't ng maglilibang, at diya'y caniyang guinagamit ang salaping labi sa canyang mga piguing at mga ""misa de gracia""; datapwa't sa kanila (sa mga mayayaman) ang capalarang diya'y pinaglalaruan, palibhasa'y magaling na totoo ang pagcacaturo sa sasabungin, marahil lalong magaling kay sa pagcaturo sa kanilang anak na lalaki, na siyang hahalili sa ama sa sabungan, at wala nga caming itututol sa bagay na ito."
noli,46,2,pagcabuhay,pagkabuhay,"Ang pagsasabong ng manoc, hilig na masamang dito'y dinala ng mga taga ibang lupain at mahiguit ng isang daang taong guinagawang panghuli ng salapi, ay isa riyan sa mga pangit na pinagcaratiban ng bayan, na lalong malaki ang casam-an kay sa opio sa mga insic; diya'y napaparian ang dukha't inilalagay sa panganib ang canyang buong pagcabuhay, sa pagmimithing siya'y magcasalaping hindi nagpapagal; napaparian diyan ang mayaman't ng maglilibang, at diya'y caniyang guinagamit ang salaping labi sa canyang mga piguing at mga ""misa de gracia""; datapwa't sa kanila (sa mga mayayaman) ang capalarang diya'y pinaglalaruan, palibhasa'y magaling na totoo ang pagcacaturo sa sasabungin, marahil lalong magaling kay sa pagcaturo sa kanilang anak na lalaki, na siyang hahalili sa ama sa sabungan, at wala nga caming itututol sa bagay na ito."
noli,46,2,pagcacaturo,pagkakaturo,"Ang pagsasabong ng manoc, hilig na masamang dito'y dinala ng mga taga ibang lupain at mahiguit ng isang daang taong guinagawang panghuli ng salapi, ay isa riyan sa mga pangit na pinagcaratiban ng bayan, na lalong malaki ang casam-an kay sa opio sa mga insic; diya'y napaparian ang dukha't inilalagay sa panganib ang canyang buong pagkabuhay, sa pagmimithing siya'y magcasalaping hindi nagpapagal; napaparian diyan ang mayaman't ng maglilibang, at diya'y caniyang guinagamit ang salaping labi sa canyang mga piguing at mga ""misa de gracia""; datapwa't sa kanila (sa mga mayayaman) ang capalarang diya'y pinaglalaruan, palibhasa'y magaling na totoo ang pagcacaturo sa sasabungin, marahil lalong magaling kay sa pagcaturo sa kanilang anak na lalaki, na siyang hahalili sa ama sa sabungan, at wala nga caming itututol sa bagay na ito."
noli,46,2,pagcaturo,pagkaturo,"Ang pagsasabong ng manoc, hilig na masamang dito'y dinala ng mga taga ibang lupain at mahiguit ng isang daang taong guinagawang panghuli ng salapi, ay isa riyan sa mga pangit na pinagcaratiban ng bayan, na lalong malaki ang casam-an kay sa opio sa mga insic; diya'y napaparian ang dukha't inilalagay sa panganib ang canyang buong pagkabuhay, sa pagmimithing siya'y magcasalaping hindi nagpapagal; napaparian diyan ang mayaman't ng maglilibang, at diya'y caniyang guinagamit ang salaping labi sa canyang mga piguing at mga ""misa de gracia""; datapwa't sa kanila (sa mga mayayaman) ang capalarang diya'y pinaglalaruan, palibhasa'y magaling na totoo ang pagkakaturo sa sasabungin, marahil lalong magaling kay sa pagcaturo sa kanilang anak na lalaki, na siyang hahalili sa ama sa sabungan, at wala nga caming itututol sa bagay na ito."
noli,46,7,pagcain,pagkain,"—Sa unang pitac na ito nalalagay ang mga nangagbibili ng hitso, mga tabaco, mga cacanin, mga pagcain at iba pa; naririan diyan ang caramihang batang lalaking sumasama sa kanilang mga ama o amaing sa kanila'y nagsasakit ng pagtuturo ng mga lihim ng pamumuhay."
noli,46,13,boong,buong,"Maiinam na totoo ang pananamit ng mga ilang sinusundan at liniliguid ng mga caanib ng canicanilang mga sasabungin; marurumi naman ang mga iba, natatatac sa kanilang mamayat na mga mukha ang larawan ng vicio, at kanilang sinusundan ng boong pagmimithi ang mga kilos ng mga mayayaman at kanilang pinagmamasdang magaling ang mga pustahan, sa pagka't mangyayaring mahuho ang mga bulsa, datapwat hindi nangyayaring masiyahan ang masamang hilig; diya'y walang mukhang hindi guising; diya'y wala ang mapagpabayang filipino, ang tamad, ang hindi makibuin: ang lahat ay pawang kilusan, masimbuyong budhi, pagsusumicap; masasabing sila'y may isang cauhawang siyang nagbibigay casayahan sa tubig sa pusali."
noli,46,17,boong,buong,"Sa boong itinatagal ng labanan ay napupuno ang mga graderiang ito ng mga taong may gulang na at ng mga batang nangagsisigawan, nangaghihiyawan, nangagpapawis, nangag-aaway at nangagtutungayaw: ang cagalinga'y bihirang bihira ang babaeng nacararating diyan."
noli,46,19,pagcain,pagkain,"Sa lupa, na mainam ang pagcacapicpic ay nangaglalaban ang mga hayop, at buhat diya'y ipinamamahagui ng Capalaran sa mga familia ang mga tawanan o mga pagtangis, ang magagaling na pagcain o ang cagutuman."
noli,46,19,pagcacapicpic,pagkakapicpic,"Sa lupa, na mainam ang pagcacapicpic ay nangaglalaban ang mga hayop, at buhat diya'y ipinamamahagui ng Capalaran sa mga familia ang mga tawanan o mga pagtangis, ang magagaling na pagkain o ang cagutuman."
noli,46,20,pagcamatay,pagkamatay,"Sa horas ng ating pagpasoc ay naroroon na ang gobernadorcillo, si kapitang Pablo, si kapitang Basilio, si Lucas, ang tao bagang may pilat sa mukha, na totoong nagdamdam ng pagcamatay ng canyang kapatid."
noli,46,29,pagcalakilaki,pagkalakilaki,Sumusunod sa kanya ang dalawang alila; dala ng isa ang lasac at ang isa nama'y isang puting sasabunging totoong pagcalakilaki.
noli,46,64,boong,buong,"Lumapit ng boong cakimian ang bunso kay Lucas at kinalabit siya sa bisig,"
noli,46,83,ipinamanhic,ipinamanhik,", tatlo ... dalawa,—ang ipinamanhic ng lalong bata;—pagdaca'y babayaran namin kayo ng ibayo; pasisimulan na ang soltada."
noli,46,104,pagcacatulad,pagkakatulad,"Pinaglapit nila ang dalawang manoc; tinangnan ng isa ang ulo ng canyang manoc at ng tucain ng calaban upang magalit, at bago ginawa naman ng isa sa canyang manoc ang gayon din; dapat magcaroon ng pagcacatulad sa lahat ng pag-aaway, na ano pa't kung ano ang nangyayari sa mga sasabungin sa Paris ay cawangis din sa mga sasabungin dito."
noli,46,107,Pagcacagayo'y,Pagkakagayo'y,"Pagcacagayo'y dumating na capanahunan; binitiwan sila sa lupa, na nangagcacalayo ng caunti, at saka sila linayuan."
noli,46,112,boong,buong,"Sa sandaling iyo'y naligo ng dugo ang kanilang maliit na utac, sumilang ang lintic, at taglay ang kanilang catutubong tapang ay mabilis na nagpanalpoc ang dalawa, nagcapanagupa ang tuca laban sa tuca, ang dibdib laban sa dibdib, ang patalim laban sa patalim at ang pacpac laban sa pacpac: naiwasan ng isa't isa ng boong catalinuan ang sacsac at walang nanglaglag kung hindi ilang balahibo lamang."
noli,46,114,boong,buong,"Dinaluhong siya ng sacsac ng pula ng boong galit, ngunit marunong magsanggalang ng boong calamigan ng loob: hindi nga walang cabuluhang siya lubos na kinalulugdan ng caramihang naroroon."
noli,46,114,boong,buong,"Dinaluhong siya ng sacsac ng pula ng boong galit, ngunit marunong magsanggalang ng boong calamigan ng loob: hindi nga walang cabuluhang siya lubos na kinalulugdan ng caramihang naroroon."
noli,46,116,pagcacasugat,pagkakasugat,"Unti-unting nasasabugan ang lupa ng mga balahibong pula at puti, na pawang natitina ng dugo: datapwat hindi ang salitaa'y ititiguil ang labanan sa unang pagcacasugat: sa pagsunod ng filipino sa mga cautusang lagda ng Gobierno, ang ibig niya'y matalo kung sino ang unang mamatay o kung sino ang unang tumacbo."
noli,46,120,boong,buong,"Isang walang wastong sigawan ang siyang nagpasalamat sa gayong hatol, sigawang naringig sa boong bayan, mahaba, nagcacaisa ang taas ng tinig at tumagal ng ilang sandali."
noli,46,121,pagcatwa,pagkatwa,"Kung gayo'y na pagtatanto ng nacacapakinig sa malayo, na ang ""dejado"" ay siyang nanalo, sa pagka't kung hindi gayo'y hindi tatagal ang sigaw ng pagcatwa."
noli,46,124,boong,buong,"—ani Bruno ng boong sama ng loob sa kapatid,—kung pinaniniwalaan mo ako'y mayroon na sana ngayon tayong sandaang piso; dahil sa iyo'y wala tayo ngayon kahi't isang cuarta."
noli,46,126,pagcaramiraming,pagkaramiraming,"—Naroo't nakikipag-usap kay Pedro,—ang idinugtong ni Bruno;—¡binibigyan siya ng salapi, pagcaramiraming salapi!"
noli,46,145,pagcayamot,pagkayamot,"¿Nagpakita ng pagcayamot si Bruno, ngunit sumunod siya sa canyang kapatid; tiningnan nitong magaling ang manoc, siniyasat na magaling, nag-isip-isip, naglininglining, nagtanong ng ilan, ang culang palad ay nag-aalinlangan; nagngingitngit si Bruno at minamasdan siyang malaki ang galit."
noli,46,172,Pagcakita,Pagkakita,Pagcakita nila sa kanya'y huminto si Tarsilo.
noli,46,217,pagcagabi,pagkagabi,"—Darating bucas si don Cristostomo na may dalang mga sandata; sa macalawa, pagcagabi, pagmalapit ng ma-a las ocho, pumaroon kayo sa libingan at doo'y sasabihin ko sa inyo ang canyang mga huling ipag-uutos."
noli,47,4,Pagcapangitpangit,Pagkapangitpangit,"—Pagcapangitpangit ng mga bahay nitong mga ""indio""!"
noli,47,6,pagcasamasama,pagkasamasama,At anong pagcasamasama ng turo ng kanilang magulang at anong pagka mga palalo!
noli,47,33,boong,buong,"Marahang lumingon si doña Consolacion, muli na namang pinagmasdan siya ng boong, catiwasayan at nanglura uli, ngunit nagpakita siya ng lalong malaking pagpapawalang halaga."
noli,47,131,pagcalalaki,pagkalalaki,—Tandaan mo Clarita; huwag cang mag-aasawa kailan man sa lalaking hindi tunay ang pagcalalaki; nanganganib cang ikaw ay alimurahin pati ng mga aso.
noli,47,135,pagcagamot,pagkagamot,"Iniligpit ng mag-asawa ng gabi ring iyon ang kanilang mga casangcapan, siningil si kapitang Tiago, na may ilang libo rin piso ang inabot, sa pagcagamot kay Maria Clara, at napatungo sila sa Maynila, pagka umagang umaga ng kinabukasan, na ang sinasacya'y ang carruaje ni kapitang Tiago."
noli,48,18,boong,buong,Pinagmasdan ni Ibarra si Linares ng mula sa paa hangang sa ulo; tinging tinumbasan naman ng boong pagmamataas ng mahihiing binata.
noli,48,19,pagcapasabi,pagkapasabi,"—Aba, namamasid kong walang naghihintay ng aking pagdating,—ang muling sinabi ng madalang na pananalita;—Maria, ipatawad mo ang hindi ko pagcapasabi sa iyo bago ako pumasoc dito; sa ibang araw ay maipaliliwanag ko sa iyo ang tungkol sa aking ginawa ... tayo'y magkikita pa ... walang sala."
noli,48,33,Pagcakita,Pagkakita,Pagcakita sa kanya'y dalidaling siya'y sinalubong.
noli,48,35,boong,buong,Siya'y binati ng mga manggagawa ng boong pagpipitagan.
noli,48,40,boong,buong,"—Sa akin pong sarili,—isinagot ng matanda ng boong capacumbabaan."
noli,48,42,pagcain,pagkain,talastasin ng mga maseselang (sacali't may natatacot makipagsalitaan sa akin) na hindi na ako excomulgado inanyayahan ako ng Arsobispong sumalo sa kanya sa pagcain.
noli,49,3,boong,buong,"—Ipatawad po ninyo, ginoo,—ani Elias, na may calungcutan pagcakita sa kanya;—ipatawad po ninyong nacapangahas akong kayo'y anyayahan upang tayo'y magcatagpo ngayon; ibig ko po kayong macausap ng boong calayaan, at hinirang po ang ganitong sandali sa pag-ka't walang macariringig sa atin dito: macababalik tayo sa loob ng isang oras."
noli,49,3,pagcakita,pagkakita,"—Ipatawad po ninyo, ginoo,—ani Elias, na may calungcutan pagcakita sa kanya;—ipatawad po ninyong nacapangahas akong kayo'y anyayahan upang tayo'y magcatagpo ngayon; ibig ko po kayong macausap ng buong calayaan, at hinirang po ang ganitong sandali sa pag-ka't walang macariringig sa atin dito: macababalik tayo sa loob ng isang oras."
noli,49,8,boong,buong,"—Kinikilala ko po sa inyong utang na loob ang inyong paglingap sa akin, datapwat sinabi po sana ninyo sa kanya ng boong catiwasayan ng loob na siya'y sumama,—ang isinagot ni Elias na walang tigatig."
noli,49,11,pagcakita,pagkakita,"—Hindi po niya ako makikilala, sa pagka't sa miminsang pagcakita niya sa aki'y hindi macapag-iisip na pacatandaan niya ang aking anyo."
noli,49,42,boong,buong,—ang biglang sinabi ni Elias ng boong capaitan.
noli,49,47,boong,buong,"Pinatitiguil ang pakikipanayam ng bayan sa capuwa bayan, sa pagka't natatacot ang lahat na sila'y mapahirapan sa mga walang cabuluhang bagay; lalong tinitingnan ang mga pagtupad sa dakong labas at hindi pinagcucuro ang sumasadacong loob ng mga bagay; unang pagpapakilala ng casalatan sa kaya; dahil sa nalimutan lamang ng isang tao ang caniyang cedula personal ay guinagapos na't pinahihirapan, na hindi winawari kung ang taong iyo'y mahal at kinaaalanganan; inaacala ng mga puno na ang kanilang pangulong catungcula'y ang ibatas na sila'y pagpugayan ng kusa o sapilitan, cahit sa gitna ng cadiliman ng gabi, at sa bagay na ito'y tinutularan sila ng kanilang mga sacop upang magpahirap at mangagaw sa mga taga bukid, at sa gayong gawa'y hindi sila nawawalan ng sangcalan, wala ang pagpipitagan sa cadakilaan ng tahanang bahay; hindi pa nalalaong sinalacat ng mga guardia civil, na nangagdaan sa bintana, ang bahay ng isang payapang mamamayan, na pinagcacautangan ng salapi at ng magandang loob ng kanilang puno; wala ang capanatagan ng tao; pagka kinacailangan nilang linisin ang kanilang cuartel o ang bahay, sila'y lumalabas at kanilang hinuhuli ang lahat ng hindi lumalaban, upang pagawin sa boong maghapon; ¿ibig pa po ba ninyo?"
noli,49,48,boong,buong,"samantalang ginagawa ang mga cafiestahang ito'y nagpatuloy na walang bagabag ang mga larong bawal, ngunit kanilang pinatiguil ng boong calupitan ang mga pagsasayang pahintulot ng may kapangyarihan; nakita ninyo kung ano ang inisip ng bayan tungkol sa kanila, ano po ang nacuha sa paglulubag ng canyang galit upang umasa sa tapat na hatol ng mga tao?"
noli,49,51,pagcalaguim,pagkalaguim,"Mangyayaring may mga ipipintas sa Guardia Civil, datapuwa, maniwala po kayo, at nacahahadlang na dumami ang mga masasamang tao, dahil sa pagcalaguim sa mga pahirap na ginagawa."
noli,49,52,pagcalaguim,pagkalaguim,"—Ang sabihin pa nga ninyo'y dahil sa pagcalaguim na ito'y nararagdagan ang dami,—ang itinutol ni Elias."
noli,49,54,boong,buong,"Ngayo'y may mga tulisan, at mga tulisan hanggang sa boong buhay nila."
