sentence_id,original_token,new_token,reason,context_snippet
49-48,canyang,kanyang,Safe List: canyang,samantalang ginagawa ang mga cafiestahang ito'y na...
49-57,capitan,kapitan,Capitan Policy,Alalahanin po ninyo kung gaano ang nagawa ng catal...
49-58,canyang,kanyang,Safe List: canyang,"Pinakikinabangan ang paglaguim, pagka alipin ang b..."
49-58,canyang,kanyang,Safe List: canyang,"Pinakikinabangan ang paglaguim, pagka alipin ang b..."
49-58,canyang,kanyang,Safe List: canyang,"Pinakikinabangan ang paglaguim, pagka alipin ang b..."
49-63,lacas,lakas,Safe List: lacas,"Dahil sa linigalig ang kanilang catahimican, dahil..."
49-64,canyang,kanyang,Safe List: canyang,"Datapwat nagcacamali po kayo, ginoo, kung ang isip..."
49-75,lacas,lakas,Safe List: lacas,Samantala'y maniwala po kayong nagcacailangan ang ...
49-77,lacas,lakas,Safe List: lacas,"Datapwat sacali't gayon nga, kung lalong minamagal..."
49-77,lacas,lakas,Safe List: lacas,"Datapwat sacali't gayon nga, kung lalong minamagal..."
49-78,lacas,lakas,Safe List: lacas,Ang ganyang pagkalakilaking lacas sa kamay ng mga ...
49-80,canyang,kanyang,Safe List: canyang,Marubdob at masilacbo ang pananalita ni Elias; nag...
49-80,canyang,kanyang,Safe List: canyang,Marubdob at masilacbo ang pananalita ni Elias; nag...
49-87,canyang,kanyang,Safe List: canyang,—¿Nalimutan na baga ng Filipinas ang canyang cauta...
49-92,canyang,kanyang,Safe List: canyang,Huwag na nating bigyang cahulugan ang catungculang...
49-92,canyang,kanyang,Safe List: canyang,Huwag na nating bigyang cahulugan ang catungculang...
49-96,canyang,kanyang,Safe List: canyang,Marahil sabihin po ninyo sa aking kahi't ipalagay ...
49-108,canyang,kanyang,Safe List: canyang,Natapos ng macapagsalita si Ibarra'y nakikinig pa ...
49-108,canyang,kanyang,Safe List: canyang,Natapos ng macapagsalita si Ibarra'y nakikinig pa ...
49-114,canyang,kanyang,Safe List: canyang,¿Ano po ba ang wiwicain ninyo sa isang pamahalaang...
49-115,canyang,kanyang,Safe List: canyang,"¡Ipatawad po ninyo, ginoo, datapwat sa acala ko'y ..."
49-126,canyang,kanyang,Safe List: canyang,Gayon ma'y iniibig kong gaya rin naman ng inyong p...
49-126,canyang,kanyang,Safe List: canyang,Gayon ma'y iniibig kong gaya rin naman ng inyong p...
50-5,canyang,kanyang,Safe List: canyang,"Nawalang cabuluhan ang canyang pagtutol, at palibh..."
50-7,canyang,kanyang,Safe List: canyang,"Ang aking nuno, na tinalicdan ng lahat, liban na l..."
50-7,canyang,kanyang,Safe List: canyang,"Ang aking nuno, na tinalicdan ng lahat, liban na l..."
50-8,canyang,kanyang,Safe List: canyang,"Nang mabusog na ng culang palad, na magpacailan ma..."
50-8,canyang,kanyang,Safe List: canyang,"Nang mabusog na ng culang palad, na magpacailan ma..."
50-9,canyang,kanyang,Safe List: canyang,"Sa isa riyan sa mga pinacahayop na calupitan, siya..."
50-11,canyang,kanyang,Safe List: canyang,Napilitan nga ang babaing calacalin ang canyang ka...
50-15,canyang,kanyang,Safe List: canyang,ang pangangalacal sa katawan niya'y hindi na casir...
50-16,canyang,kanyang,Safe List: canyang,Gumaling ang lalaki sa canyang mga sugat at napari...
50-16,canyang,kanyang,Safe List: canyang,Gumaling ang lalaki sa canyang mga sugat at napari...
50-19,canyang,kanyang,Safe List: canyang,Nang hindi na matiis ng aking nuno ang gayong lubh...
50-19,canyang,kanyang,Safe List: canyang,Nang hindi na matiis ng aking nuno ang gayong lubh...
50-21,canyang,kanyang,Safe List: canyang,Sinisi ang aking nunong; babae't hinatulang magdus...
50-21,canyang,kanyang,Safe List: canyang,Sinisi ang aking nunong; babae't hinatulang magdus...
50-21,canyang,kanyang,Safe List: canyang,Sinisi ang aking nunong; babae't hinatulang magdus...
50-25,canyang,kanyang,Safe List: canyang,"«Sa ganitong cahatulan sa isang babae, canyang sus..."
50-25,canyang,kanyang,Safe List: canyang,"«Sa ganitong cahatulan sa isang babae, canyang sus..."
50-28,canyang,kanyang,Safe List: canyang,Sapagkat wala na siyang catiwasayan sa mga gubat n...
50-28,canyang,kanyang,Safe List: canyang,Sapagkat wala na siyang catiwasayan sa mga gubat n...
50-29,lacas,lakas,Safe List: lacas,"Ang panganay sa dalawang magcapatid, na nacatatand..."
50-30,canyang,kanyang,Safe List: canyang,Hindi nalao't ang pangalang mabangis ni Balat ay c...
50-31,canyang,kanyang,Safe List: canyang,Ang pinacabata na may catutubong magaling na puso'...
50-31,canyang,kanyang,Safe List: canyang,Ang pinacabata na may catutubong magaling na puso'...
50-31,canyang,kanyang,Safe List: canyang,Ang pinacabata na may catutubong magaling na puso'...
50-31,canyang,kanyang,Safe List: canyang,Ang pinacabata na may catutubong magaling na puso'...
50-31,canyang,kanyang,Safe List: canyang,Ang pinacabata na may catutubong magaling na puso'...
50-32,canyang,kanyang,Safe List: canyang,Sa cawacasa'y nahulog ang bantog na si Balat sa ka...
50-32,canyang,kanyang,Safe List: canyang,Sa cawacasa'y nahulog ang bantog na si Balat sa ka...
50-32,canyang,kanyang,Safe List: canyang,Sa cawacasa'y nahulog ang bantog na si Balat sa ka...
50-33,canyang,kanyang,Safe List: canyang,Naisipan ng binatang tumingala at sundan ng mata a...
50-44,canyang,kanyang,Safe List: canyang,"Ang canyang casipagan, ang catamisan ng canyang as..."
50-44,canyang,kanyang,Safe List: canyang,"Ang canyang casipagan, ang catamisan ng canyang as..."
50-46,canyang,kanyang,Safe List: canyang,"Ang canyang cagandahang lalaki, ang canyang kabata..."
50-46,canyang,kanyang,Safe List: canyang,"Ang canyang cagandahang lalaki, ang canyang kabata..."
50-46,canyang,kanyang,Safe List: canyang,"Ang canyang cagandahang lalaki, ang canyang kabata..."
50-46,canyang,kanyang,Safe List: canyang,"Ang canyang cagandahang lalaki, ang canyang kabata..."
50-48,canyang,kanyang,Safe List: canyang,"Upang mailigtas ng lalaki ang capurihan ng babae, ..."
50-48,canyang,kanyang,Safe List: canyang,"Upang mailigtas ng lalaki ang capurihan ng babae, ..."
50-53,canyang,kanyang,Safe List: canyang,Malaonlaon ding nanatili kami sa pamumuhay sa cali...
50-57,canyang,kanyang,Safe List: canyang,Hindi ko maalaman kung bakit napagsiyasat ng aking...
50-61,canyang,kanyang,Safe List: canyang,"«Tumangis ng di sapala ang kapatid ko, ngunit sa g..."
50-62,canyang,kanyang,Safe List: canyang,Hindi dumaing at hindi umimic ng canyang nakita an...
50-62,canyang,kanyang,Safe List: canyang,Hindi dumaing at hindi umimic ng canyang nakita an...
50-63,canyang,kanyang,Safe List: canyang,Nawala siya isang araw; nawalang cabuluhan ang sa ...
50-65,canyang,kanyang,Safe List: canyang,"Ayon sa mga tandang sinabi sa akin, pagkatapos, sa..."
50-65,canyang,kanyang,Safe List: canyang,"Ayon sa mga tandang sinabi sa akin, pagkatapos, sa..."
50-73,canyang,kanyang,Safe List: canyang,¿Diyata't lalong ikinararapat ang basain ng tubig ...
50-78,canyang,kanyang,Safe List: canyang,"—Tunay nga, sacali't tayo'y nag-iisa, wala tayong ..."
50-87,canyang,kanyang,Safe List: canyang,"Hinahangad ko ang canyang cagalingan, kaya nagtayo..."
50-87,canyang,kanyang,Safe List: canyang,"Hinahangad ko ang canyang cagalingan, kaya nagtayo..."
50-95,canyang,kanyang,Safe List: canyang,"Ipinagpag ang canyang malagong buhoc, at nagpatulo..."
50-95,buhoc,buhok,Safe List: buhoc,"Ipinagpag ang canyang malagong buhoc, at nagpatulo..."
50-108,canyang,kanyang,Safe List: canyang,Samantalang ginagawa ang mahabang pagtawid ay nana...
50-110,capitan,kapitan,Capitan Policy,—¿Ano ang sasabihin ko sa capitan?...
50-112,canyang,kanyang,Safe List: canyang,"—Sabihin mong gaganap si Elias ng canyang pangaco,..."
51-10,canyang,kanyang,Safe List: canyang,¿kung ang canyang asawa ang aking maratnan?...
51-13,capitan,kapitan,Capitan Policy,¿si capitan Tiago?...
51-14,canyang,kanyang,Safe List: canyang,¡Sinusumpa ko ang oras ng aking pagsunod sa canyan...
51-20,canyang,kanyang,Safe List: canyang,Ang catotohana'y lalo ng payat at namumutla ang fr...
51-20,canyang,kanyang,Safe List: canyang,Ang catotohana'y lalo ng payat at namumutla ang fr...
51-28,capitan,kapitan,Capitan Policy,"—ang sabi ng curang papasoc sa salas, na sinusunda..."
51-31,canyang,kanyang,Safe List: canyang,"Si Maria Clara, na nacaupo sa piano sa gitna ng ca..."
51-31,lacas,lakas,Safe List: lacas,"Si Maria Clara, na nacaupo sa piano sa gitna ng ca..."
51-34,canyang,kanyang,Safe List: canyang,", may caunting cainitan ang ulo, ngunit lubhang ma..."
51-36,canyang,kanyang,Safe List: canyang,At tinudla ng cura ng matuling pagsulyap si Maria ...
51-40,canyang,kanyang,Safe List: canyang,"Nagtindig si Maria Clara, nagsabi ng isang dahilan..."
51-43,canyang,kanyang,Safe List: canyang,Kung magcagayo'y ... si Maria Clara ang macacaalam...
51-50,canyang,kanyang,Safe List: canyang,"—ang itinanong ni Sinang, sa canyang pananalitang ..."
51-59,canyang,kanyang,Safe List: canyang,Hinila ni Sinang si Crisostomo sa isang dulo ng sa...
51-74,canyang,kanyang,Safe List: canyang,"Aayaw si Mariang mag-isa kailan man, sinasamahan n..."
51-88,canyang,kanyang,Safe List: canyang,At nagdalidali ng mainam na pagyao at paghanap sa ...
51-89,canyang,kanyang,Safe List: canyang,"Nagpaalam si Ibarra ng macaraan ang ilang sandali,..."
52-5,canyang,kanyang,Safe List: canyang,"—Hindi, nalalaman mo ng siya'y may ugaling cacaiba..."
52-44,canyang,kanyang,Safe List: canyang,Sandaling hindi nangagsiimic; pinagpipilitan ng is...
52-71,canyang,kanyang,Safe List: canyang,Kinuha ng pinacapandac sa canyang salacot ang bara...
52-94,canyang,kanyang,Safe List: canyang,Nasasaulo mo ba ang canyang mga señas?...
52-97,buhoc,buhok,Safe List: buhoc,"ang taas ay matangcad ayon sa alferez, catatagan a..."
52-121,canyang,kanyang,Safe List: canyang,"—Pakinggan mong magaling, sasabihin ko sa iyo ang ..."
52-122,buhoc,buhok,Safe List: buhoc,"Ang taas ay kung minsa'y matangcad, kung minsa'y c..."
53-6,canyang,kanyang,Safe List: canyang,"Hindi dapat atimin ni hermana Sipa, na caanib sa C..."
53-6,canyang,kanyang,Safe List: canyang,"Hindi dapat atimin ni hermana Sipa, na caanib sa C..."
53-6,canyang,kanyang,Safe List: canyang,"Hindi dapat atimin ni hermana Sipa, na caanib sa C..."
53-7,canyang,kanyang,Safe List: canyang,", datapwat alang-alang sa pag-ibig sa capuwa taong..."
53-7,canyang,kanyang,Safe List: canyang,", datapwat alang-alang sa pag-ibig sa capuwa taong..."
53-8,canyang,kanyang,Safe List: canyang,"Hindi totoong matalas ang tainga, ang katotohanan,..."
53-11,canyang,kanyang,Safe List: canyang,"Nawalang cabuluhang siya'y manumpa, na canyang kas..."
53-11,canyang,kanyang,Safe List: canyang,"Nawalang cabuluhang siya'y manumpa, na canyang kas..."
53-15,canyang,kanyang,Safe List: canyang,Ngunit pabayaan natin muna ang mga caluluwang nang...
53-16,canyang,kanyang,Safe List: canyang,Malaon nang hindi bumabangon sa canyang kinahihiga...
53-26,lacas,lakas,Safe List: lacas,—Iba ang inyong kalagayan kay sa kanya; ibig ni gi...
53-27,lacas,lakas,Safe List: lacas,Bucod sa rito'y hindi dapat gawin ang pakikitalad ...
53-27,canyang,kanyang,Safe List: canyang,Bucod sa rito'y hindi dapat gawin ang pakikitalad ...
53-33,canyang,kanyang,Safe List: canyang,Pag-isip-isipin ninyo't pagsumagsumaguin: tunay ng...
53-36,canyang,kanyang,Safe List: canyang,Sa cawacasa'y napag-unawa ng taong siya'y tao; pin...
53-36,canyang,kanyang,Safe List: canyang,Sa cawacasa'y napag-unawa ng taong siya'y tao; pin...
53-36,canyang,kanyang,Safe List: canyang,Sa cawacasa'y napag-unawa ng taong siya'y tao; pin...
53-36,canyang,kanyang,Safe List: canyang,Sa cawacasa'y napag-unawa ng taong siya'y tao; pin...
53-43,canyang,kanyang,Safe List: canyang,Masimbuyo ang pananalita ng filosofo; nagniningnin...
53-49,canyang,kanyang,Safe List: canyang,"E por si muove, (at gayon ma'y gumagalaw), ang sin..."
53-50,canyang,kanyang,Safe List: canyang,"Mapipilit ang ilang mga calooban, mapapatay ang il..."
53-51,canyang,kanyang,Safe List: canyang,"Pagmasdan po ninyo ang mga pamahayagan man, kahi't..."
53-54,canyang,kanyang,Safe List: canyang,—Kayo po'y sasagutin ko ng katulad ng mga nag-aara...
53-61,canyang,kanyang,Safe List: canyang,Ang nagtutunggali ay ang nacaraang panahong cumaca...
53-69,canyang,kanyang,Safe List: canyang,walang iniisip ang ating mga kinabataan kung di an...
53-74,canyang,kanyang,Safe List: canyang,Sabihin po ninyo kay don Crisostomo na ako'y dalaw...
54-1,canyang,kanyang,Safe List: canyang,Ipinagbibigay alam ng campana ang oras ng pagdaras...
54-1,canyang,kanyang,Safe List: canyang,Ipinagbibigay alam ng campana ang oras ng pagdaras...
54-1,canyang,kanyang,Safe List: canyang,Ipinagbibigay alam ng campana ang oras ng pagdaras...
54-4,canyang,kanyang,Safe List: canyang,Inacala ng mga matatandang babaeng panahon nang da...
54-5,canyang,kanyang,Safe List: canyang,¡Marahil totoong mahalagang bagay nga ang nacalili...
54-5,canyang,kanyang,Safe List: canyang,¡Marahil totoong mahalagang bagay nga ang nacalili...
54-6,canyang,kanyang,Safe List: canyang,Totoong dalidali ngang siya'y nanhik sa hagdanan a...
54-6,canyang,kanyang,Safe List: canyang,Totoong dalidali ngang siya'y nanhik sa hagdanan a...
54-32,canyang,kanyang,Safe List: canyang,"Itinuro ng cura ang pinto, na sinarhan ng alferez ..."
54-33,canyang,kanyang,Safe List: canyang,Ipinalalagay ng alferez na walang cabuluhan ang mg...
54-33,canyang,kanyang,Safe List: canyang,Ipinalalagay ng alferez na walang cabuluhan ang mg...
54-51,canyang,kanyang,Safe List: canyang,Pinakibit ng alferez ang canyang mga balicat....
54-65,canyang,kanyang,Safe List: canyang,"—ang biglang sinabi ng alferez, na dinaluhong ang ..."
54-90,canyang,kanyang,Safe List: canyang,"—ang sagot ng alferez na nagagalac, at tinitingnan..."
54-95,canyang,kanyang,Safe List: canyang,—Na sa canyang gabinete at may ginagawa....
54-96,canyang,kanyang,Safe List: canyang,Sa nais ni Ibarrang malibang ang canyang pagkainip...
54-96,canyang,kanyang,Safe List: canyang,Sa nais ni Ibarrang malibang ang canyang pagkainip...
54-103,canyang,kanyang,Safe List: canyang,"Pinagmasdan ni Ibarra si Elias na nagtataca, at ng..."
54-103,canyang,kanyang,Safe List: canyang,"Pinagmasdan ni Ibarra si Elias na nagtataca, at ng..."
54-150,canyang,kanyang,Safe List: canyang,"Itinicom ni Elias ang canyang mga daliri, idiniin ..."
54-150,canyang,kanyang,Safe List: canyang,"Itinicom ni Elias ang canyang mga daliri, idiniin ..."
54-150,canyang,kanyang,Safe List: canyang,"Itinicom ni Elias ang canyang mga daliri, idiniin ..."
54-154,canyang,kanyang,Safe List: canyang,"Tiningnan siya ni Crisostomong nanglulumo, datapwa..."
54-162,Capitan,Kapitan,Capitan Policy,Nangaghahapunan doon sa comedor (cacanan) ni Capit...
54-163,canyang,kanyang,Safe List: canyang,"Sinabi ni Maria Clarang aayaw na siyang cumain, at..."
54-164,canyang,kanyang,Safe List: canyang,Hindi sa dahilang hindi nagdaramdam ng gutom ang b...
54-167,canyang,kanyang,Safe List: canyang,Pinagmasdan ni Maria Clara ng buong panghihilacbot...
54-181,canyang,kanyang,Safe List: canyang,"Tumiguil si Ibarra, umiinog ang canyang mga mata, ..."
54-184,capitan,kapitan,Capitan Policy,"Nangagsipasoc ng panacbo si capitan Tiago, si tia ..."
54-186,canyang,kanyang,Safe List: canyang,Casunod nila si Andeng na iniwawasiwas ang isang d...
54-187,capitan,kapitan,Capitan Policy,Nanicluhod si tia Isabel at umiiyac at dinarasal a...
54-187,canyang,kanyang,Safe List: canyang,Nanicluhod si tia Isabel at umiiyac at dinarasal a...
54-193,capitan,kapitan,Capitan Policy,—ang tugon naman ni capitan Tiago;—¡Ora pro nobis!...
54-204,canyang,kanyang,Safe List: canyang,At ngayo'y canyang nahiwatigang hindi pa pala nang...
54-204,canyang,kanyang,Safe List: canyang,At ngayo'y canyang nahiwatigang hindi pa pala nang...
54-208,canyang,kanyang,Safe List: canyang,Sa cawacasa'y minagaling ni fray Salving namumutla...
54-214,canyang,kanyang,Safe List: canyang,Ang mabait na matandang babaeng ito'y caibigang ma...
54-215,canyang,kanyang,Safe List: canyang,Datapwat nilisan ni Ibarra ang bahay; sa pakiramda...
54-215,canyang,kanyang,Safe List: canyang,Datapwat nilisan ni Ibarra ang bahay; sa pakiramda...
54-216,canyang,kanyang,Safe List: canyang,"Humahaguing ang canyang tainga, bumibigat ang cany..."
54-216,canyang,kanyang,Safe List: canyang,"Humahaguing ang canyang tainga, bumibigat ang cany..."
54-216,canyang,kanyang,Safe List: canyang,"Humahaguing ang canyang tainga, bumibigat ang cany..."
54-226,canyang,kanyang,Safe List: canyang,Nagtumulin ng pagpatungo sa canyang bahay si Ibarr...
54-226,canyang,kanyang,Safe List: canyang,Nagtumulin ng pagpatungo sa canyang bahay si Ibarr...
54-229,canyang,kanyang,Safe List: canyang,"Pumasoc sa canyang gabinete, at nag-acalang magdal..."
54-230,canyang,kanyang,Safe List: canyang,"Binucsan ang isang cajang bacal, kinuha ang canyan..."
54-231,canyang,kanyang,Safe List: canyang,"Kinuha ang canyang mga hiyas, kinuha sa pagkasabit..."
54-231,canyang,kanyang,Safe List: canyang,"Kinuha ang canyang mga hiyas, kinuha sa pagkasabit..."
54-237,canyang,kanyang,Safe List: canyang,Tumingin sa bintana si Ibarra; nagningning ang can...
54-237,canyang,kanyang,Safe List: canyang,Tumingin sa bintana si Ibarra; nagningning ang can...
54-243,canyang,kanyang,Safe List: canyang,"Nagdilidiling sandali ang binata, at sa pagka't aa..."
54-247,canyang,kanyang,Safe List: canyang,"Sumama si Ibarra, at iniwan ang canyang mga alilan..."
54-249,canyang,kanyang,Safe List: canyang,"Nang canyang lisanin ang bahay ni Crisostomo, wari..."
54-254,canyang,kanyang,Safe List: canyang,Ang acala niya siya'y sinusundan ng mga napupuot n...
54-254,canyang,kanyang,Safe List: canyang,Ang acala niya siya'y sinusundan ng mga napupuot n...
54-256,canyang,kanyang,Safe List: canyang,"Linisan ni Elias ang bundoc, tumacas at lumusong s..."
54-261,canyang,kanyang,Safe List: canyang,Lumalacad siya sa malalay na palusong na iyong gaw...
54-262,canyang,kanyang,Safe List: canyang,Dumarating na sa canyang dibdib ang tubig ......
54-270,canyang,kanyang,Safe List: canyang,Sa panganganib niyang baka canyang macasalubong an...
54-270,canyang,kanyang,Safe List: canyang,Sa panganganib niyang baka canyang macasalubong an...
54-270,canyang,kanyang,Safe List: canyang,Sa panganganib niyang baka canyang macasalubong an...
54-270,canyang,kanyang,Safe List: canyang,Sa panganganib niyang baka canyang macasalubong an...
54-274,canyang,kanyang,Safe List: canyang,Pinag ugnay-ugnay sa canyang dilidili ang doo'y na...
54-275,canyang,kanyang,Safe List: canyang,"Sumungaw siya sa halamanan, at sa liwanag ng buwa'..."
55-37,canyang,kanyang,Safe List: canyang,At muling sinarhan ang canyang bintana....
55-55,canyang,kanyang,Safe List: canyang,Talastas na po ninyong ipacacasal ni kapitang Tiag...
55-58,canyang,kanyang,Safe List: canyang,—¿Sinunog nila ang canyang bahay?...
55-67,canyang,kanyang,Safe List: canyang,—ang isinagot sa kanya ng canyang asawa;—ngunit al...
55-67,canyang,kanyang,Safe List: canyang,—ang isinagot sa kanya ng canyang asawa;—ngunit al...
55-100,canyang,kanyang,Safe List: canyang,—ang isinigaw sa kanya ng canyang asawa at tinangn...
55-104,canyang,kanyang,Safe List: canyang,"At siya'y na pa sa halamanan, na sinusundan ng ali..."
55-114,canyang,kanyang,Safe List: canyang,—¿Ipagdarasal ba natin ang canyang kaluluwa?...
55-119,canyang,kanyang,Safe List: canyang,—Inaacala ko na ngang masama ang cahihinatnan ng t...
55-124,canyang,kanyang,Safe List: canyang,"—Nagdadalidali ang tao sa pagkamatay,—ang sinabi n..."
55-125,canyang,kanyang,Safe List: canyang,Ginawa ang canyang mga mararaya at panghuling mga ...
55-125,canyang,kanyang,Safe List: canyang,Ginawa ang canyang mga mararaya at panghuling mga ...
55-125,canyang,kanyang,Safe List: canyang,Ginawa ang canyang mga mararaya at panghuling mga ...
55-126,canyang,kanyang,Safe List: canyang,", at canyang sinasacsi si Teo...."
55-129,canyang,kanyang,Safe List: canyang,"Inusisang magaling ng mapagsiyasat na taga bukid, ..."
55-129,canyang,kanyang,Safe List: canyang,"Inusisang magaling ng mapagsiyasat na taga bukid, ..."
55-150,buhoc,buhok,Safe List: buhoc,"Nacalagay ang salamin sa mata sa ibabaw ng noo, sa..."
55-150,canyang,kanyang,Safe List: canyang,"Nacalagay ang salamin sa mata sa ibabaw ng noo, sa..."
55-151,canyang,kanyang,Safe List: canyang,"Naupo sa malapit ang taga bukid, at handang maghin..."
55-152,canyang,kanyang,Safe List: canyang,Namasid din ng taga bukid na may mga bunga rin ng ...
55-155,canyang,kanyang,Safe List: canyang,"—Natapos na ang lahat ng mga misa,—ang sinabi ng b..."
55-158,canyang,kanyang,Safe List: canyang,"At tinitigan ang canyang iisaisang mata, at idinag..."
56-5,canyang,kanyang,Safe List: canyang,"Nangagsisisulat sa papel, sa ibabaw ng mesa, ang d..."
56-5,canyang,kanyang,Safe List: canyang,"Nangagsisisulat sa papel, sa ibabaw ng mesa, ang d..."
56-6,canyang,kanyang,Safe List: canyang,"Naghihicab sa isang suloc si doña Consolacion, na ..."
56-7,canyang,kanyang,Safe List: canyang,"Naipakiusap ng babaeng ito sa canyang asawa, na lu..."
56-7,canyang,kanyang,Safe List: canyang,"Naipakiusap ng babaeng ito sa canyang asawa, na lu..."
56-7,canyang,kanyang,Safe List: canyang,"Naipakiusap ng babaeng ito sa canyang asawa, na lu..."
56-8,canyang,kanyang,Safe List: canyang,"Naaamoy ng halimaw ang bangcay, canyang inaasam-as..."
56-8,canyang,kanyang,Safe List: canyang,"Naaamoy ng halimaw ang bangcay, canyang inaasam-as..."
56-9,canyang,kanyang,Safe List: canyang,Laguim na totoo ang gobernadorcillo; ang canyang s...
56-18,canyang,kanyang,Safe List: canyang,"—Walo ang nariyan,—anya;—namatay si Bruno caninang..."
56-35,canyang,kanyang,Safe List: canyang,May mga «esposas» ang mga kamay; ipinamamasid ng c...
56-35,canyang,kanyang,Safe List: canyang,May mga «esposas» ang mga kamay; ipinamamasid ng c...
56-62,canyang,kanyang,Safe List: canyang,Hindi sumagot si Tarsilo; nakita niya ang bangcay ...
56-63,canyang,kanyang,Safe List: canyang,Lumungcot ang canyang paningin at tila mandin nagp...
56-63,canyang,kanyang,Safe List: canyang,Lumungcot ang canyang paningin at tila mandin nagp...
56-67,canyang,kanyang,Safe List: canyang,Isang haguinit ang siyang umalingawngaw sa hangin ...
56-68,canyang,kanyang,Safe List: canyang,"Nanginig, nangurong ang canyang mga casucasuan...."
56-82,canyang,kanyang,Safe List: canyang,"Lumingap ang caawaawa sa canyang paliguid, na anak..."
56-82,canyang,kanyang,Safe List: canyang,"Lumingap ang caawaawa sa canyang paliguid, na anak..."
56-90,canyang,kanyang,Safe List: canyang,Tila mandin walang ibang hinahangag si Tarsilo kun...
56-91,canyang,kanyang,Safe List: canyang,"Sa isang hudyat ng alferez, pinasimulan ng isang g..."
56-91,canyang,kanyang,Safe List: canyang,"Sa isang hudyat ng alferez, pinasimulan ng isang g..."
56-91,canyang,kanyang,Safe List: canyang,"Sa isang hudyat ng alferez, pinasimulan ng isang g..."
56-96,canyang,kanyang,Safe List: canyang,Samantala'y ipinagpapatuloy sa salas ang cagagawan...
56-98,canyang,kanyang,Safe List: canyang,Nang magcagayo'y nagtindig si doña Consolacion at ...
56-99,canyang,kanyang,Safe List: canyang,"Tumango ito, sa pagpapakilalang canyang naunawa...."
56-109,canyang,kanyang,Safe List: canyang,"Pinanonood ni Tarsilo, na nacatitig, ang mga pagha..."
56-110,canyang,kanyang,Safe List: canyang,Wari'y nawala ang pagmamataas niya sa canyang di m...
56-113,canyang,kanyang,Safe List: canyang,"Isang sulyap, na may taglay na panaghili, ang itin..."
56-120,canyang,kanyang,Safe List: canyang,"Samantala'y nacabitin si Tarsilo, ipinapawid ng ha..."
56-120,buhoc,buhok,Safe List: buhoc,"Samantala'y nacabitin si Tarsilo, ipinapawid ng ha..."
56-133,canyang,kanyang,Safe List: canyang,Natatacpan ang canyang noo't ang canyang buhoc ng ...
56-133,canyang,kanyang,Safe List: canyang,Natatacpan ang canyang noo't ang canyang buhoc ng ...
56-133,buhoc,buhok,Safe List: buhoc,Natatacpan ang canyang noo't ang canyang buhoc ng ...
56-133,canyang,kanyang,Safe List: canyang,Natatacpan ang canyang noo't ang canyang buhoc ng ...
56-146,canyang,kanyang,Safe List: canyang,"Untiunting nasasarhan ang mga pilic-mata niya, ang..."
56-146,canyang,kanyang,Safe List: canyang,"Untiunting nasasarhan ang mga pilic-mata niya, ang..."
56-152,canyang,kanyang,Safe List: canyang,Hindi na nacawingi ang mukha ni Tarsilo; nasisilip...
56-154,canyang,kanyang,Safe List: canyang,Humudyat ang alferez upang alisin sa pagkabitin si...
56-156,canyang,kanyang,Safe List: canyang,—ang ibinulong ng isang cuadrillero;—masdan ninyo'...
56-197,canyang,kanyang,Safe List: canyang,Huminto ng paglacad ang alferez at tiningnan ng mg...
56-200,canyang,kanyang,Safe List: canyang,Isang hampas ng yantoc ang pumutol ng canyang pana...
57-4,lacas,lakas,Safe List: lacas,Sa tapat ng bilanggua'y nangagtatacbuhang pacabica...
57-6,canyang,kanyang,Safe List: canyang,"Si Doray, ang masaya't lumiligayang asawa ni don F..."
57-12,canyang,kanyang,Safe List: canyang,"Tumatangis si capitana Tinay, at tinatawag ang can..."
57-12,canyang,kanyang,Safe List: canyang,"Tumatangis si capitana Tinay, at tinatawag ang can..."
57-22,canyang,kanyang,Safe List: canyang,"Naroroon di't nagpapacabicabila, na cahalo ng mara..."
57-22,canyang,kanyang,Safe List: canyang,"Naroroon di't nagpapacabicabila, na cahalo ng mara..."
57-22,canyang,kanyang,Safe List: canyang,"Naroroon di't nagpapacabicabila, na cahalo ng mara..."
57-29,canyang,kanyang,Safe List: canyang,"Ang unauna'y si don Filipo, na gapos; bumating nac..."
57-29,canyang,kanyang,Safe List: canyang,"Ang unauna'y si don Filipo, na gapos; bumating nac..."
57-30,canyang,kanyang,Safe List: canyang,Sumipot na umiiyac na parang musmos si Antoniong a...
57-31,canyang,kanyang,Safe List: canyang,Humagulhol si Andong pagkakita sa canyang biyanang...
57-31,canyang,kanyang,Safe List: canyang,Humagulhol si Andong pagkakita sa canyang biyanang...
57-41,canyang,kanyang,Safe List: canyang,—ang canyang sinabi....
57-45,canyang,kanyang,Safe List: canyang,"Sumipot ang alferez na nangangabayo, at batbat ng ..."
57-64,canyang,kanyang,Safe List: canyang,"Yaon ang paalam, ang adios na sa kanya'y dulot ng ..."
57-64,canyang,kanyang,Safe List: canyang,"Yaon ang paalam, ang adios na sa kanya'y dulot ng ..."
57-65,canyang,kanyang,Safe List: canyang,"Tumungo, marahil canyang dinidilidili ang isang ta..."
57-65,canyang,kanyang,Safe List: canyang,"Tumungo, marahil canyang dinidilidili ang isang ta..."
57-65,canyang,kanyang,Safe List: canyang,"Tumungo, marahil canyang dinidilidili ang isang ta..."
57-67,canyang,kanyang,Safe List: canyang,Isa lamang ina ang hindi ipinanghihiganti sa kanya...
