token,frequency,capitalized_count,pattern_match,modern_suggestion,confidence,auto_action,sample_contexts
pinacaaalagaan,1,0,C_TO_K,pinakaaalagaan,HIGH,REVIEW,"[""5832: Datapwat siya'y pinacaaalagaan ng kanyang mga caibigang babae, ng kanyang ama at ng kanyang tia; nagpapadala ng mga pamisa at ng mga limos sa lahat ng mga larawang mapaghimala; nangaco si kapitan Tiagong maghahandog ng isang bastong guinto sa Virgen sa Antipolo, at sa cawacasa'y nagpasimula ng untiunting paghibas ng lagnat ng buong cahusayan.""]"
caunti'y,1,0,C_TO_K,kaunti'y,HIGH,REVIEW,"[""6575: —Iba ang mga pinanggalingan ng mga sacunang nangyari sa akin; kung matanto kong kahi't caunti'y pakikinabangan, sasaysayin ko ang mga nangyaring iyan, sa pagka't bucod sa hindi ko inililihim ay marami na ang nacatatalastas.""]"
macapagcumpisal,1,0,C_TO_K,makapagkumpisal,HIGH,REVIEW,"['5831: Mahabang araw at malulungcot na mga gabi ang guinawang pagtatanod sa ulunan ng hihigan; nabinat si Maria Clara caracaracang matapos macapagcumpisal, at wala siyang sinasalita, sa buong kanyang pagkahibang, kun di ang pangalan ng kanyang ina, na hindi niya nakikilala.']"
nagpacatangguitangguing,1,0,C_TO_K,nagpakatangguitangguing,HIGH,REVIEW,"[""6946: —Tunay nga, datapwat hindi, pagka naglililo ang general,—ang sagot ni don Filipo;—talastas na po ninyong kinabucasa'y inalpasan ng gobernadorcillo ang mga sundalong aking nahuli, at nagpacatangguitangguing gumawa ng kahi't ano pa man.""]"
pagbabaca'y,1,0,C_TO_K,pagbabaka'y,HIGH,REVIEW,"[""6945: Sa panahon ng pagbabaca'y dapat kayong manatili sa inyong kinalalagyan.""]"
nagcaiba,1,0,C_TO_K,nagkaiba,HIGH,REVIEW,"[""7742: Ang nangyaring iyong sa libolibong pagkakabalita'y nagcaiba ng lubha, pinaniniwalaan ng humiguit cumulang na cadalian, alinsunod sa kung nagpapapuri o nacasasalansang sa mga hidwang hilig at anyo ng caisipan ng bawa't isa.""]"
catatalac,1,0,C_TO_K,katatalac,HIGH,REVIEW,"['5828: Nangagsidalo ang lahat, dahil sa malakas na catatalac ng cura, pati ni pari Damaso, ni kapitan Tiago at ni Linares....']"
pagpapacunwari,1,0,C_TO_K,pagpapakunwari,HIGH,REVIEW,['5817: Nalimutan ni Lucas ang kanyang pagpapacunwari at bumulong:']
nacasasalansang,1,0,C_TO_K,nakasasalansang,HIGH,REVIEW,"[""7742: Ang nangyaring iyong sa libolibong pagkakabalita'y nagcaiba ng lubha, pinaniniwalaan ng humiguit cumulang na cadalian, alinsunod sa kung nagpapapuri o nacasasalansang sa mga hidwang hilig at anyo ng caisipan ng bawa't isa.""]"
pagpapacain,1,0,C_TO_K,pagpapakain,HIGH,REVIEW,"[""0: Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los Santos, na lalong nakikilala ng bayan sa pamagat na Kapitang Tiago, anyayang baga man niyon lamang hapong iyon kanyang inihayag, laban sa dati niyang caugalian, gayon ma'y siyang dahil na ng lahat ng mga usap-usapan sa Binundoc, sa iba't ibang mga nayon at hanggang sa loob ng Maynila.""]"
conglinalayon,1,0,C_TO_K,konglinalayon,HIGH,REVIEW,"['3074: Tumanong: ""¿Lalabas ba ng magaling ang casalucuyan conglinalayon?']"
canunonunuan,1,0,C_TO_K,kanunonunuan,HIGH,REVIEW,"[""4120: Tunay nga, mga ginoo; sukat na ang sabihin sa inyo, upang mapagcurocuro ninyo kung gaano ang cahangalan ng mga canunonunuan natin, na ang tumira rito'y hindi lamang cumikilala pa sila ng mga hari, kung di upang macapagpasiya sila ng ano mang bagay na nauucol sa pamamahala sa kanilang sariling bayan, kinacailangan pa nilang dumalo sa kabilang dulo ng daigdig, na ano pa't masasabi nating sila'y katulad ng isang catawang upang gumalaw ay kinacailangang magtanong sa kanyang ulo, na na sa kabilang ibayo ng Sanglibutan, marahil sa mga lupaing itinatago ngayon ng mga alon.""]"
cabahabahala,1,0,C_TO_K,kabahabahala,HIGH,REVIEW,"[""1085: May dalawang lalaking humuhucay ng isang baunan sa malapit sa pader na nagbabalang gumuho: ang isa, na siyang maglilibing ay walang cabahabahala; iniwawacsi ang mga gulogod at ang mga buto, na gaya na pag-aabsang ng isang maghahalaman ng mga bato at mga sangang tuyo; ang isa'y nanganganingani, nagpapawis, humihitit at lumulura maya't maya.""]"
macagala,1,0,C_TO_K,makagala,HIGH,REVIEW,"[""1051: Upang pahirapan ang cura, ipinagbabawal ng militar, sa udyoc ng kanyang asawa, na sino ma'y huwag macagala pagkatugtog ng icasiyam na horas ng gabi.""]"
nacapagpapabanal,1,0,C_TO_K,nakapagpapabanal,HIGH,REVIEW,"[""1056: Diniringig siyang walang kibo ni Fr. Salvi, iliniligpit ang salapi, at ang unang ginagawa'y pinawawal-an ang kanyang mga cambing at mga tupa at ng doon sila manginain sa halamanan ng alferez, samantalang humahanap siya ng isang bagong palatuntunan sa isang sermong lalong mahaba at nacapagpapabanal.""]"
mangagcama'y,1,0,C_TO_K,mangagkama'y,HIGH,REVIEW,"[""1057: Datapwat hindi naguiguing hadlang ang lahat ng ito, upang pagkatapos ay mangagcama'y at magsalitaan ng buong cahinusayan, kung sila'y magkita.""]"
cahinusayan,1,0,C_TO_K,kahinusayan,HIGH,REVIEW,"[""1057: Datapwat hindi naguiguing hadlang ang lahat ng ito, upang pagkatapos ay mangagcama'y at magsalitaan ng buong cahinusayan, kung sila'y magkita.""]"
calasingan,1,0,C_TO_K,kalasingan,HIGH,REVIEW,"[""1058: Pagka, itinutulog ng kanyang asawa ang calasingan o humihilic kung tanghali, hindi maaway ni Doña Consolacion ang alferez, pagkakagayo'y lumalagay sa bintana't humihitit ng tabaco at nacabarong franelang azul.""]"
Africa,1,1,C_TO_K,Afrika,MEDIUM,REVIEW,"[""1065: Sinasabi rin namang iniingatan ng mga taga Nueva Guinea sa mga caja ang mga but-o ng kanilang mga patay at nakikipagsalitaan sa kanila; sa pinacamarami sa mga bayan ng Asia, Africa at America'y hinahayinan ang kanilang mga patay ng lalong masasarap nilang mga pagkain, o ang mga pagkaing minamasarap ng mga patay ng panahong sila'y nabubuhay, at nangagpipiguing at inaacala nilang dumadalo sa mga piguing na ito ang mga patay.""]"
America'y,1,1,C_TO_K,Amerika'y,MEDIUM,REVIEW,"[""1065: Sinasabi rin namang iniingatan ng mga taga Nueva Guinea sa mga caja ang mga but-o ng kanilang mga patay at nakikipagsalitaan sa kanila; sa pinacamarami sa mga bayan ng Asia, Africa at America'y hinahayinan ang kanilang mga patay ng lalong masasarap nilang mga pagkain, o ang mga pagkaing minamasarap ng mga patay ng panahong sila'y nabubuhay, at nangagpipiguing at inaacala nilang dumadalo sa mga piguing na ito ang mga patay.""]"
correo,1,0,C_TO_K,korreo,HIGH,REVIEW,"['1067: Natatalastas ng mga maiitim na ito, na ang tao\'y mapanghiganti, at sa pagka\'t gayo\'y sinasabi nilang upang mabigyang catowaan ang namatay, wala ng lalong magaling kung di ang patayin sa ibabaw ng pinaglibingan sa kanya ang lahat ng kanyang mga kaaway; at sa pagka\'t ang tao\'y malulugding macaalam ng mga bagay-bagay, sa taon-tao\'y pinadadalhan siya ng isang ""correo"" sa pamamag-itan ng linaplap na balat ng isang alipin.']"
nangag-aacalang,1,0,C_TO_K,nangag-aakalang,HIGH,REVIEW,"['1070: Ang lalong pinacamagaling mag-isip ay nangag-aacalang sinasanag pa ang kanilang mga nuno sa tuhod sa Purgatorio, at kung di siya mapacasama (mapasainfierno baga), masasamahan pa niya, sila roon sa mahabang panahon.']"
calunuran,1,0,C_TO_K,kalunuran,HIGH,REVIEW,"[""1073: Sa dakong calunuran, sa gitna ng mga palaya'y naroroon, hindi ang ciudad, kung di ang nayon ng mga patay: ang daan ng pagparoo'y isang makitid na landas, maalaboc kung panahong tag-init, at mapamamangcaan kung panahong tag-ulan.""]"
mapamamangcaan,1,0,C_TO_K,mapamamangkaan,HIGH,REVIEW,"[""1073: Sa dakong calunuran, sa gitna ng mga palaya'y naroroon, hindi ang ciudad, kung di ang nayon ng mga patay: ang daan ng pagparoo'y isang makitid na landas, maalaboc kung panahong tag-init, at mapamamangcaan kung panahong tag-ulan.""]"
mangagcatowa,1,0,C_TO_K,mangagkatowa,HIGH,REVIEW,"[""1074: Isang pintuang kahoy, at isang bacod na ang calahati'y bato at ang calahati'y cawayan ang tila mandin siyang ikinahihiwalay ng libingang iyon sa bayan ng mga buhay; datapwat hindi nahihiwalay sa mga cambing ng cura, at sa ilang baboy ng mga kalapit bahay, na pumapasoc at lumalabas doon upang mangagsiyasat sa mga libingan o mangagcatowa sa gayong pag-iisa.""]"
bacurang,1,0,C_TO_K,bakurang,HIGH,REVIEW,['1075: Sa gitna ng maluang na bacurang iyon may nacatayong isang malaking cruz na kahoy na natitiric sa patungang bato.']
nacatayong,1,0,C_TO_K,nakatayong,HIGH,REVIEW,['1075: Sa gitna ng maluang na bacurang iyon may nacatayong isang malaking cruz na kahoy na natitiric sa patungang bato.']
kinatcat,1,0,C_TO_K,kinatkat,HIGH,REVIEW,"['1076: Inihapay ng unos ang kanyang INRI na hoja de lata, at kinatcat ng ulan ang mga letra.']"
nahuhucay,1,0,C_TO_K,nahuhukay,HIGH,REVIEW,"['1077: Sa paanan ng cruz, tulad sa tunay na Golgota, samasamang nabubunton ang mga bungo ng ulo at mga but-o, na ang walang malasakit na maglilibing ay itinatapon doon ang kanyang mga nahuhucay sa mga libingan.']"
cahubdan,1,0,C_TO_K,kahubdan,HIGH,REVIEW,"[""1078: Diya'y mangaghihintay sila, ang lalong malapit mangyari, hindi ng pagkabuhay na mag-uli ng mga patay, kung di ang pagdating doon ng mga hayop at ng sila'y painitin ng kanilang mga tubig at linisin ang kanilang malalamig na mga cahubdan.""]"
napacagayon,1,0,C_TO_K,napakagayon,HIGH,REVIEW,"['1045: —¡Aba, hindi naman napacagayon!']"
Mosca,1,1,C_TO_K,Moska,MEDIUM,REVIEW,"['1035: —¿Paparoon ba kayo sa convento upang dalawin ang ""curita"" ""Mosca, muerta?']"
curita,1,0,C_TO_K,kurita,HIGH,REVIEW,"['1035: —¿Paparoon ba kayo sa convento upang dalawin ang ""curita"" ""Mosca, muerta?']"
icasasama,1,0,C_TO_K,ikasasama,HIGH,REVIEW,"[""1022: Sa ganitong gawa'y natutulad siya kay Neron na ayaw magpaalis kanino man, samantalang cumacanta sa teatro: ngunit ginagawa iyon ni Neron sa icagagaling, datapwat ginagawa ang mga bagay na iyon ng cura sa icasasama ng mga calolowa.""]"
Quirinal,1,1,QU_TO_K,kirinal,MEDIUM,REVIEW,"[""1009: Ang pinaca-papa sa Vaticano'y ang cura; ang pinaca hari sa Italiang na sa Quirinal ay ang alferez ng Guardia Civil; datapwat dapat unawaing ibabagay na lahat sa sawali at sa sabungang pawid.""]"
napacabalasic,1,0,C_TO_K,napakabalasic,HIGH,REVIEW,"['1013: Natatangi siya, dahil sa kanyang mga asal at kilos sa kanyang mga capowa fraile, at lalonglalo na sa napacabalasic na si pari Damasong kanyang hinalinhan.']"
carilagan,1,0,C_TO_K,karilagan,HIGH,REVIEW,"[""1014: Siya'y payat, masasactin, halos lagui na lamang nag-iisip, mahigpit sa pagtupad ng kanyang mga catungculan sa religion, at mapag-ingat sa carilagan ng kanyang pangalan.""]"
nakicapatid,1,0,C_TO_K,nakikapatid,HIGH,REVIEW,"['1015: May isang buwan lamang na nacararating siya roon, halos ang lahat ay nakicapatid na sa V.']"
cordong,1,0,C_TO_K,kordong,HIGH,REVIEW,"[""1019: Lumulucso ang calolowa sa catuwaan pagkakita ng nacasabit sa bawa't liig na apat o limang mga escapulario, at sa bawa't bayawang ay isang cordong may mga buhol, at niyong mga procesion ng mga bangkay o mga fantasma na may mga habitong guinggon.""]"
Nacatipon,1,1,C_TO_K,Nakatipon,MEDIUM,REVIEW,"[""1020: Nacatipon ang sacristan mayor ng isang mabutibuti ng puhunan, sa pagbibili o sa pagpapalimos, sa pagka't ganito ang marapat na pagsasalita, ng mga casangcapang kinakailangan upang mailigtas ang calolowa at mabaka ang diablo: talastas ng ang espiritung ito, na ng una'y nangangahas na sumalansang ng pamukhaan sa Dios, at nag-aalinlangan sa pananampalataya sa mga wika nito, ayon sa sabi sa librong santo ni Job, na nagpailanglang sa alang-alang sa ating Panginoong Jesucristo, na gaya ng ginawa naman ng Edad Media sa mga bruja, at nananatili, ang sabihan, hangga ngayon sa paggawa ng gayon din sa mga asuang sa Filipinas; datapwat tila mandin ngayon ay naging mahihiyaing totoo na, hanggang sa hindi macatagal sa pagtingin sa capirasong damit na kinalalarawanan ng dalawang brazo, at natatacot sa mga buhol ng isang cordon: ngunit dito'y walang napagkikilala kung di sumusulong naman ang dunong sa panig na ito, at ang diablo'y aayaw sa pagsulong, o kung dili kaya'y hindi malulugdin sa pagbabagong asal, tulad sa lahat ng namamahay sa mga cadiliman, sacasacali't hindi ibig na sapantahain nating taglay niya ang mga cahinaan ng loob ng isang dalagang lalabing-limang taon lamang.""]"
napacasigasig,1,0,C_TO_K,napakasigasig,HIGH,REVIEW,"[""1021: Alinsunod sa aming sinabi, si pari Salvi'y totoong masigasig gumanap ng kanyang mga catungculan; napacasigasig naman, ang sabi ng alferez,—Samantalang nagsesermon—totoong siya'y maibiguing magsermon—pinasasarhan niya, ang mga pintuan ng simbahan.""]"
macararaing,1,0,C_TO_K,makararaing,HIGH,REVIEW,"['1024: Sa bagay na ito\'y hindi siya mapaghihinanactan: lubos ang kanyang paniniwalang sa pamamalo lamang pinakikipanayaman ang ""indio""; ganito ang salita ng isang fraileng marunong sumulat ng mga libro, at kanyang sinasampalatayanan, sa pagka\'t hindi niya, tinututulan ang ano mang nalilimbag: sa hindi pagkamasuwaying ito\'y macararaing ang maraming tao.']"
carliston,1,0,C_TO_K,karliston,HIGH,REVIEW,"['1033: Kailan mang dumarating sa tainga ni pari Salvi ang mga escandalong ito, siya\'y ngumingiti at nagcucruz at nagdarasal pagkatapos ng isang Ama namin; kung tinatawag siyang ""carca"", mapagbanalbanalan, ""carliston"", masakim, ngumingiti rin si pari Salvi at lalong nagdarasal.']"
Nacapangingilis,1,1,C_TO_K,Nakapangingilis,MEDIUM,REVIEW,"['1026: Nacapangingilis ng kanyang mga ugat ang kanyang mga pag-aayuno at pangingilin ng pagkain ng mga lamang-kati na siyang ikinapaguiguing dukha ng kanyang dugo, at, ayon sa sabihan ng tao, pumapanhik daw ang hangin sa kanyang ulo.']"
nagpapacalasing,1,0,C_TO_K,nagpapakalasing,HIGH,REVIEW,"['1031: Nanghihiganti sa sariling katawan ang alferez, sa kanyang pagkawalang palad sa matrimonio, na nagpapacalasing hanggang sa di macamalay-tao; pinag-""eejercicio"" ang kanyang mga sundalo sa arawan at siya\'y sumisilong sa lilim, o kung dili kaya, at ito\'y siyang lalong madalas, pinapagpag niya ng palo ang likod ng kanyang asawa, na kung di man isang ""cordero"" (tupa) ng Dios na umaalis ng casalanan nino man, datapwat nagagamit naman sa pagbabawas sa kanya ng maraming mga cahirapan sa Purgatorio, sacali\'t siya\'y maparoon, bagay na pinag-aalinlanganan ng mapamintacasing mga babae.']"
macamalay-tao,1,0,C_TO_K,makamalay-tao,HIGH,REVIEW,"['1031: Nanghihiganti sa sariling katawan ang alferez, sa kanyang pagkawalang palad sa matrimonio, na nagpapacalasing hanggang sa di macamalay-tao; pinag-""eejercicio"" ang kanyang mga sundalo sa arawan at siya\'y sumisilong sa lilim, o kung dili kaya, at ito\'y siyang lalong madalas, pinapagpag niya ng palo ang likod ng kanyang asawa, na kung di man isang ""cordero"" (tupa) ng Dios na umaalis ng casalanan nino man, datapwat nagagamit naman sa pagbabawas sa kanya ng maraming mga cahirapan sa Purgatorio, sacali\'t siya\'y maparoon, bagay na pinag-aalinlanganan ng mapamintacasing mga babae.']"
cordero,1,0,C_TO_K,kordero,HIGH,REVIEW,"['1031: Nanghihiganti sa sariling katawan ang alferez, sa kanyang pagkawalang palad sa matrimonio, na nagpapacalasing hanggang sa di macamalay-tao; pinag-""eejercicio"" ang kanyang mga sundalo sa arawan at siya\'y sumisilong sa lilim, o kung dili kaya, at ito\'y siyang lalong madalas, pinapagpag niya ng palo ang likod ng kanyang asawa, na kung di man isang ""cordero"" (tupa) ng Dios na umaalis ng casalanan nino man, datapwat nagagamit naman sa pagbabawas sa kanya ng maraming mga cahirapan sa Purgatorio, sacali\'t siya\'y maparoon, bagay na pinag-aalinlanganan ng mapamintacasing mga babae.']"
concierto,1,0,C_TO_K,koncierto,HIGH,REVIEW,"['1032: Nangaghahampasang magaling ang alferez at si Doña Consolaciong parang nangagbibiruan lamang, at nag-aalay silang walang bayad sa mga kapit-bahay ng mga panoorin: ""concierto vocal"" at ""instrumental"" ng apat na kamay, mahina, malakas, na may ""pedal"" at lahat.']"
escandalong,1,0,C_TO_K,eskandalong,HIGH,REVIEW,"['1033: Kailan mang dumarating sa tainga ni pari Salvi ang mga escandalong ito, siya\'y ngumingiti at nagcucruz at nagdarasal pagkatapos ng isang Ama namin; kung tinatawag siyang ""carca"", mapagbanalbanalan, ""carliston"", masakim, ngumingiti rin si pari Salvi at lalong nagdarasal.']"
carca,1,0,C_TO_K,karka,HIGH,REVIEW,"['1033: Kailan mang dumarating sa tainga ni pari Salvi ang mga escandalong ito, siya\'y ngumingiti at nagcucruz at nagdarasal pagkatapos ng isang Ama namin; kung tinatawag siyang ""carca"", mapagbanalbanalan, ""carliston"", masakim, ngumingiti rin si pari Salvi at lalong nagdarasal.']"
humuhucay,1,0,C_TO_K,humuhukay,HIGH,REVIEW,"[""1085: May dalawang lalaking humuhucay ng isang baunan sa malapit sa pader na nagbabalang gumuho: ang isa, na siyang maglilibing ay walang cabahabahala; iniwawacsi ang mga gulogod at ang mga buto, na gaya na pag-aabsang ng isang maghahalaman ng mga bato at mga sangang tuyo; ang isa'y nanganganingani, nagpapawis, humihitit at lumulura maya't maya.""]"
napacamaselang,1,0,C_TO_K,napakamaselang,HIGH,REVIEW,"['1095: —¡Nacu, napacamaselang ka naman!']"
pinaca-papa,1,0,C_TO_K,pinaka-papa,HIGH,REVIEW,"[""1009: Ang pinaca-papa sa Vaticano'y ang cura; ang pinaca hari sa Italiang na sa Quirinal ay ang alferez ng Guardia Civil; datapwat dapat unawaing ibabagay na lahat sa sawali at sa sabungang pawid.""]"
nangacalucsa,1,0,C_TO_K,nangakalucsa,HIGH,REVIEW,"[""1123: Unti-unting napupuno ang libingan ng mga lalaki't mga babaeng pawang nangacalucsa.""]"
Nag-aacala,1,1,C_TO_K,Nag-aakala,MEDIUM,REVIEW,['1271: ¿Nag-aacala ba kayong maligo?']
esquilang,1,0,QU_TO_K,eskilang,HIGH,REVIEW,"['1281: Hindi lamang ito: kinabucasan ng pakikiusap ko sa inyo, nagbilin po kayo sa mga magtutunaw na insic ng isang ""esquilang"" alay kay Santa Barbara, gayong nasiyasat na ng carunungang mapanganib ang tumugtog ng mga campana sa mga araw na may unos.']"
esquilita,1,0,QU_TO_K,eskilita,HIGH,REVIEW,['1283: ¿Ano ang ginagawa ng esquilita ni Santa Barbara?']
cumislap,1,0,C_TO_K,kumislap,HIGH,REVIEW,"[""1284: Nang sandaling iyo'y cumislap ang isang kidlat.""]"
candelabrong,1,0,C_TO_K,kandelabrong,HIGH,REVIEW,"['1291: Nagtatayo ang mga sacristan sa loob ng simbahan ng isang ""tumulo"" na nalilibot ng mga malalaking candilang natitiric sa mga candelabrong kahoy.']"
magcabicabila'y,1,0,C_TO_K,magkabikabila'y,HIGH,REVIEW,"[""1292: Ang tumulong yao'y dalawang mesang malalaking pinagpatong at natatacpan ng damit na maitim, na may mga listong puti; sa magcabicabila'y may napipintang mga bungo ng ulo.""]"
Pasasacampanario,1,1,C_TO_K,Pasasakampanario,MEDIUM,REVIEW,['1304: —¿Pasasacampanario kayo?']
nacatungong,1,0,C_TO_K,nakatungong,HIGH,REVIEW,['1309: At nacatungong pumaroon sa labas ng bayang nag-iisip-isip.']
pangcasalucuyan,1,0,C_TO_K,pangkasalukuyan,HIGH,REVIEW,"['1315: —Isang librong pangcasalucuyan: ¡""Las penas que sufren las benditas animas del Purgatorio!']"
caharian,1,0,C_TO_K,kaharian,HIGH,REVIEW,['1333: —Datapwat hindi po ako sang-ayon sa pagmamanamana ng caharian.']
magcacapanahon,1,0,C_TO_K,magkakapanahon,HIGH,REVIEW,"['1355: yamang nagpapasimula na ng pag-ulan at tila mandin tatagal, magcacapanahon tayo upang howag tayong mayamot—ang isinagot ni Tasio, at saka nag-isip-isip.']"
nagcaroong,1,0,C_TO_K,nagkaroong,HIGH,REVIEW,"['1361: —Mangyayaring nagcaroong ""in potentia""; datapwat hindi ""in actu"", ang itinutol ng teniente mayor.']"
nacacahawig,1,0,C_TO_K,nakakahawig,HIGH,REVIEW,"['1363: Gayon ma\'y sasagutin ko kayong may ilang nacakilala ng Purgatorio na talagang mayroon na ""inactu"", ang isa sa kanila\'y si Zarathustra o Zoroastro, na siyang sumulat ng isang bahagui ng ""Avestra"" at nagtatag ng isang religiong sa mga tanging bagay nacacahawig ng atin at alinsunod sa mga pantas, si Zarathustra\'y sumilang na nauna kay Jesucristo ng walong daang taon ang cauntian.']"
kinalacal,1,0,C_TO_K,kinalakal,HIGH,REVIEW,"['1368: Nang malaon, ng tumibay na sa bayan ang gayong pananampalataya, napagwari ng mga sacerdote sa religiong iyong malaking di ano lamang ang pakikinabangin sa gayong pananampalataya, kaya\'t kinalacal nila yaong mga ""bilangguang ngitngit ng dilim na pinaghaharian ng mga pagngangalit sa nagawang casalanan"", ayon sa sabi ni Zarathustra.']"
naipangaco,1,0,C_TO_K,naipangako,HIGH,REVIEW,"['1369: Ipinaalam nga nilang sa halagang isang ""derem"", salaping bahagya na ang halaga\'y nababawas sa calolowa ang isang taong pagkakasakit ng di cawasa; ngunit sa pagka\'t ayon sa religiong iyo\'y may mga casalanang pinarurusahan ng tatlong daan hanggang isang libong taon, gaya ng pagsisinungaling, ng pangdaraya, at ng hindi pagganap sa naipangaco, at iba pa, ang nangyari\'y tumatanggap ang mga balawis na sacerdote ng maraming millong ""derems.']"
pinagcacaibha'y,1,0,C_TO_K,pinagkakaibha'y,HIGH,REVIEW,"['1370: "" Dito\'y mapag-wawari na ninyo ang caunting bagay na nawawangis sa Purgatorio natin, baga man mapagtatanto na ninyong ang pinagcacaibha\'y ang mga religion.']"
pagkakahaca,1,0,C_TO_K,pagkakahaka,HIGH,REVIEW,"['1378: Masasabi nating sa ganang atin ay magaling, santo at na sa catuwiran ang pagkakahaca ng Purgatorio; nananatili ang pagmamahalan ng mga patay at ng mga buhay at siyang nacapipilit sa lalong calinisan ng pamumuhay.']"
alpaca,1,0,C_TO_K,alpaka,HIGH,REVIEW,"[""1263: Sa malapit sa simbaha'y nasalubong niya ang isang taong naka chaqueta ng alpaca at daladala sa kamay ang may mahiguit na isang arrobang candila at isang bastong may borlas, bilang saguisag ng punong may kapangyarihan.""]"
chaqueta,1,0,QU_TO_K,chaketa,HIGH,REVIEW,"[""1263: Sa malapit sa simbaha'y nasalubong niya ang isang taong naka chaqueta ng alpaca at daladala sa kamay ang may mahiguit na isang arrobang candila at isang bastong may borlas, bilang saguisag ng punong may kapangyarihan.""]"
pakikipagcapowa-tao,1,0,C_TO_K,pakikipagkapowa-tao,HIGH,REVIEW,"['1260: Tinatawag siyang Don Anastasio o filosofo Tasio ng mga taong may pinagaralan, at ang mga masasama ang turo, na siyang lalong marami, tinatawag siyang Tasiong ul-ol, dahil sa hindi caraniwang kanyang mga caisipan at cacaibang pakikipagcapowa-tao.']"
Tinatapacan,1,1,C_TO_K,Tinatapakan,MEDIUM,REVIEW,"[""1162: Tinatapacan niya ng una, ngayo'y iguinagalang niya; gayon din ang pagkakalibing sa kanyang ama.""]"
mangagcasundo,1,0,C_TO_K,mangagkasundo,HIGH,REVIEW,"['1124: Ang iba\'y nangaghahanap na maluat ng baunan; sila-sila\'y nangagtatatalo, at sa pagka\'t hindi mandin sila mangagcasundo, sila\'y nangaghihiwalay at bawa\'t isa\'y lumuluhod kung saan lalong minamagaling niya,; ang mga iba, na may mga ""nicho"" ang kanilang mga camag-anak, nangagsisindi ng malalaking candila at nangagdarasal ng taimtim; naririnig din naman ang mga buntong hininga at mga hagulhol, na pinacalalabis o pinipiguil.']"
pinacalalabis,1,0,C_TO_K,pinakalalabis,HIGH,REVIEW,"['1124: Ang iba\'y nangaghahanap na maluat ng baunan; sila-sila\'y nangagtatatalo, at sa pagka\'t hindi mandin sila mangagcasundo, sila\'y nangaghihiwalay at bawa\'t isa\'y lumuluhod kung saan lalong minamagaling niya,; ang mga iba, na may mga ""nicho"" ang kanilang mga camag-anak, nangagsisindi ng malalaking candila at nangagdarasal ng taimtim; naririnig din naman ang mga buntong hininga at mga hagulhol, na pinacalalabis o pinipiguil.']"
requiemeternams,1,0,QU_TO_K,rekiemeternams,HIGH,REVIEW,"['1125: Nariringig na ang alingawngaw ng ""orapreo, orapresis"" at ""requiemeternams.']"
ibinucod,1,0,C_TO_K,ibinukod,HIGH,REVIEW,"[""1129: Tila mandin hindi pinupuna ng matandang lalaki ang gayong mga ipinakikita sa kanya, sa pagka't napatungo siya sa bunton ng mga bungo ng ulo, lumuhod at may hinanap sa loob ng ilang sandali sa mga but-o; pagkatapos ay maingat na inisaisang ibinucod ang mga bungo ng ulo, at sa pagka't hindi mandin makita niya ang kanyang hinahanap, umiling, lumingap sa magcabicabila at nagtanong sa maglilibing.""]"
caculangculang,1,0,C_TO_K,kakulangkulang,HIGH,REVIEW,"['1133: —¿Nalalaman mo ba kung saan naroon ang isang magandang bungo ng ulo, maputing tulad sa laman ng niyog, walang caculangculang ang mga ngipin, na inalagay ko sa paanan ng cruz, sa ilalim ng mga dahong iyon?']"
Hucay,1,1,C_TO_K,Hukay,MEDIUM,REVIEW,['1150: ¡Hucay!']
cahupyacan,1,0,C_TO_K,kahupyakan,HIGH,REVIEW,"['1161: Nag-iingat ang binata ng paglakad, pinangingilagan niyang dumaan sa ibabaw ng mga pinaglibingan, na madaling nakikilala sa cahupyacan ng lupa.']"
cuning,1,0,C_TO_K,kuning,HIGH,REVIEW,"[""1210: marami ng buwan ang nacaraan mula ng siya'y aking hucayi't cuning uli sa baunan.""]"
nagpaconowaring,1,0,C_TO_K,nagpakonowaring,HIGH,REVIEW,"[""1237: Pagsasalubong nila'y sandaling huminto ang binata't siya'y tinitigan; iniiwas ni Fr. Salvi ang kanyang mga mata at nagpaconowaring nalilibang.""]"
nacapagpatuloy,1,0,C_TO_K,nakapagpatuloy,HIGH,REVIEW,"[""1213: Hindi nacapagpatuloy ng pananalita ang tao; umudlot sa pagkaguitla ng makita ang anyo ni Crisostomo, na dinaluhong siya't saka siya tinangnan sa kamay at ipinagwagwagan.""]"
pagkahucay,1,0,C_TO_K,pagkahukay,HIGH,REVIEW,"[""1223: Binugbog ako ng baston ng paring malaki, dahilang ipinahintulot kong ilibing ang patay na iyon ng ako'y may sakit; ngayo'y caunti ng baliin nito ang aking bisig, dahil sa pagkahucay ko ng bangkay.""]"
Nacapugay,1,1,C_TO_K,Nakapugay,MEDIUM,REVIEW,"[""1228: Nacapugay na lumalacad si Ibarra; sa kanyang mga mata'y walang bumabalong na isang luha man lamang, walang tumatacas sa kanyang dibdib kahi't isang buntong hininga.""]"
macacasalubong,1,0,C_TO_K,makakasalubong,HIGH,REVIEW,['1232: Ngunit hindi pinapansin ng binata ang caligayahang itong inihahandog sa kanyang pagbalik sa lumang bahay: nacapaco ang kanyang mga mata sa anyo ng isang sacerdoteng kanyang macacasalubong.']
