old_token,new_token,frequency,confidence,reason,reviewer_decision,decision_note
pinacacatawan,pinakakatawan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ibucod,ibukod,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ipinahucay,ipinahukay,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacaalam,nakaalam,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagpiguil,makapagpiguil,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacaacay,nakaakay,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cailanganang,kailanganang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
icalabing-apat,ikalabing-apat,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagcatawang,makapagkatawang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacalimot,nakalimot,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapagpipighati,nakapagpipighati,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napacatangi,napakatangi,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabagayan,kabagayan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calakha'y,kalakha'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macaimic,makaimic,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
morisqueta,morisketa,1,HIGH,QU_TO_K,APPROVED,AUTO_HIGH_CONF
napacaningas,napakaningas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
parroquia,parrokia,1,HIGH,QU_TO_K,APPROVED,AUTO_HIGH_CONF
maicacait,maikakait,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
estanco,estanko,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapagmamalimutin,nakapagmamalimutin,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
copita,kopita,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catimpian,katimpian,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nasasacupan,nasasakupan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cainguitan,kainguitan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapagmalimit,nakapagmalimit,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacacain,nakakain,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napacaputi,napakaputi,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calimutang,kalimutang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapagpapaningning,nakapagpapaningning,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caparangang,kaparangang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sinasacang,sinasakang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacalulusot,nakalulusot,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cadalisaya't,kadalisaya't,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cataasa'y,kataasa'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casilanganan,kasilanganan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagtutuca,nagtutuka,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
inilalacas,inilalakas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
chongca't,chongka't,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
masubucan,masubukan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcasundo,nagkasundo,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabulaanan,kabulaanan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
malicot,malikot,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cumacatcat,kumakatkat,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casamasama,kasamasama,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cumikidlat,kumikidlat,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macagulo,makagulo,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catowiran,katowiran,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagpaalam,makapagpaalam,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calungcutang,kalungkutang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacagagaling,nakagagaling,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cumacabang,kumakabang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinacasisinta't,pinakasisinta't,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagculong,nagkulong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangangalagcag,nangangalagkag,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcaina,nagkaina,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sancap,sankap,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catowaang,katowaang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabello-de-angel,kabello-de-angel,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nahahawacan,nahahawakan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabello,kabello,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcacanacion,magkakanacion,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapagtatawa,nakapagtatawa,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
makapaglingcod,makapaglingkod,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pag-wiwica,pag-wiwika,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangagpapacaba,nangagpapakaba,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
carretela,karretela,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casacay,kasakay,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macababa,makababa,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caliwa'y,kaliwa'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
fabrica,fabrika,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapaghatid,nakapaghatid,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacacapahamac,nakakapahamac,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
mapabucas,mapabukas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
colonia,kolonia,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sumasacagaraan,sumasakagaraan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangaglilicat,nangaglilikat,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabiguan,kabiguan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangagsitacas,nangagsitakas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
namumucod,namumukod,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nasacatuwiran,nasakatuwiran,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangagculabo,nangagkulabo,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacacatucatulog,nakakatukatulog,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cariatide,kariatide,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pagkacuyagutin,pagkakuyagutin,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macasakit,makasakit,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cumuculo,kumukulo,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcuculong,nagkukulong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sumasacay,sumasakay,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
naglalaco,naglalako,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cargador,kargador,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calugcog,kalugkog,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
tocong,tokong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pagkakacabit,pagkakakabit,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
linipacan,linipakan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pagcca,pagcka,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
tabacong,tabakong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacacalas,nakakalas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catanghalian,katanghalian,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacabulagta,nakabulagta,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
canicanila,kanikanila,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casisinta,kasisinta,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macakilala,makakilala,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casuclamsuclam,kasuclamsuclam,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capol,kapol,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napacacasal,napakakasal,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapinta,nakapinta,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sarcofago,sarkofago,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
tricornio,trikornio,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
muñeca,muñeka,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapaghihimalang,makapaghihimalang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cornetin,kornetin,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacatuntong,nakatuntong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
dorico,doriko,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macabibilang,makabibilang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcacasiyang,magkakasiyang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capitulo,kapitulo,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ikinacagat,ikinakagat,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
carpinteria,karpinteria,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casindacsindac,kasindacsindac,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
constitucional,konstitucional,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macagalit,makagalit,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pagmamascada,pagmamaskada,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pananabaco't,pananabako't,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caligaligayang,kaligaligayang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagpapacain,nagpapakain,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pangangatungculang,pangangatungkulang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
particular,partikular,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macacamtan,makakamtan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagdarasal,makapagdarasal,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calambutan,kalambutan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
hebraica,hebraika,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caguipita'y,kaguipita'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinangangacuan,pinangangakuan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caliliitang,kaliliitang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calendario'y,kalendario'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capangyariha't,kapangyariha't,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cuero,kuero,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
naacala,naakala,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macaitlo,makaitlo,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagcucruz,makapagkucruz,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinagcacagulan,pinagkakagulan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
mag-aasucal,mag-aasukal,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
logico,logiko,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
azucal,azukal,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcacaanac,nagkakaanac,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcacaloob,nagkakaloob,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catowatowang,katowatowang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinacaiirog,pinakaiirog,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahibangan,kahibangan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pacapurihin,pakapurihin,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
umadhica,umadhika,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
canicanicalang,kanikanikalang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pagpapacasal,pagpapakasal,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacaaalis,nakaaalis,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacaraa'y,nakaraa'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
canonizada,kanonizada,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ipinagcasanggalang,ipinagkasanggalang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
copa'y,kopa'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinacacaing,pinakakaing,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pimimintacasi,pimimintakasi,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcacandilang,magkakandilang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calagyo,kalagyo,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capanganacan,kapanganakan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
mapagsicap,mapagsikap,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacasira,nakasira,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahangahangang,kahangahangang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
paglilincod,paglilinkod,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
tacon,takon,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
maipatungcol,maipatungkol,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caaanac,kaaanac,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
arco,arko,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catapustapusa'y,katapustapusa'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catayua'y,katayua'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahangalan,kahangalan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
icararangal,ikararangal,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagpacasigawsigaw,nagpakasigawsigaw,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ipatungcol,ipatungkol,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calanguhan,kalanguhan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calacarang,kalakarang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapapanood,nakapapanood,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapapanod,makapapanod,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinaunlacan,pinaunlakan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
comico-mimico-lirico-coreografico-dramatico,komiko-mimiko-liriko-koreografiko-dramatiko,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagsisiksicang,nagsisiksikang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
camahalmahalan,kamahalmahalan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napacatimtiman,napakatimtiman,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
refresco,refresko,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calahing,kalahing,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
carayom,karayom,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacalulunos,nakalulunos,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
malulungccot,malulungckot,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macasama,makasama,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangagcacasicuhan,nangagkakasikuhan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangagtutulacan,nangagtutulakan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cochero'y,kochero'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapaghawi,makapaghawi,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cakilalang,kakilalang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
costas,kostas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cailaw-ilaw,kailaw-ilaw,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
colera,kolera,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinagcacantahan,pinagkakantahan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catono,katono,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magpacaramirami,magpakaramirami,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabezang,kabezang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcuculong,magkukulong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nirepique,nirepike,1,HIGH,QU_TO_K,APPROVED,AUTO_HIGH_CONF
cajita,kajita,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cadena,kadena,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangagcacahalo-halo,nangagkakahalo-halo,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
buscapies,buskapies,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
carerepique,karerepique,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcacasalasalabat,nagkakasalasalabat,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casangcap,kasangkap,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
dalmatica,dalmatika,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcurang,nagkurang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calalim-lalimang,kalalim-lalimang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacaguiguinhawang,nakaguiguinhawang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacabingi,nakabingi,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacatulig,nakatulig,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casuutang,kasuutang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ancap,ankap,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
maacala,maakala,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapagtuturo,nakapagtuturo,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
acolito,akolito,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pamimintacasing,pamimintakasing,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casantasantahan,kasantasantahan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casaganaang,kasaganaang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casiyahan,kasiyahan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacararaig,nakararaig,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcapisan,magkapisan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cayamanyamanang,kayamanyamanang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ipinacain,ipinakain,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casalan,kasalan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcacapacpac,nagkakapacpac,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catabilang,katabilang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capangahasan,kapangahasan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cakinisan,kakinisan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
coral,koral,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcacatuladtulad,nagkakatuladtulad,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sincaban,sinkaban,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caluscos,kaluskos,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
tucod,tukod,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangag-aacayatan,nangag-aakayatan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
kasangcapa'y,kasangkapa'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangagsusumicap,nangagsusumikap,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
mimica,mimika,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
camalam,kamalam,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nirerepique,nirerepike,1,HIGH,QU_TO_K,APPROVED,AUTO_HIGH_CONF
camacasampong,kamakasampong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pirotecnico,pirotecniko,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
castillerong,kastillerong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cohetes,kohetes,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacacagambala,nakakagambala,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangagcacatuwaan,nangagkakatuwaan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cumacalansing,kumakalansing,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinacahigpit,pinakahigpit,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
iniacala,iniakala,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macasagot,makasagot,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macaaaliw,makaaaliw,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahinatna'y,kahinatna'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagpalacas,makapagpalakas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catwiran,katwiran,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacadibujong,nakadibujong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
damascong,damaskong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cagalacan,kagalakan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangacalagay,nangakalagay,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cumacacac,kumakakac,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
kinatutusucan,kinatutusukan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
chicos,chikos,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacahayin,nakahayin,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
musica'y,musika'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magchocolate,magchokolate,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcawatasan,magkawatasan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cacaw,kakaw,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcacahugpong,nagkakahugpong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinacaganting,pinakaganting,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
carritong,karritong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cuculangin,kukulangin,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macucuhang,makukuhang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcacagugol,magkakagugol,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcaminsan,magkaminsan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
americana,amerikana,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
chaleco,chaleko,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catalinuhang,katalinuhang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capalaluang,kapalaluang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapangibabaw,makapangibabaw,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
articulong,artikulong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
mapagcaawang-gawa,mapagkaawang-gawa,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
relicariong,relikariong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcacang-uutal,nagkakang-uutal,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabriang,kabriang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
papagcapitcapitin,papagkapitkapitin,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
papagtutungcuing-calan,papagtutungkuing-kalan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
canto,kanto,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magbabangca,magbabangka,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
