token,count,proposed_modern
nacapagpapagaling,1,nacapagpapagaling
Nacararaya,1,Nacararaya
nacapagpapahimbing,1,nacapagpapahimbing
nacapagpapapangit,1,nacapagpapapangit
capangitang,1,capangitang
mangguipuspos,1,mangguipuspos
inaaacala,1,inaaacala
macapagsalitaan,1,macapagsalitaan
bigcas,1,bigcas
nacasasakit,1,nacasasakit
manahimic,1,manahimic
pinacaparusa,1,pinacaparusa
napacatanga,1,napacatanga
pasusucuin,1,pasusucuin
macapagligtas,1,macapagligtas
linalacbay,1,linalacbay
asucal,1,asucal
pagcahilig,1,pagcahilig
napapaguitnaan,1,napapaguitnaan
malilingguit,1,malilingguit
sampaloc,1,sampaloc
nagcacapatlangpatlang,1,nagcacapatlangpatlang
cumikipot,1,cumikipot
kinacapitang,1,kinacapitang
nangpapalico,1,nangpapalico
nacalitaw,1,nacalitaw
zancuda,1,zancuda
gumiguiwang,1,gumiguiwang
circo,1,circo
pagpapatiwatiwaric,1,pagpapatiwatiwaric
nangagcacatwa,1,nangagcacatwa
catandatandaang,1,catandatandaang
pinacacapit,1,pinacacapit
napapagcamal,1,napapagcamal
pagcayacap,1,pagcayacap
Iguinagalang,1,Iguinagalang
tumpoc,1,tumpoc
pinacalansangan,1,pinacalansangan
malacuco,1,malacuco
caangutang,1,caangutang
binacas,1,binacas
Nacatatacot,1,Nacatatacot
binacuran,1,binacuran
pagsasacang,1,pagsasacang
lumalagpac,1,lumalagpac
lumulucso,1,lumulucso
cacapalan,1,cacapalan
MACAPANGYARIHAN,1,MACAPANGYARIHAN
nagcacautang,1,nagcacautang
nangacacahuli,1,nangacacahuli
cuadra,1,cuadra
Sacristan,1,Sacristan
nacapagmumura,1,nacapagmumura
icapupuri,1,icapupuri
kinamcam,1,kinamcam
cadustaan,1,cadustaan
nacatitigatig,1,nacatitigatig
nacapangingilabot,1,nacapangingilabot
capagurang,1,capagurang
pagcawangis,1,pagcawangis
guinuguhitan,1,guinuguhitan
cuhilang,1,cuhilang
nacapaglalagda,1,nacapaglalagda
coliseo,1,coliseo
napacabalasic,1,napacabalasic
carilagan,1,carilagan
nakicapatid,1,nakicapatid
Lumulucso,1,Lumulucso
cordong,1,cordong
guinggon,1,guinggon
Nacatipon,1,Nacatipon
mabaca,1,mabaca
napacasigasig,1,napacasigasig
icasasama,1,icasasama
panununtoc,1,panununtoc
pagcamasuwaying,1,pagcamasuwaying
macararaing,1,macararaing
Nacapangingilis,1,Nacapangingilis
cati,1,cati
ikinapaguiguing,1,ikinapaguiguing
tucsuhin,1,tucsuhin
nagpapacalasing,1,nagpapacalasing
macamalay,1,macamalay
eejercicio,1,eejercicio
cordero,1,cordero
concierto,1,concierto
escandalong,1,escandalong
carca,1,carca
carliston,1,carliston
curita,1,curita
Mosca,1,Mosca
napacagayon,1,napacagayon
macagala,1,macagala
pagcatugtog,1,pagcatugtog
nacapagpapabanal,1,nacapagpapabanal
mangagcama,1,mangagcama
cahinusayan,1,cahinusayan
calasingan,1,calasingan
nangagpipiguing,1,nangagpipiguing
maalaboc,1,maalaboc
mapamamangcaan,1,mapamamangcaan
mangagcatowa,1,mangagcatowa
bacurang,1,bacurang
nacatayong,1,nacatayong
kinatcat,1,kinatcat
nahuhucay,1,nahuhucay
cahubdan,1,cahubdan
hupyac,1,hupyac
matitinic,1,matitinic
umuucyabit,1,umuucyabit
humuhucay,1,humuhucay
cabahabahala,1,cabahabahala
iniwawacsi,1,iniwawacsi
napacamaselang,1,napacamaselang
pagcasagot,1,pagcasagot
nabaac,1,nabaac
patuluguin,1,patuluguin
nangacalucsa,1,nangacalucsa
mangagcasundo,1,mangagcasundo
pinacalalabis,1,pinacalalabis
requiemeternams,1,requiemeternams
Nasoc,1,Nasoc
ibinucod,1,ibinucod
caculangculang,1,caculangculang
Catulad,1,Catulad
Hucay,1,Hucay
hicho,1,hicho
cahupyacan,1,cahupyacan
Tinatapacan,1,Tinatapacan
pagcacalibing,1,pagcacalibing
pagcapugay,1,pagcapugay
cuning,1,cuning
nacapagpatuloy,1,nacapagpatuloy
pagcaguitla,1,pagcaguitla
pagcahucay,1,pagcahucay
Nacapugay,1,Nacapugay
hitic,1,hitic
nagpapaliguidliguid,1,nagpapaliguidliguid
pagbalic,1,pagbalic
macacasalubong,1,macacasalubong
Tiniticlop,1,Tiniticlop
guinggo,1,guinggo
sacang,1,sacang
cana,1,cana
tampoc,1,tampoc
nagcakita,1,nagcakita
nagpaconowaring,1,nagpaconowaring
nahutoc,1,nahutoc
pakikipagcapowa,1,pakikipagcapowa
alpaca,1,alpaca
esquilang,1,esquilang
iguiniba,1,iguiniba
esquilita,1,esquilita
cumislap,1,cumislap
candelabrong,1,candelabrong
Pasasacampanario,1,Pasasacampanario
nacatungong,1,nacatungong
pangcasalucuyan,1,pangcasalucuyan
Pagcapanhic,1,Pagcapanhic
magcacapanahon,1,magcacapanahon
Itiniclop,1,Itiniclop
Cluny,1,Cluny
nagcaroong,1,nagcaroong
inactu,1,inactu
nacacahawig,1,nacacahawig
kinalacal,1,kinalacal
naipangaco,1,naipangaco
pinagcacaibha,1,pinagcacaibha
pagcamapamahiin,1,pagcamapamahiin
pumacnit,1,pumacnit
pagcacahaca,1,pagcacahaca
nacapipilit,1,nacapipilit
Macabeo,1,Macabeo
Laodicea,1,Laodicea
nangalangcap,1,nangalangcap
bumabangguit,1,bumabangguit
pagcatira,1,pagcatira
Jesucristong,1,Jesucristong
pagcapasa,1,pagcapasa
mecum,1,mecum
magcacasiya,1,magcacasiya
quibusdam,1,quibusdam
culpis,1,culpis
judicium,1,judicium
credendus,1,credendus
Capal,1,Capal
Cum,1,Cum
catholica,1,catholica
ecclesia,1,ecclesia
Sancto,1,Sancto
edocta,1,edocta
cagalinggalingan,1,cagalinggalingan
Quodcumque,1,Quodcumque
usque,1,usque
macapagpapalagayan,1,macapagpapalagayan
nanacawin,1,nanacawin
califa,1,califa
icalabingdalawang,1,icalabingdalawang
estadistica,1,estadistica
magpapacabagsic,1,magpapacabagsic
uusiguin,1,uusiguin
layac,1,layac
calakilakihan,1,calakilakihan
Cadalisayan,1,Cadalisayan
Sangsinucob,1,Sangsinucob
cacailanganing,1,cacailanganing
sacalin,1,sacalin
capusungang,1,capusungang
Cagalingan,1,Cagalingan
fenicio,1,fenicio
kinacai,1,kinacai
cagutlaguitlang,1,cagutlaguitlang
SACRISTAN,1,SACRISTAN
Nangasaicalawang,1,Nangasaicalawang
pagcaanyong,1,pagcaanyong
pinapamimisic,1,pinapamimisic
natacpan,1,natacpan
guiguilan,1,guiguilan
cagat,1,cagat
binaltac,1,binaltac
nagnacaw,1,nagnacaw
Macasandaan,1,Macasandaan
macabibili,1,macabibili
ikinatatacot,1,ikinatatacot
pagcabugbog,1,pagcabugbog
cagandang,1,cagandang
viciosong,1,viciosong
cahati,1,cahati
nacapaglalacad,1,nacapaglalacad
inacmaang,1,inacmaang
pagcacahampashampas,1,pagcacahampashampas
nacahahambal,1,nacahahambal
camao,1,camao
nagtutumacas,1,nagtutumacas
catafalco,1,catafalco
pamaltoc,1,pamaltoc
tumahimic,1,tumahimic
nanacacakita,1,nanacacakita
nacapagtitiis,1,nacapagtitiis
jaculatoria,1,jaculatoria
macapagsaysay,1,macapagsaysay
sangcataohang,1,sangcataohang
macapagbabayad,1,macapagbabayad
inimpoc,1,inimpoc
magpacahirap,1,magpacahirap
magpacagutom,1,magpacagutom
culiglig,1,culiglig
tuco,1,tuco
maipagvicio,1,maipagvicio
hingguil,1,hingguil
pagcapatupatuloy,1,pagcapatupatuloy
tungco,1,tungco
Nacapangalumbaba,1,Nacapangalumbaba
nacauukit,1,nacauukit
cayumanguing,1,cayumanguing
caligatan,1,caligatan
cayumanggui,1,cayumanggui
paghupyac,1,paghupyac
gayac,1,gayac
nacacaalis,1,nacacaalis
carukhaang,1,carukhaang
pinangacuan,1,pinangacuan
pacaning,1,pacaning
guiican,1,guiican
catowaa,1,catowaa
nacababasa,1,nacababasa
Macaalawa,1,Macaalawa
calaw,1,calaw
nangagsisiiyac,1,nangagsisiiyac
Itiniguil,1,Itiniguil
Caracaraca,1,Caracaraca
hinaguis,1,hinaguis
Nagtatacbo,1,Nagtatacbo
pagcapanglawpanglaw,1,pagcapanglawpanglaw
nagiguising,1,nagiguising
nacasigaw,1,nacasigaw
Quien,1,Quien
Nacapagsikip,1,Nacapagsikip
pagpapacabait,1,pagpapacabait
Nacacaramdam,1,Nacacaramdam
cuartong,1,cuartong
humaguinit,1,humaguinit
nagsisicad,1,nagsisicad
mapagpacababa,1,mapagpacababa
nagpapacababa,1,nagpapacababa
magsacristan,1,magsacristan
casingbait,1,casingbait
Macapag,1,Macapag
ipagcacatiwala,1,ipagcacatiwala
calulugdan,1,calulugdan
magcacasalapi,1,magcacasalapi
balatic,1,balatic
Macapangangahoy,1,Macapangangahoy
pagcatiwalaan,1,pagcatiwalaan
isinucob,1,isinucob
calicsihan,1,calicsihan
iniyuyucayoc,1,iniyuyucayoc
campanang,1,campanang
nacataling,1,nacataling
CALOLOWANG,1,CALOLOWANG
icapitong,1,icapitong
nangacaupo,1,nangacaupo
sicapat,1,sicapat
Curiput,1,Curiput
pahagcan,1,pahagcan
celadora,1,celadora
confesonario,1,confesonario
macapakinabang,1,macapakinabang
ipinatungcol,1,ipinatungcol
nacahiguit,1,nacahiguit
cahiguitan,1,cahiguitan
ipagtacang,1,ipagtacang
macahiguit,1,macahiguit
pagcacamit,1,pagcacamit
macapagcacamit,1,macapagcacamit
pagcasalita,1,pagcasalita
pinagbubucodbucod,1,pinagbubucodbucod
macaubo,1,macaubo
nacababasag,1,nacababasag
caliitliitan,1,caliitliitan
ipinatutungcol,1,ipinatutungcol
tinutuctucan,1,tinutuctucan
nagcacadalawa,1,nagcacadalawa
nagcacatatatlong,1,nagcacatatatlong
Cacaunti,1,Cacaunti
macaatlong,1,macaatlong
ilahoc,1,ilahoc
Nacailangang,1,Nacailangang
nacagunita,1,nacagunita
Pumapanhic,1,Pumapanhic
baculang,1,baculang
caning,1,caning
Nagpapacarahan,1,Nagpapacarahan
nagbabaca,1,nagbabaca
sacritan,1,sacritan
pagcapagnacaw,1,pagcapagnacaw
nagpacaupo,1,nagpacaupo
pinagbabalacbalac,1,pinagbabalacbalac
ESCUELA,1,ESCUELA
casco,1,casco
magtangkilic,1,magtangkilic
icasusulong,1,icasusulong
sinasaclolohan,1,sinasaclolohan
nagcacaganyan,1,nagcacaganyan
Pacapupurihin,1,Pacapupurihin
isinangcap,1,isinangcap
icahiya,1,icahiya
pinacabati,1,pinacabati
paghalakhac,1,paghalakhac
nangagcacalaban,1,nangagcacalaban
nacacatawa,1,nacacatawa
macatawa,1,macatawa
Namaguitna,1,Namaguitna
makikicampi,1,makikicampi
caririmariman,1,caririmariman
magpacaalimura,1,magpacaalimura
itinacuil,1,itinacuil
nagpacadala,1,nagpacadala
cumita,1,cumita
nacapagpapaalaala,1,nacapagpapaalaala
pagcaalimura,1,pagcaalimura
capaitpaitang,1,capaitpaitang
pagpapacapagod,1,pagpapacapagod
cawiliwili,1,cawiliwili
ipagcacasala,1,ipagcacasala
pagcagaspang,1,pagcagaspang
napacahangal,1,napacahangal
pagcatingin,1,pagcatingin
pagcatuto,1,pagcatuto
nacagugulo,1,nacagugulo
calimbagan,1,calimbagan
Ikinalaguim,1,Ikinalaguim
Pinacsa,1,Pinacsa
cawilihan,1,cawilihan
tinicang,1,tinicang
cartilla,1,cartilla
caigayahan,1,caigayahan
capurulan,1,capurulan
pagcacatiwala,1,pagcacatiwala
licong,1,licong
mababalasic,1,mababalasic
Catalinong,1,Catalinong
Nacabawas,1,Nacabawas
pagcaimbi,1,pagcaimbi
Nacapapaso,1,Nacapapaso
catayua,1,catayua
mapagcucuro,1,mapagcucuro
Nangagsitacas,1,Nangagsitacas
panunumbalic,1,panunumbalic
mairuguing,1,mairuguing
nagsacristan,1,nagsacristan
pagcasayang,1,pagcasayang
pagcahiyang,1,pagcahiyang
napacasaclap,1,napacasaclap
catecismong,1,catecismong
catecismo,1,catecismo
nacucuba,1,nacucuba
idinidicta,1,idinidicta
nangagcagulo,1,nangagcagulo
wicaan,1,wicaan
Catolicismo,1,Catolicismo
Doctrina,1,Doctrina
nacasasaulo,1,nacasasaulo
ipanganganac,1,ipanganganac
napacamahiliguin,1,napacamahiliguin
binalac,1,binalac
casalaulaan,1,casalaulaan
pagcacahanay,1,pagcacahanay
pangpaputoc,1,pangpaputoc
calawangin,1,calawangin
nacabuca,1,nacabuca
bancco,1,bancco
nacahuhusto,1,nacahuhusto
nangagcacasundo,1,nangagcacasundo
catangia,1,catangia
Nacacapagculang,1,Nacacapagculang
Nacausap,1,Nacausap
pagcapoot,1,pagcapoot
humicayat,1,humicayat
ipagtatacwilan,1,ipagtatacwilan
cababababaan,1,cababababaan
pacalalabisin,1,pacalalabisin
gobernadorcillong,1,gobernadorcillong
macalimang,1,macalimang
cawacasang,1,cawacasang
pintacasing,1,pintacasing
caumpoc,1,caumpoc
cabuntutan,1,cabuntutan
napacamahalaga,1,napacamahalaga
camusmusang,1,camusmusang
capulungan,1,capulungan
capamanhican,1,capamanhican
Macapagsasalita,1,Macapagsasalita
binanguit,1,binanguit
macapagpahid,1,macapagpahid
napacaganda,1,napacaganda
pagcacaloob,1,pagcacaloob
macapagsalitang,1,macapagsalitang
populusque,1,populusque
Sangcataoha,1,Sangcataoha
Conscripti,1,Conscripti
catayuan,1,catayuan
capos,1,capos
pagcacasalita,1,pagcacasalita
tawagguin,1,tawagguin
conscripti,1,conscripti
mapaclihan,1,mapaclihan
mapapanucala,1,mapapanucala
nacapuspos,1,nacapuspos
macahihiguit,1,macahihiguit
cahambugan,1,cahambugan
Ititic,1,Ititic
makipagcayari,1,makipagcayari
cabooa,1,cabooa
cohaton,1,cohaton
pagcacagugol,1,pagcacagugol
cohatong,1,cohatong
nacacagulat,1,nacacagulat
coleton,1,coleton
nacatiis,1,nacatiis
Cieston,1,Cieston
iculit,1,iculit
pagcabangguit,1,pagcabangguit
Natacpang,1,Natacpang
maipangalaratac,1,maipangalaratac
nacagawa,1,nacagawa
Cumampi,1,Cumampi
pinagcalooban,1,pinagcalooban
pinacamalamig,1,pinacamalamig
mapacaraming,1,mapacaraming
macapagpupuyat,1,macapagpupuyat
macapakikinig,1,macapakikinig
pinagcaisahang,1,pinagcaisahang
lechong,1,lechong
Cahambugan,1,Cahambugan
matatalic,1,matatalic
pinacacalasag,1,pinacacalasag
Caguilaguilalas,1,Caguilaguilalas
cumiyang,1,cumiyang
pinauunlacang,1,pinauunlacang
pagsicapang,1,pagsicapang
nalicom,1,nalicom
ikinacarga,1,ikinacarga
catowatowa,1,catowatowa
pagcatalos,1,pagcatalos
nababahagui,1,nababahagui
culangin,1,culangin
actor,1,actor
macaganap,1,macaganap
magcatuto,1,magcatuto
pagcapanghiganti,1,pagcapanghiganti
nalilicom,1,nalilicom
Macapagtatatag,1,Macapagtatatag
pinagcaugalian,1,pinagcaugalian
catuwa,1,catuwa
pagcacagalit,1,pagcacagalit
pagcacabayad,1,pagcacabayad
pagcacapacain,1,pagcacapacain
macabihira,1,macabihira
capanglaw,1,capanglaw
pagcacapaguran,1,pagcacapaguran
mapacali,1,mapacali
kinuscos,1,kinuscos
Nagcacagugol,1,Nagcacagugol
nagcapanahon,1,nagcapanahon
pagcaapi,1,pagcaapi
iniwasac,1,iniwasac
CASAYSAYAN,1,CASAYSAYAN
tinatacbo,1,tinatacbo
nanucol,1,nanucol
Tumatacbong,1,Tumatacbong
bacuran,1,bacuran
canpangahasan,1,canpangahasan
nanganacaw,1,nanganacaw
panghihimanhic,1,panghihimanhic
Nacahinga,1,Nacahinga
Pagcababait,1,Pagcababait
pagcagaganda,1,pagcagaganda
pacapupuspusin,1,pacapupuspusin
nagcoconowang,1,nagcoconowang
pumipiyac,1,pumipiyac
nangacacaraan,1,nangacacaraan
nacalalayo,1,nacalalayo
nacatanan,1,nacatanan
babagabaguin,1,babagabaguin
madayucdoc,1,madayucdoc
halughuguin,1,halughuguin
sisicapat,1,sisicapat
Caming,1,Caming
capaitpaitan,1,capaitpaitan
macatatacbo,1,macatatacbo
macapagpapauna,1,macapagpapauna
nangacasacay,1,nangacasacay
nangacabitin,1,nangacabitin
guiniguiic,1,guiniguiic
caunatan,1,caunatan
cawayanang,1,cawayanang
pangguiguipuspos,1,pangguiguipuspos
pagcasama,1,pagcasama
pagcapanalita,1,pagcapanalita
pagrepique,1,pagrepique
pagcasalubong,1,pagcasalubong
nacatingin,1,nacatingin
cahihiyang,1,cahihiyang
nasalicuran,1,nasalicuran
Nacaramdam,1,Nacaramdam
nawasac,1,nawasac
nacapagpapagalaw,1,nacapagpapagalaw
nagpapacatal,1,nagpapacatal
caagulong,1,caagulong
inaaguing,1,inaaguing
nacatacas,1,nacatacas
piniyacpiyac,1,piniyacpiyac
nacauncot,1,nacauncot
pagcatanhaling,1,pagcatanhaling
curipot,1,curipot
magsacdal,1,magsacdal
nuncio,1,nuncio
nacacucubli,1,nacacucubli
umaacya,1,umaacya
namimisic,1,namimisic
nacasusunog,1,nacasusunog
pagpapalacadlacad,1,pagpapalacadlacad
catatacutan,1,catatacutan
Pinagcalooban,1,Pinagcalooban
macatcat,1,macatcat
casiyang,1,casiyang
macaya,1,macaya
pagcalimot,1,pagcalimot
cocinerong,1,cocinerong
Nangagcucruz,1,Nangagcucruz
nacacagunita,1,nacacagunita
pihicang,1,pihicang
mahalimuyac,1,mahalimuyac
pagbalican,1,pagbalican
magbucang,1,magbucang
macasunod,1,macasunod
Nacasasama,1,Nacasasama
pagcaculang,1,pagcaculang
Catungculang,1,Catungculang
macasasama,1,macasasama
nacacahaguip,1,nacacahaguip
pagcacalangcap,1,pagcacalangcap
Mapanucsong,1,Mapanucsong
Ipagmacaawa,1,Ipagmacaawa
macatiguil,1,macatiguil
nacagagalac,1,nacagagalac
nagcacacapitcapit,1,nagcacacapitcapit
nangagcucurutan,1,nangagcucurutan
naghahalakhacan,1,naghahalakhacan
Guiguisingin,1,Guiguisingin
ipinagwiwica,1,ipinagwiwica
nagcacaingay,1,nagcacaingay
napacamatuluguin,1,napacamatuluguin
nangacalilimot,1,nangacalilimot
Conowari,1,Conowari
pacahigpit,1,pacahigpit
Nangagsisilacad,1,Nangagsisilacad
nacacapag,1,nacacapag
macaanim,1,macaanim
macapagmimisa,1,macapagmimisa
clavel,1,clavel
casuy,1,casuy
cogin,1,cogin
Mangagcruz,1,Mangagcruz
caalon,1,caalon
nagcacabucod,1,nagcacabucod
pangsicsic,1,pangsicsic
sicsic,1,sicsic
papanataguin,1,papanataguin
pinagcayariang,1,pinagcayariang
casinggaling,1,casinggaling
sisipaguin,1,sisipaguin
cafeng,1,cafeng
nacapagpapasaya,1,nacapagpapasaya
ganacacaramdam,1,ganacacaramdam
nacapagpapatahimic,1,nacapagpapatahimic
macaiinom,1,macaiinom
mapacalaon,1,mapacalaon
nagcacaanino,1,nagcacaanino
nangagagalac,1,nangagagalac
upac,1,upac
bumabalic,1,bumabalic
pagcapiloto,1,pagcapiloto
casucasuang,1,casucasuang
icucot,1,icucot
macapagagahan,1,macapagagahan
pagcacaalayo,1,pagcacaalayo
calaway,1,calaway
aacyat,1,aacyat
pagcahiwalay,1,pagcahiwalay
camias,1,camias
casinghahaba,1,casinghahaba
Cantahin,1,Cantahin
napapamanhic,1,napapamanhic
cumantang,1,cumantang
pumalacpac,1,pumalacpac
Sackingen,1,Sackingen
cacucurot,1,cacucurot
nacahanda,1,nacahanda
pinagtatalicupan,1,pinagtatalicupan
Lasciate,1,Lasciate
ch,1,ch
culong,1,culong
macatitindig,1,macatitindig
mahaguip,1,mahaguip
naglulucsuhan,1,naglulucsuhan
lumulucsong,1,lumulucsong
nacapamuti,1,nacapamuti
pagcabigo,1,pagcabigo
casirasira,1,casirasira
pagcapandaw,1,pagcapandaw
macacahuli,1,macacahuli
panguiguilalas,1,panguiguilalas
nababaluctot,1,nababaluctot
calaliman,1,calaliman
pinacabatalan,1,pinacabatalan
Magcacasacuna,1,Magcacasacuna
kinaguiguiliwan,1,kinaguiguiliwan
pinacauban,1,pinacauban
tinapacan,1,tinapacan
tinicom,1,tinicom
Tinicman,1,Tinicman
ibinalantoc,1,ibinalantoc
pagcacawala,1,pagcacawala
nacaladcad,1,nacaladcad
nagpapasuco,1,nagpapasuco
nagcapanahong,1,nagcapanahong
guloc,1,guloc
nacasisisid,1,nacasisisid
sumulac,1,sumulac
tutucsuhin,1,tutucsuhin
nacasama,1,nacasama
afinacion,1,afinacion
kinacamot,1,kinacamot
caguinsaguisa,1,caguinsaguisa
cailanis,1,cailanis
escabeche,1,escabeche
banac,1,banac
calamanlaman,1,calamanlaman
cutya,1,cutya
wacwac,1,wacwac
pagcacalagay,1,pagcacalagay
nacahahabag,1,nacahahabag
Cebu,1,Cebu
nacapamamanglaw,1,nacapamamanglaw
nangagcacatuwa,1,nangagcacatuwa
malacucong,1,malacucong
nagcacasabitsabit,1,nagcacasabitsabit
nacayayayat,1,nacayayayat
nacapagpapalalim,1,nacapagpapalalim
magcacailangang,1,magcacailangang
Nacapagpahakhak,1,Nacapagpahakhak
pagcacolegiala,1,pagcacolegiala
Nacalugay,1,Nacalugay
Acteon,1,Acteon
nagpapapanaguinip,1,nagpapapanaguinip
masucal,1,masucal
parungguit,1,parungguit
pagcacabacod,1,pagcacabacod
pinacabubong,1,pinacabubong
Nacatanaw,1,Nacatanaw
Nangagbubucas,1,Nangagbubucas
nangagbibiyac,1,nangagbibiyac
nacalugay,1,nacalugay
pamumucadcad,1,pamumucadcad
naucol,1,naucol
coadjator,1,coadjator
pinacasalamin,1,pinacasalamin
Nagcagat,1,Nagcagat
pagtaliwacas,1,pagtaliwacas
naguitla,1,naguitla
cagugulat,1,cagugulat
nangagcaroon,1,nangagcaroon
nacacaganti,1,nacacaganti
guiniguising,1,guiniguising
Nagcagayon,1,Nagcagayon
nacacahuli,1,nacacahuli
capamahay,1,capamahay
nacalubos,1,nacalubos
pagcapayapa,1,pagcapayapa
nagcacagalit,1,nagcacagalit
Nangagbahabahagui,1,Nangagbahabahagui
nangagsicuha,1,nangagsicuha
Audienciang,1,Audienciang
macahatol,1,macahatol
nangagcapisan,1,nangagcapisan
cacadakilaan,1,cacadakilaan
macapa,1,macapa
pagcapagcaloob,1,pagcapagcaloob
cartong,1,cartong
magcacabait,1,magcacabait
nagcabuhoc,1,nagcabuhoc
palaca,1,palaca
Pinagcayarian,1,Pinagcayarian
Nacatanong,1,Nacatanong
Ibiguin,1,Ibiguin
conglinalayon,1,conglinalayon
Napacapangit,1,Napacapangit
binubuclatbuclat,1,binubuclatbuclat
nacaw,1,nacaw
pagcapagbigay,1,pagcapagbigay
nacapagsasangalang,1,nacapagsasangalang
nagcapantay,1,nagcapantay
pagcacamaling,1,pagcacamaling
Nangagcamay,1,Nangagcamay
pagguiguiliwan,1,pagguiguiliwan
ipinagcacatuwa,1,ipinagcacatuwa
magcalaban,1,magcalaban
Papuputucan,1,Papuputucan
calalampas,1,calalampas
pagcawica,1,pagcawica
tinalicuran,1,tinalicuran
naaangcap,1,naaangcap
macatanto,1,macatanto
maputic,1,maputic
ipatahac,1,ipatahac
pinacapalopalo,1,pinacapalopalo
lusac,1,lusac
caningasan,1,caningasan
mascara,1,mascara
guinagapangan,1,guinagapangan
pinanhic,1,pinanhic
macagambala,1,macagambala
copto,1,copto
pagcacaguhit,1,pagcacaguhit
egipciong,1,egipciong
macapaglilingcod,1,macapaglilingcod
Cumalat,1,Cumalat
napacapangahas,1,napacapangahas
doncella,1,doncella
calalabasan,1,calalabasan
pinagbabalac,1,pinagbabalac
nagtatacang,1,nagtatacang
ibalic,1,ibalic
nacapagpalaki,1,nacapagpalaki
pinagcatiwalaan,1,pinagcatiwalaan
pinapanaguimpan,1,pinapanaguimpan
sinactan,1,sinactan
guinggong,1,guinggong
pangyapac,1,pangyapac
Inocencio,1,Inocencio
mangagcacaisa,1,mangagcacaisa
napacapanganib,1,napacapanganib
napacalampas,1,napacalampas
itatanggui,1,itatanggui
macagayo,1,macagayo
macapanghihina,1,macapanghihina
magpapanucala,1,magpapanucala
pinacalabis,1,pinacalabis
nacaririnig,1,nacaririnig
pagcatumba,1,pagcatumba
Tinatacot,1,Tinatacot
tinatacot,1,tinatacot
macawawala,1,macawawala
pinacasusuyo,1,pinacasusuyo
linacbay,1,linacbay
mapapacalabis,1,mapapacalabis
cahingiang,1,cahingiang
nagcacahirap,1,nagcacahirap
napacaraming,1,napacaraming
camandag,1,camandag
nalalaguim,1,nalalaguim
icacailang,1,icacailang
nagbabalac,1,nagbabalac
pagcapanucala,1,pagcapanucala
capaslanga,1,capaslanga
nacatupad,1,nacatupad
magcatiwala,1,magcatiwala
marupoc,1,marupoc
magcahirap,1,magcahirap
macapagbuhay,1,macapagbuhay
maipangaco,1,maipangaco
pagcaunawa,1,pagcaunawa
pagliwanaguin,1,pagliwanaguin
magcaayos,1,magcaayos
magpacaimbi,1,magpacaimbi
pinapacacautangan,1,pinapacacautangan
Hagcan,1,Hagcan
macayari,1,macayari
catiyagaa,1,catiyagaa
nacatanim,1,nacatanim
macapanglulupaypa,1,macapanglulupaypa
pinacabacod,1,pinacabacod
Pagcahumihihip,1,Pagcahumihihip
pagcatuwid,1,pagcatuwid
Pagcaraan,1,Pagcaraan
macacapipintas,1,macacapipintas
caitaasang,1,caitaasang
nacacacapit,1,nacacacapit
inacat,1,inacat
magpapacaliit,1,magpapacaliit
maruruclay,1,maruruclay
capangahasang,1,capangahasang
makihamoc,1,makihamoc
icalalago,1,icalalago
magpacunwari,1,magpacunwari
iniacala,1,iniacala
macasagot,1,macasagot
macaaaliw,1,macaaaliw
cahinatna,1,cahinatna
pagcalampas,1,pagcalampas
macapagpalacas,1,macapagpalacas
catwiran,1,catwiran
pagcamahiliguin,1,pagcamahiliguin
pinacahigpit,1,pinacahigpit
bubucsan,1,bubucsan
Capalarang,1,Capalarang
damascong,1,damascong
cagalacan,1,cagalacan
nangacalagay,1,nangacalagay
dulcerang,1,dulcerang
cumacacac,1,cumacacac
humagukhoc,1,humagukhoc
Nagmamanhic,1,Nagmamanhic
pagcabasag,1,pagcabasag
nangagbabalacbalac,1,nangagbabalacbalac
natiticman,1,natiticman
lagoc,1,lagoc
kinatutusucan,1,kinatutusucan
chicos,1,chicos
Saca,1,Saca
nacahayin,1,nacahayin
nacadibujong,1,nacadibujong
achara,1,achara
pagcacahiwa,1,pagcacahiwa
naglalagac,1,naglalagac
lamoc,1,lamoc
cumacalansing,1,cumacalansing
pagcacatapyas,1,pagcacatapyas
nangagcacatuwaan,1,nangagcacatuwaan
nacacagambala,1,nacacagambala
crochet,1,crochet
coral,1,coral
Cumikintab,1,Cumikintab
nangagsisigayac,1,nangagsisigayac
nagcacatuladtulad,1,nagcacatuladtulad
sincaban,1,sincaban
caluscos,1,caluscos
tucod,1,tucod
aacayatan,1,aacayatan
kasangcapa,1,kasangcapa
Liceria,1,Liceria
nangagsusumicap,1,nangagsusumicap
mimica,1,mimica
pumapacpac,1,pumapacpac
guinagambala,1,guinagambala
pagcacadalawang,1,pagcacadalawang
camalam,1,camalam
artificiales,1,artificiales
nirerepique,1,nirerepique
camacasampong,1,camacasampong
pirotecnico,1,pirotecnico
castillerong,1,castillerong
cohetes,1,cohetes
tatacbuhan,1,tatacbuhan
Sauce,1,Sauce
Pagdacang,1,Pagdacang
aguing,1,aguing
cakinisan,1,cakinisan
magchocolate,1,magchocolate
cacaw,1,cacaw
magbabangca,1,magbabangca
inaacma,1,inaacma
tagabundoc,1,tagabundoc
Cumacalairit,1,Cumacalairit
pumupucpoc,1,pumupucpoc
Caramihang,1,Caramihang
