token,count,example_contexts,chapters
caligatan,1,"Siya ang tinatawag ng mga tagalog na ""cayumanguing caligatan,"" sa macatuwid baga'y cayumanggui, ngunit isang culay na malinis at dalisay.",noli:16
cayumanggui,1,"Siya ang tinatawag ng mga tagalog na ""cayumanguing caligatan,"" sa macatuwid baga'y cayumanggui, ngunit isang culay na malinis at dalisay.",noli:16
paghupyac,1,"Baga man bata pa siya'y dahil sa pighati, o dahil sa gutom, nagpapasimula na ng paghupyac ang canyang namumutlang mga pisngi; ang malagong buhoc na ng una'y gayac at pamuti ng canyang cataohan, kung kaya husay hindi sa pagpapaibiig, kung di sa pagka't kinaugaliang husayin: ang pusod ay caraniwan at walang mga ""aguja"" at mga ""peineta.",noli:16
gayac,1,"Baga man bata pa siya'y dahil sa pighati, o dahil sa gutom, nagpapasimula na ng paghupyac ang canyang namumutlang mga pisngi; ang malagong buhoc na ng una'y gayac at pamuti ng canyang cataohan, kung kaya husay hindi sa pagpapaibiig, kung di sa pagka't kinaugaliang husayin: ang pusod ay caraniwan at walang mga ""aguja"" at mga ""peineta.",noli:16
nacacaalis,1,May ilang araw nang hindi siya nacacaalis sa bahay at canyang tinatapos tabiin ang isang gawang sa kanya'y ipinagbiling yariin sa lalong madaling panahong abot ng kaya.,noli:16
carukhaang,1,"Sa pagkaibig niyang macakita ng salapi, hindi nagsimba ng umagang iyon, sa pagka't maaabala siya ng dalawang horas ang cauntian sa pagparoo't parito sa bayan:—¡namimilit ang carukhaang magcasala!",noli:16
pinangacuan,1,"—Ng matapos ang canyang gawa'y dinala niya sa may-ari, datapwat pinangacuan siya nito sa pagbabayad.",noli:16
pacaning,1,"Wala siyang inisip sa buong maghapon kung di ang mga ligayang tatamuhin niya pagdating ng gabi: canyang nabalitaang oowi ang canyang mga anak, at canyang inisip na sila'y canyang pacaning magaling.",noli:16
guiican,1,"At puspos ng pag-asa'y isinaing ang lalong maputing bigas, na siya rin ang cumuha sa guiican.",noli:16
catowaa'y,1,"Napangiti si Sisa, at sa canyang catowaa'y ipinangaco sa canyang sariling hindi siya maghahapunan ng gabing iyon; sa pagka't hindi casiya sa tatlo ang nalabi.",noli:16
nacababasa,1,—ang itinanong na nangangatal;—sinabi ni matandang Tasiong sila'y malalaon ng caunti; nacababasa na si Crispin ... marahil ay dalhin ni Basilio ang canyang sueldo.,noli:16
Macaalawa,1,"Macaalawa o macaatlo ng humuni ang calaw sa gubat, mula ng tumila ang ulan, at gayon ma'y hindi pa dumarating ang canyang mga anak.",noli:16
calaw,1,"Macaalawa o macaatlo ng humuni ang calaw sa gubat, mula ng tumila ang ulan, at gayon ma'y hindi pa dumarating ang canyang mga anak.",noli:16
nangagsisiiyac,1,"Mainam ang canyang voces, at pagka naririnig nilang siya'y umaawit ng ""cundiman"", nangagsisiiyac, ayawan kung bakit.",noli:16
Caracaraca'y,1,Caracaraca'y biglang nacakita ng isang asong maitim na sumipot sa harap niya; may inaamoy ang hayop na iyon sa landas.,noli:16
Nagtatacbo,1,Nagtatacbo ang asong umaatungal ng pagkapanglawpanglaw.,noli:16
nacasigaw,1,Ngunit ng makita niya ang dugong pumapaligo sa noo ng bata'y siya'y nacasigaw niyang tinig na wari'y nagpapakilala ng pagkalagot ng isang bagting ng puso.,noli:17
Nacapagsikip,1,"Nacapagsikip sa puso ni Sisa ang tanong ng canyang anak, na pagdaca'y canyang napag-abot ang cadahilanan, kaya't nagdumaling idinugtong:",noli:17
pagpapacabait,1,Sinabing kung kayo raw ay nananatili sa pagpapacabait ay muli siyang makikisama sa atin.,noli:17
Nacacaramdam,1,"Nacacaramdam ng init at lamig; pinagpilitang pumikit at ang iniisip niya'y ang canyang kapatid na bunso, na nag-aacalang tumulog sana ng gabing iyon sa sinapupunan ng canyang ina, at ngayo'y marahil umiiyac at nangangatal ng tacot sa isang suloc ng convento.",noli:17
cuartong,1,"Nakita niya ang isang cuartong tulugan, at doo'y may dalawang candilang may ningas.",noli:17
nagsisicad,1,"Ang bata'y tumacbo at nagtago sa licuran ng sacristan; ngunit siya'y tinangnan nito at inihanda ang canyang katawan sa sumusubong galit ng cura; ang caawaawang bata'y nagpupumiglas, nagsisicad, sumisigaw, nagpapatinghiga, gumugulong, tumitindig, tumatacas, nadudulas, nasusubasob at sinasangga ng mga kamay ang mga hampas na sa pagka't nasusugatan ay biglang itinatago at umaatungal.",noli:17
mapagpacababa,1,"Palibhasa'y mapagpacababa si Sisa sa lahat ng bagay, siya'y nagpapacababa pati sa canyang mga anak; sa acala niya mabuti pa ang kanilang pag-iisip kay sa kanya.",noli:17
nagpapacababa,1,"Palibhasa'y mapagpacababa si Sisa sa lahat ng bagay, siya'y nagpapacababa pati sa canyang mga anak; sa acala niya mabuti pa ang kanilang pag-iisip kay sa kanya.",noli:17
magsacristan,1,—¡Hindi ko na ibig na magsacristan!,noli:17
casingbait,1,"Dumating po ritong galing sa España ang anak na lalaki ng nasirang si Don Rafael, na inaacala kong casingbait din ng canyang ama.",noli:17
Macapag,1,"Macapag-aaral si Crispin sa bahay ni matandang Tasio, na hindi namamalo at mabait, cahit ayaw maniwala ang cura.",noli:17
ipagcacatiwala,1,"Magpapastol ako, at kung aking alagaang magaling ang ipagcacatiwala sa akin, ako'y calulugdan ng may-ari; at marahil ay ipabayang ating gatasan ang isang vaca, at ng macainom tayo ng gatas; ibig na ibig ni Crispin ang gatas.",noli:17
calulugdan,1,"Magpapastol ako, at kung aking alagaang magaling ang ipagcacatiwala sa akin, ako'y calulugdan ng may-ari; at marahil ay ipabayang ating gatasan ang isang vaca, at ng macainom tayo ng gatas; ibig na ibig ni Crispin ang gatas.",noli:17
magcacasalapi,1,"Mangunguha ako ng mga bungang kahoy sa gubat, at ipagbibili ko sa bayang kasama ng mga gulay sa ating halamanan, at sa ganito'y magcacasalapi tayo.",noli:17
balatic,1,"Maglalagay ako ng mga silo at ng mga balatic at ng macahuli ng mga ibon at mga alamid, mangingisda ako sa ilog at pagka ako'y malaki na'y mangangaso naman ako.",noli:17
Macapangangahoy,1,"Macapangangahoy naman ako upang maipagbili o maialay sa may-ari ng mga vaca, at sa ganya'y matotowa sa atin.",noli:17
isinucob,1,"Untiunting nanaog ang pagkahimbing sa pagal na mga bubong ng mata ng bata, at ngayo'y binucsan ng Ole-Lukoie, na sinasabi ni Anderson, at isinucob sa ibabaw niya ang magandang payong na puspos ng masasayang pintura.",noli:17
calicsihan,1,"Ang acala niya'y siya'y pastol ng kasama ng canyang bunsong kapatid; nangunguha sila ng bayabas, ng alpay at ng iba pang mga paroparo sa calicsihan; pumapasoc sila sa mga yungib at nakikita nilang numiningning ang mga pader; naliligo sila sa mga bucal, at ang mga buhangin ay alaboc na guinto at ang mga bato'y tulad sa mga bato ng corona ng Virgen.",noli:17
iniyuyucayoc,1,Sila'y inaawitan ng mga maliliit na isda at nangagtatawanan; iniyuyucayoc sa kanila ng mga kahoy ang kanilang mga sangang humihitic sa mga salapi at sa mga bunga.,noli:17
campanang,1,"Nakita niya ng matapos ang isang campanang nacabitin sa isang kahoy, at isang mahabang lubid upang tugtuguin: sa lubid ay may nacataling isang vaca, na may isang pugad sa gitna ng dalawang sungay, at si Crispin ay nasa loob ng campana at iba pa.",noli:17
nacataling,1,"Nakita niya ng matapos ang isang campanang nacabitin sa isang kahoy, at isang mahabang lubid upang tugtuguin: sa lubid ay may nacataling isang vaca, na may isang pugad sa gitna ng dalawang sungay, at si Crispin ay nasa loob ng campana at iba pa.",noli:17
icapitong,1,Magcacaroon na ng icapitong horas ng umaga ng matapos ni Fr. Salvi ang canyang catapusang misa: ginawa niya ang tatlong misa sa loob ng isang oras.,noli:18
nangacaupo,1,Umalis ang cura sa sacristia upang tumungo sa convento; sa silong nito'y nangacaupo sa bangco ang pito o walong mga babae at isang lalaking nagpapalacadlacad ng paroo't parito.,noli:18
sicapat,1,—¿Nawalan yata ng sicapat si Curiput?,noli:18
Curiput,1,—¿Nawalan yata ng sicapat si Curiput?,noli:18
pahagcan,1,"¡Huwag pahagcan sa kanya ang cama'y, sa gayong siya'y celadora ng ""Hermandad"", gayong siya'y si Hermana Rufa!",noli:18
celadora,1,"¡Huwag pahagcan sa kanya ang cama'y, sa gayong siya'y celadora ng ""Hermandad"", gayong siya'y si Hermana Rufa!",noli:18
confesonario,1,—¡Hindi umupo ngayong umaga sa confesonario!,noli:18
macapakinabang,1,"—ang idinugtong ni Hermana Sipa, isang matandang babaeng wala ng ngipin;—ibig ko sanang mangumpisal at ng macapakinabang at ng magcamit ng nga ""indulgencia"".",noli:18
ipinatungcol,1,—ang sagot ng isang babaeng bata pa't ma'y pagmumukhang tanga; nagcamit ako ngayong umaga ng tatlong indulgencia plenaria na aking ipinatungcol sa calolowa ng aking asawa.,noli:18
nacahiguit,1,"—Datapwat nacahiguit ako sa inyo, hermana Rufa, ng taong ito lamang sa mga kinamtan ko, ng apat na indulgencia plenaria at sangdaang taon pa; gayong hindi lubhang nagdarasal ako ng taong ito.",noli:18
cahiguitan,1,"—Gayon nga, walong plenaria at sangdaa't labing limang taon ang aking cahiguitan, at ito'y sa iilang buwan lamang—ang inulit ng lalaking sa liig ay may sabit na mga escapulario at mga cuintas na puno ng libag.",noli:18
ipagtacang,1,—Hindi nga dapat ipagtacang ako'y macahiguit sa inyo ng pagkakamit; halos masasabi kong kahi't natutulog ay nagcacamit ako ng mga indulgencia.,noli:18
macahiguit,1,—Hindi nga dapat ipagtacang ako'y macahiguit sa inyo ng pagkakamit; halos masasabi kong kahi't natutulog ay nagcacamit ako ng mga indulgencia.,noli:18
macapagcacamit,1,"At bucod sa rito'y ""in articulo mortis"" (sa horas ng camatayan) ay macapagcacamit pa ako, kung aking ibiguin, ng pitong mga ""plenaria"", ¡at naghihingalo na'y macapagliligtas pa ako sa mga iba!",noli:18
pinagbubucodbucod,1,"pagkagayo'y iniingatan ko ang indulgencia, at sa ganitong paraa'y pinagbubucodbucod ko ng tigsasangdaaag taong itinatala kong magaling.",noli:18
macaubo,1,Pagkatapos na macaubo ng buong pagpapahalaga'y nagsalita ang matandang babae ng ganitong anyo:,noli:18
nacababasag,1,"Ngayon: pagka nacababasag ang aking isang alilang lalaki o isang alilang babae ng isang pinggan, vaso o taza, at iba pa, ipinapupulot ko ang lahat ng mga piraso, at sa bawa't isa, kahi't sa lalong caliitliitan, pinapagdarasal ko siya ng ""Bendita-sea-tu-Pureza"" at ng Señor-mio-Jesu cristo Padre dulcisimo por el gozo"", at ipinatutungcol ko sa mga calolowa ang mga indulgenciang kinacamtan ko.",noli:18
caliitliitan,1,"Ngayon: pagka nacababasag ang aking isang alilang lalaki o isang alilang babae ng isang pinggan, vaso o taza, at iba pa, ipinapupulot ko ang lahat ng mga piraso, at sa bawa't isa, kahi't sa lalong caliitliitan, pinapagdarasal ko siya ng ""Bendita-sea-tu-Pureza"" at ng Señor-mio-Jesu cristo Padre dulcisimo por el gozo"", at ipinatutungcol ko sa mga calolowa ang mga indulgenciang kinacamtan ko.",noli:18
ipinatutungcol,1,"Ngayon: pagka nacababasag ang aking isang alilang lalaki o isang alilang babae ng isang pinggan, vaso o taza, at iba pa, ipinapupulot ko ang lahat ng mga piraso, at sa bawa't isa, kahi't sa lalong caliitliitan, pinapagdarasal ko siya ng ""Bendita-sea-tu-Pureza"" at ng Señor-mio-Jesu cristo Padre dulcisimo por el gozo"", at ipinatutungcol ko sa mga calolowa ang mga indulgenciang kinacamtan ko.",noli:18
tinutuctucan,1,"Natotowa ang mga alilang babae sa gayong paraang pagbabayad, at ako'y gayon din; sila'y hindi ko pinapalo; tinutuctucan ko lamang o kinucurot ...",noli:18
nagcacadalawa,1,—Datapwat ¿kung ang pinggan ay nagcacadalawa o nagcacatatatlong piraso lamang?,noli:18
nagcacatatatlong,1,—Datapwat ¿kung ang pinggan ay nagcacadalawa o nagcacatatatlong piraso lamang?,noli:18
Cacaunti,1,¡Cacaunti ang inyong cacamtan!,noli:18
macaatlong,1,"—At ngayo'y ibig kong maalaman kung paano ang gagawing pagdarasal: ¿O tatlong Amanaming sunod-sunod, tatlong Abaguinoong Mariang sunod-sunod; o macaatlong isang Amanamin, isang Abaguinoong Maria at isang Gloria Patri?",noli:18
ilahoc,1,"—ang isinalabat ni Rufa: dapat dasaling gaya ng ganitong paraan: hindi dapat ilahoc ang mga lalaki sa mga babae: ang mga Amanamin ay mga lalaki, mga babae ang mga Abaguinoong Maria, at ang mga Gloria ang mga anak.",noli:18
Nacailangang,1,"Nacailangang mamaguitna ang maestro upang sila'y payapain: sino ma'y wala ng nacagunita ng mga Amanamin, walang pinag-uusapan kung di mga baboy na lamang.",noli:18
nacagunita,1,"Nacailangang mamaguitna ang maestro upang sila'y payapain: sino ma'y wala ng nacagunita ng mga Amanamin, walang pinag-uusapan kung di mga baboy na lamang.",noli:18
Pumapanhic,1,—¡Pumapanhic iyon!,noli:18
baculang,1,"Nang umagang iyon, pagsilang ng mga unang sinag ng liwayway, nanaog siya sa canyang halamanan upang putihin ang lalong magagandang gulay, na canyang inilagay sa canyang baculang sinapnan ng dahong saguing at mga bulaclac.",noli:18
caning,1,"Nanguha siya sa tabing ilog ng paco, na talastas niyang naiibigan ng curang caning ensalada.",noli:18
Nagpapacarahan,1,"Nagpapacarahan siya ng buong kaya upang huwag umingay, unti-unting siya'y pumanhik, at nakikinig siya ng mainam at nagbabaca-sacaling marinig niya ang isang voces na kilala, voces na sariwa voces bata.",noli:18
nagbabaca,1,"Nagpapacarahan siya ng buong kaya upang huwag umingay, unti-unting siya'y pumanhik, at nakikinig siya ng mainam at nagbabaca-sacaling marinig niya ang isang voces na kilala, voces na sariwa voces bata.",noli:18
sacritan,1,Diya'y minasdan niya ang lahat ng mga suloc; malamig ang pagkakatanggap sa kanya ng mga alila at ng mga sacritan.,noli:18
pagkapagnacaw,1,"—anang alila;—natira nga rito; ngunit pagkatapos ... pagkatapos ay nagtanan, pagkapagnacaw ng maraming bagay.",noli:18
nagpacaupo,1,"Nanambitan si Sisa ng buong capaitan, at nagpacaupo sa isang bangco.",noli:18
pinagbabalacbalac,1,"Nanaog sa hagdanan ang abang babaeng halos ipinagtutulacan, samantalang nagbubulungbulungan ang mga ""manang"" at pinagbabalacbalac nila ang tungkol sa sakit ng cura.",noli:18
casco,1,"Sa mga unang sinag ng liwanag na pumupucaw sa tubig nang mga nagkintabkintab na mga lamang-dagat, naaaninagnagan sa malayo, halos sa wacas ng abot ng tanaw, ang abo-abong mga anino: yao'y ang mga bangca ng mga mangingisdang nagliligpit ng kanilang lambat; mga casco at mga paraw na nangaglaladlad ng kanilang mga layag.",noli:19
magtangkilic,1,"Ako'y naparitong wala akong cakilala sino man, walang taglay na ano mang sulat upang may magtangkilic sa akin, salat sa carapatan, walang cayamanang gaya rin ngayon.",noli:19
icasusulong,1,"Iniwan ng aking hinalinhan ang escuela upang maghanap buhay sa pagbibili ng tabaco—Inampon ako ng inyong ama, inihanap ako ng isang bahay at binigyan ako ng lahat kong kinacailangan sa icasusulong ng pagtuturo; siya'y napapasa escuela at namamahagui sa mga batang mahihirap at mapagsakit sa pag-aaral ng ilang mga cuadro; sila'y binibigyan niya ng mga libro't mga papel.",noli:19
sinasaclolohan,1,"—Sinasabi po ninyong sinasaclolohan ng aking ama ang mga batang dukha, at ¿ngayon po?",noli:19
nagcacaganyan,1,—¿Bakit nagcacaganyan?,noli:19
Pacapupurihin,1,—Pacapupurihin at di po kayo calilimutan ng bayan kung inyong papangyarihin ang magagandang mga panucala ng inyong nasirang ama!,noli:19
isinangcap,1,"Guinamit ko ang paraang lalong magaang, na mga salita at mga pangalan, na ano pa't hindi ko isinangcap ang mga dakilang palatuntunan, at ang talaga ko'y saka ko na ituro ang ""gramatica"", pagka nacauunawa na sila ng wikang kastila.",noli:19
icahiya,1,"—Hindi ko dapat icahiya ang pagsasaysay ng mga caapihang aking tinitiis, sino mang malagay sa kinalalagyan ko'y gayon din marahil ang uugaliin.",noli:19
pinacabati,1,"Ang cura, na ang buong pinacabati ay ang paglalahad sa akin ng kamay upang aking hagcan, pagdaca'y iniurong ito at hindi ako sinagot, at ang ginawa'y ang magpasimula ng paghalakhac ng halakhac-libac.",noli:19
paghalakhac,1,"Ang cura, na ang buong pinacabati ay ang paglalahad sa akin ng kamay upang aking hagcan, pagdaca'y iniurong ito at hindi ako sinagot, at ang ginawa'y ang magpasimula ng paghalakhac ng halakhac-libac.",noli:19
nangagcacalaban,1,"Ako'y nayayamot na, at nakikinikinita kong ako'y macagagawa ng isang di marapat; sa pagka't hindi nga nangagcacalaban ang maguing mabuting cristiano at ang matutong magmahal ng sariling carangalan.",noli:19
nacacatawa,1,¡nacacatawa ka!,noli:19
macatawa,1,—Kayo po'y nagtatawa—ang muling sinabi ng maestro na nagtatawa rin naman:—ang masasabi ko po sa inyo'y hindi ako macatawa ng mangyari sa akin ang bagay na iyon.,noli:19
Ciruela,1,¿Nakikilala mo ba si maestrong Ciruela?,noli:19
Ciruela'y,1,Unawain mong si Ciruela'y isang maestrong hindi marunong bumasa'y naglalagay ng escuelahan.,noli:19
kinatatacutan,1,"¿Ano ang aking magagawa akong bahagya na magcasiya sa akin ang aking sueldo, na upang masingil ko ang sueldong ito'y aking kinacailangan ang ""visto bueno"" ng cura at maglacbay ako sa ""cabecera"" (pangulong bayan) ng lalawigan; ano ang magagawa kong laban sa kanya, na siyang pangulong puno ng calolowa, ng pamamayan at ng pamumuhay sa isang bayan, linalampihan ng canyang capisanan, kinatatacutan ng Gobierno, mayaman, macapangyarihan, pinagtatanungan, pinakikinggan, pinaniniwalaan at linilingap ng lahat?",noli:19
makikicampi,1,"Kung inaalimura ako'y dapat akong howag umimic; kung tumutol ako'y palalayasin ako sa aking pinaghahanapang-buhay at magpacailan ma'y mawawala na sa akin ang catungculan ko, datapwat hindi dahil sa pagkakagayon ko'y mapapacagaling ang pagtuturo, kung di baligtad, makikicampi ang lahat sa cura, caririmariman ako at ako'y tatawaguing hambog, palalo, mapagmataas, masamang cristiano, masama, ang turo ng magulang, at kung magcabihira pa'y sasabihing kaaway ako ng kastila at ""filibustero.",noli:19
caririmariman,1,"Kung inaalimura ako'y dapat akong howag umimic; kung tumutol ako'y palalayasin ako sa aking pinaghahanapang-buhay at magpacailan ma'y mawawala na sa akin ang catungculan ko, datapwat hindi dahil sa pagkakagayon ko'y mapapacagaling ang pagtuturo, kung di baligtad, makikicampi ang lahat sa cura, caririmariman ako at ako'y tatawaguing hambog, palalo, mapagmataas, masamang cristiano, masama, ang turo ng magulang, at kung magcabihira pa'y sasabihing kaaway ako ng kastila at ""filibustero.",noli:19
magpacaalimura,1,""" Hindi hinahanap sa maestro sa escuela ang marunong at masipag magturo; ang hinihingi lamang sa kanya'y ang matutong magtiis, magpacaalimura, huwag cumilos, at, ¡patawarin nawa, ako ng Dios kung aking itinacuil ang aking ""conciencia"" at pag-iisip!",noli:19
itinacuil,1,""" Hindi hinahanap sa maestro sa escuela ang marunong at masipag magturo; ang hinihingi lamang sa kanya'y ang matutong magtiis, magpacaalimura, huwag cumilos, at, ¡patawarin nawa, ako ng Dios kung aking itinacuil ang aking ""conciencia"" at pag-iisip!",noli:19
nagpacadala,1,—¡Kung ako nga disin ay nagpacadala!,noli:19
cumita,1,"Tunay nga't mula, niyao'y totoong kinasusutan ko na ang aking catungculan; nag-isip akong cumita ng ibang hanap-buhay na gaya ng aking hinalinhan, sa pagka't isang pahirap ang gawa, pagka guinaganap ng masama sa loob at nacapagpapaalaala sa akin ang escuelahan sa araw-araw ng aking pagkaalimura, na siyang naguiguing dahil ng aking pag-langap ng totoong capaitpaitang mga pagpipighati sa mahahabang horas.",noli:19
nacapagpapaalaala,1,"Tunay nga't mula, niyao'y totoong kinasusutan ko na ang aking catungculan; nag-isip akong cumita ng ibang hanap-buhay na gaya ng aking hinalinhan, sa pagka't isang pahirap ang gawa, pagka guinaganap ng masama sa loob at nacapagpapaalaala sa akin ang escuelahan sa araw-araw ng aking pagkaalimura, na siyang naguiguing dahil ng aking pag-langap ng totoong capaitpaitang mga pagpipighati sa mahahabang horas.",noli:19
capaitpaitang,1,"Tunay nga't mula, niyao'y totoong kinasusutan ko na ang aking catungculan; nag-isip akong cumita ng ibang hanap-buhay na gaya ng aking hinalinhan, sa pagka't isang pahirap ang gawa, pagka guinaganap ng masama sa loob at nacapagpapaalaala sa akin ang escuelahan sa araw-araw ng aking pagkaalimura, na siyang naguiguing dahil ng aking pag-langap ng totoong capaitpaitang mga pagpipighati sa mahahabang horas.",noli:19
pagpapacapagod,1,"Hindi ko mangyaring masabi ang katotohanan sa aking ina; kinacailangang kong sabihing nacapagbibigay ligaya ngayon sa akin ang canyang tatlong taong mga pagpapacahirap upang ako'y magcaroon ng ganitong catungculan; kinacailangang papaniwalain ko siyang ang hanap-buhay ko'y totoong nacapagbibigay dangal; na ang pagpapacapagod ko'y cawiliwili; nasasabugan ng mga bulaclac ang landas; na walang naguiguing bunga ang aking pagtupad ng mga catungculan kung di ang pagkakaroon ng mga kaibigan; na ako'y iguinagalang ng bayan at pinupuspos ng mga paglingap; sa pagka't kung hindi gayon ang aking gawin, bucod sa ako'y na sa casawiang palad na'y papagdadalamhatiin ko pa ang iba, bagay na bakit wala na akong capakinabangan ay ipagcacasala ko pa.",noli:19
cawiliwili,1,"Hindi ko mangyaring masabi ang katotohanan sa aking ina; kinacailangang kong sabihing nacapagbibigay ligaya ngayon sa akin ang canyang tatlong taong mga pagpapacahirap upang ako'y magcaroon ng ganitong catungculan; kinacailangang papaniwalain ko siyang ang hanap-buhay ko'y totoong nacapagbibigay dangal; na ang pagpapacapagod ko'y cawiliwili; nasasabugan ng mga bulaclac ang landas; na walang naguiguing bunga ang aking pagtupad ng mga catungculan kung di ang pagkakaroon ng mga kaibigan; na ako'y iguinagalang ng bayan at pinupuspos ng mga paglingap; sa pagka't kung hindi gayon ang aking gawin, bucod sa ako'y na sa casawiang palad na'y papagdadalamhatiin ko pa ang iba, bagay na bakit wala na akong capakinabangan ay ipagcacasala ko pa.",noli:19
ipagcacasala,1,"Hindi ko mangyaring masabi ang katotohanan sa aking ina; kinacailangang kong sabihing nacapagbibigay ligaya ngayon sa akin ang canyang tatlong taong mga pagpapacahirap upang ako'y magcaroon ng ganitong catungculan; kinacailangang papaniwalain ko siyang ang hanap-buhay ko'y totoong nacapagbibigay dangal; na ang pagpapacapagod ko'y cawiliwili; nasasabugan ng mga bulaclac ang landas; na walang naguiguing bunga ang aking pagtupad ng mga catungculan kung di ang pagkakaroon ng mga kaibigan; na ako'y iguinagalang ng bayan at pinupuspos ng mga paglingap; sa pagka't kung hindi gayon ang aking gawin, bucod sa ako'y na sa casawiang palad na'y papagdadalamhatiin ko pa ang iba, bagay na bakit wala na akong capakinabangan ay ipagcacasala ko pa.",noli:19
napacahangal,1,"—Mula ng ako'y maalimura ng gayong pagkagaspang-gaspang, sinulit ko ang aking sarili, at nakita kong tunay nga namang napacahangal ako.",noli:19
nacagugulo,1,"Napagkilala kong maliwanag na hindi nga mangyayaring macapag-isip kung na sa mga mata ang ""palmeta"" o ang mga pamalo; ang tacot at ang pangingilabot ay nacagugulo ng bait kanino man, bucod sa ang panimdim ng bata, palibhasa'y lalong guising ay lalo namang madaling calimbagan ng ano man.",noli:19
calimbagan,1,"Napagkilala kong maliwanag na hindi nga mangyayaring macapag-isip kung na sa mga mata ang ""palmeta"" o ang mga pamalo; ang tacot at ang pangingilabot ay nacagugulo ng bait kanino man, bucod sa ang panimdim ng bata, palibhasa'y lalong guising ay lalo namang madaling calimbagan ng ano man.",noli:19
Pinacsa,1,"Pinacsa kong calugdan at cawilihan ang pag-aaral, aking tinicang ang ""cartilla'y"" huwag malagay na librong maitim na napapaliguan ng mga luha ng camusmusan, kung di isang caibigang sa kanya'y mag-uulat ng caguilaguilalas na mga lihim; na ang escuelaha'y huwag maguing pugad ng mga capighatian, kung di isang paraisong libangan ng isip.",noli:19
cawilihan,1,"Pinacsa kong calugdan at cawilihan ang pag-aaral, aking tinicang ang ""cartilla'y"" huwag malagay na librong maitim na napapaliguan ng mga luha ng camusmusan, kung di isang caibigang sa kanya'y mag-uulat ng caguilaguilalas na mga lihim; na ang escuelaha'y huwag maguing pugad ng mga capighatian, kung di isang paraisong libangan ng isip.",noli:19
tinicang,1,"Pinacsa kong calugdan at cawilihan ang pag-aaral, aking tinicang ang ""cartilla'y"" huwag malagay na librong maitim na napapaliguan ng mga luha ng camusmusan, kung di isang caibigang sa kanya'y mag-uulat ng caguilaguilalas na mga lihim; na ang escuelaha'y huwag maguing pugad ng mga capighatian, kung di isang paraisong libangan ng isip.",noli:19
cartilla'y,1,"Pinacsa kong calugdan at cawilihan ang pag-aaral, aking tinicang ang ""cartilla'y"" huwag malagay na librong maitim na napapaliguan ng mga luha ng camusmusan, kung di isang caibigang sa kanya'y mag-uulat ng caguilaguilalas na mga lihim; na ang escuelaha'y huwag maguing pugad ng mga capighatian, kung di isang paraisong libangan ng isip.",noli:19
caigayahan,1,"Untiunti ngang inalis ko ang mga pamamalo, dinala ko sa aking bahay ang mga pamalo, at ang inihalili ko'y ang pagbibigay unlac sa masisipag mag-aral at ng caigayahan ng iba at ang pagpapakilala ng canicanilang sariling dangal.",noli:19
capurulan,1,"Kung hindi natututo sa pinag-aaralan, ipinalalagay kong sa caculangan ng pagsusumakit, kailan ma'y hindi ko sinasabing dahil sa capurulan ng isip; pinapaniniwala ko silang kanilang taglay ang lalong masaganang kaya, kay sa tunay na abot ng kanilang lacas, at ang paniniwalang itong kanilang pinagsisicapang papagtibayin, ang siyang sa kanila'y pumipilit na mag-aral, tulad naman sa pagkakatiwala sa sariling lacas na siyang naghahatid sa cabayanihan.",noli:19
catedral,1,"Sinabi sa aking pinasasama ko raw ang mga bata; na sinasayang ko ang panahon; na hindi ako gumaganap sa aking catungculan; na ang amang hindi namamalo ay napopoot sa canyang anak, ayon sa Espiritu Santo; na ang letra'y pumapasoc sa pamamag-itan ng dugo, at iba't iba pa; sinaysay sa akin ang isang buntong mga casabihan ng panahon ng mga catampalasanan, na ano pa't wari'y casucatan ng nasabi ang isang bagay ng mga tao sa una upang huwag ng matutulan, at alinsunod sa ganitong palacad ng isip ay dapat na nga marahil nating paniwalaang nagcaroon sa daigdig ng mga cakilakilabot na anyo ng mga hayop na kinatha ng isip ng mga tao ng mga panahong iyon at kanilang iniukit sa kanilang mga palacio at mga catedral.",noli:19
licong,1,—ang sabi nila;—ang mga taong yao'y namamalo at tinutuwid ang licong kahoy.,noli:19
mababalasic,1,"¡Sila'y hindi mga bata, sila'y matatandang malaki ang pinagdanasan, may mga buhoc na puti at mababalasic!",noli:19
Catalinong,1,"Si Don Catalinong hari nilang lahat na nagtatag ng escuelahang iyon, hindi nagcuculang sa dalawampo't lima ang palong ibinibigay, kaya't naging marurunong at mga pari ang canyang mga anak.",noli:19
Nacabawas,1,Nacabawas ng caunti ng capaitan ng capighatian kong ito ang magandang paglingap na ipinakita sa akin ng ilan.,noli:19
Nacapapaso,1,"Nacapapaso sa akin ang kanilang mga luha: hindi magcasiya sa loob ng aking dibdib ang aking puso, at ng araw na iyo'y iniwan ko ang pagtuturo, baga man di pa sumasapit ang horas, at omowi ako sa aking bahay upang tumangis na nagiisa....",noli:19
catayua'y,1,"Marahil mamangha po kayo sa aking pagkamaramdamin, ngunit kung kayo'y malagay sa aking catayua'y inyong mapagcucuro.",noli:19
mapagcucuro,1,"Marahil mamangha po kayo sa aking pagkamaramdamin, ngunit kung kayo'y malagay sa aking catayua'y inyong mapagcucuro.",noli:19
